Base_Learner,Algorithm,Metric,Mean,Std
RF,CLR,hamming_accuracy,0.7306603773584905,0.0098244188510014
RF,CLR,subset0_1,0.020754716981132074,0.010589596377662098
RF,CLR,f1,0.49382138979530765,0.007630452275525856
XGBoost,CLR,hamming_accuracy,0.7289757412398923,0.004296845974913666
XGBoost,CLR,subset0_1,0.020754716981132074,0.004810395767540364
XGBoost,CLR,f1,0.5219354560225815,0.010636943686372082
ETC,CLR,hamming_accuracy,0.7287735849056606,0.008847788443218216
ETC,CLR,subset0_1,0.01981132075471698,0.0035298654592207
ETC,CLR,f1,0.48606896525597976,0.004002556069124477
