Algorithm,aabs__0.0,aabs__0.1,aabs__0.2,aabs__0.3,abs__0.0,abs__0.1,abs__0.2,abs__0.3,afrd_pa__0.0,afrd_pa__0.1,afrd_pa__0.2,afrd_pa__0.3,arec__0.0,arec__0.1,arec__0.2,arec__0.3,example_precision_pa__0.0,example_precision_pa__0.1,example_precision_pa__0.2,example_precision_pa__0.3,example_recall_pa__0.0,example_recall_pa__0.1,example_recall_pa__0.2,example_recall_pa__0.3,f1_pa__0.0,f1_pa__0.1,f1_pa__0.2,f1_pa__0.3,hamming_accuracy_pa__0.0,hamming_accuracy_pa__0.1,hamming_accuracy_pa__0.2,hamming_accuracy_pa__0.3,jaccard_pa__0.0,jaccard_pa__0.1,jaccard_pa__0.2,jaccard_pa__0.3,macro_f1_pa__0.0,macro_f1_pa__0.1,macro_f1_pa__0.2,macro_f1_pa__0.3,macro_precision_pa__0.0,macro_precision_pa__0.1,macro_precision_pa__0.2,macro_precision_pa__0.3,macro_recall_pa__0.0,macro_recall_pa__0.1,macro_recall_pa__0.2,macro_recall_pa__0.3,mfrd_pa__0.0,mfrd_pa__0.1,mfrd_pa__0.2,mfrd_pa__0.3,micro_f1_pa__0.0,micro_f1_pa__0.1,micro_f1_pa__0.2,micro_f1_pa__0.3,micro_precision_pa__0.0,micro_precision_pa__0.1,micro_precision_pa__0.2,micro_precision_pa__0.3,micro_recall_pa__0.0,micro_recall_pa__0.1,micro_recall_pa__0.2,micro_recall_pa__0.3,rec__0.0,rec__0.1,rec__0.2,rec__0.3,subset0_1_pa__0.0,subset0_1_pa__0.1,subset0_1_pa__0.2,subset0_1_pa__0.3
PartialOrder__Hamming__2,0.0949±0.0191,0.2024±0.0258,0.3593±0.0602,0.4201±0.0327,0.2504±0.0281,0.4684±0.0829,0.7380±0.0511,0.8074±0.0337,0.3849±0.0746,0.3372±0.1339,0.2689±0.1063,0.3096±0.0853,0.8757±0.0179,0.8771±0.0235,0.8714±0.0079,0.8492±0.0163,0.7369±0.0331,0.7172±0.0513,0.6612±0.0464,0.5569±0.0580,0.7388±0.0370,0.7325±0.0480,0.7181±0.0530,0.6394±0.0508,0.7365±0.0347,0.7216±0.0502,0.6795±0.0478,0.5836±0.0548,0.8627±0.0187,0.8450±0.0339,0.7973±0.0227,0.7383±0.0388,0.7339±0.0341,0.7152±0.0518,0.6590±0.0446,0.5547±0.0567,0.5505±0.0254,0.5578±0.0414,0.5750±0.0642,0.4920±0.0311,0.5544±0.0310,0.5398±0.0382,0.5235±0.0471,0.4296±0.0187,0.5645±0.0289,0.6189±0.0935,0.6806±0.1203,0.5876±0.0562,0.8702±0.2596,0.7394±0.3141,0.5763±0.2486,0.6830±0.1474,0.7461±0.0347,0.7397±0.0460,0.7063±0.0288,0.6393±0.0529,0.7330±0.0311,0.7034±0.0501,0.6261±0.0291,0.5362±0.0503,0.7599±0.0398,0.7807±0.0463,0.8109±0.0358,0.7933±0.0625,0.7302±0.0337,0.7108±0.0585,0.6531±0.0277,0.5567±0.0385,0.7261±0.0326,0.6959±0.0570,0.5977±0.0380,0.4687±0.0647
PartialOrder__Hamming__None,0.0939±0.0190,0.2024±0.0258,0.3584±0.0594,0.4192±0.0325,0.2485±0.0265,0.4684±0.0829,0.7380±0.0511,0.8093±0.0351,0.3448±0.0942,0.3315±0.1345,0.2341±0.0899,0.3072±0.0725,0.8680±0.0205,0.8680±0.0227,0.8695±0.0056,0.8405±0.0175,0.7242±0.0385,0.7017±0.0476,0.6570±0.0398,0.5403±0.0545,0.7467±0.0383,0.7346±0.0458,0.7283±0.0466,0.6417±0.0522,0.7307±0.0385,0.7120±0.0463,0.6804±0.0415,0.5726±0.0531,0.8542±0.0223,0.8335±0.0337,0.7950±0.0183,0.7243±0.0381,0.7212±0.0389,0.6997±0.0478,0.6559±0.0389,0.5381±0.0539,0.5672±0.0376,0.5412±0.0348,0.5861±0.0526,0.4817±0.0325,0.5555±0.0400,0.5154±0.0439,0.5242±0.0379,0.4146±0.0220,0.5957±0.0378,0.6207±0.0917,0.7368±0.1169,0.5892±0.0574,0.7654±0.2912,0.7422±0.3111,0.5011±0.2116,0.6909±0.1182,0.7367±0.0382,0.7260±0.0429,0.7067±0.0226,0.6274±0.0522,0.7081±0.0361,0.6781±0.0505,0.6205±0.0248,0.5184±0.0476,0.7679±0.0413,0.7829±0.0447,0.8215±0.0275,0.7963±0.0655,0.6974±0.0417,0.6800±0.0550,0.6397±0.0250,0.5298±0.0388,0.6928±0.0406,0.6629±0.0544,0.5823±0.0339,0.4369±0.0603
PartialOrder__Subset__2,0.0949±0.0191,0.2019±0.0264,0.3593±0.0602,0.4206±0.0323,0.2504±0.0281,0.4684±0.0829,0.7380±0.0511,0.8093±0.0328,0.3857±0.0756,0.3826±0.0935,0.2676±0.1025,0.3105±0.0860,0.8761±0.0180,0.8757±0.0245,0.8699±0.0067,0.8492±0.0163,0.7379±0.0335,0.7152±0.0535,0.6577±0.0464,0.5566±0.0579,0.7388±0.0370,0.7285±0.0524,0.7156±0.0541,0.6394±0.0508,0.7372±0.0350,0.7190±0.0532,0.6763±0.0481,0.5832±0.0548,0.8633±0.0186,0.8433±0.0352,0.7949±0.0234,0.7381±0.0388,0.7349±0.0345,0.7132±0.0540,0.6555±0.0444,0.5544±0.0566,0.5511±0.0255,0.5351±0.0383,0.5729±0.0650,0.4925±0.0314,0.5560±0.0322,0.5229±0.0352,0.5210±0.0483,0.4308±0.0195,0.5645±0.0289,0.5663±0.0490,0.6788±0.1217,0.5876±0.0562,0.8702±0.2596,0.8661±0.2379,0.5808±0.2447,0.6865±0.1463,0.7468±0.0348,0.7363±0.0486,0.7031±0.0296,0.6393±0.0529,0.7344±0.0315,0.7006±0.0502,0.6227±0.0293,0.5362±0.0503,0.7599±0.0398,0.7764±0.0511,0.8081±0.0371,0.7933±0.0625,0.7321±0.0350,0.7108±0.0585,0.6493±0.0237,0.5567±0.0385,0.7281±0.0338,0.6959±0.0570,0.5931±0.0361,0.4687±0.0647
PartialOrder__Subset__None,0.0939±0.0190,0.2019±0.0264,0.3584±0.0594,0.4192±0.0318,0.2485±0.0265,0.4684±0.0829,0.7380±0.0511,0.8093±0.0306,0.3448±0.0942,0.3289±0.1314,0.2341±0.0899,0.3082±0.0752,0.8680±0.0205,0.8675±0.0225,0.8695±0.0056,0.8400±0.0158,0.7242±0.0385,0.7017±0.0476,0.6570±0.0398,0.5391±0.0537,0.7467±0.0383,0.7346±0.0458,0.7283±0.0466,0.6394±0.0508,0.7307±0.0385,0.7120±0.0463,0.6804±0.0415,0.5710±0.0520,0.8542±0.0223,0.8330±0.0334,0.7950±0.0183,0.7233±0.0366,0.7212±0.0389,0.6997±0.0478,0.6559±0.0389,0.5369±0.0530,0.5672±0.0376,0.5401±0.0345,0.5861±0.0526,0.4817±0.0322,0.5555±0.0400,0.5121±0.0392,0.5242±0.0379,0.4155±0.0226,0.5957±0.0378,0.6207±0.0917,0.7368±0.1169,0.5876±0.0562,0.7654±0.2912,0.7422±0.3111,0.5011±0.2116,0.6880±0.1256,0.7367±0.0382,0.7253±0.0425,0.7067±0.0226,0.6258±0.0499,0.7081±0.0361,0.6767±0.0489,0.6205±0.0248,0.5174±0.0457,0.7679±0.0413,0.7829±0.0447,0.8215±0.0275,0.7933±0.0625,0.6974±0.0417,0.6800±0.0550,0.6397±0.0250,0.5298±0.0388,0.6928±0.0406,0.6629±0.0544,0.5823±0.0339,0.4369±0.0603
PreOrder__Hamming__2,0.0924±0.0177,0.1551±0.0335,0.1764±0.0591,0.1556±0.0248,0.2562±0.0438,0.3912±0.0691,0.4259±0.0922,0.4008±0.0371,0.3845±0.0716,0.3932±0.0910,0.3312±0.1174,0.3667±0.0154,0.8728±0.0182,0.8733±0.0200,0.8420±0.0108,0.7802±0.0325,0.7363±0.0327,0.7203±0.0409,0.6581±0.0166,0.5567±0.0499,0.7373±0.0331,0.7344±0.0397,0.7243±0.0183,0.6883±0.0472,0.7356±0.0330,0.7244±0.0402,0.6798±0.0161,0.5995±0.0490,0.8598±0.0195,0.8493±0.0269,0.8078±0.0114,0.7397±0.0392,0.7334±0.0338,0.7184±0.0403,0.6571±0.0164,0.5544±0.0519,0.5477±0.0279,0.5454±0.0340,0.5403±0.0341,0.4663±0.0293,0.5521±0.0289,0.5460±0.0351,0.5176±0.0398,0.4072±0.0190,0.5595±0.0291,0.5706±0.0441,0.5988±0.0573,0.5550±0.0488,0.8707±0.2586,0.8700±0.2320,0.6627±0.2881,0.7761±0.1474,0.7418±0.0347,0.7372±0.0406,0.6859±0.0112,0.6030±0.0486,0.7332±0.0348,0.7068±0.0371,0.6247±0.0119,0.5077±0.0433,0.7507±0.0356,0.7706±0.0468,0.7607±0.0163,0.7426±0.0563,0.7302±0.0366,0.7109±0.0409,0.6108±0.0177,0.4430±0.0656,0.7265±0.0368,0.7006±0.0416,0.5889±0.0238,0.4209±0.0649
PreOrder__Hamming__None,0.0920±0.0177,0.1522±0.0335,0.1764±0.0593,0.1494±0.0241,0.2543±0.0429,0.3892±0.0777,0.4240±0.0911,0.4124±0.0469,0.3472±0.0793,0.3418±0.1177,0.2692±0.1098,0.3441±0.0658,0.8680±0.0203,0.8598±0.0179,0.8237±0.0212,0.7413±0.0239,0.7304±0.0373,0.6984±0.0372,0.6298±0.0133,0.5043±0.0214,0.7490±0.0376,0.7493±0.0326,0.7575±0.0199,0.7248±0.0354,0.7356±0.0373,0.7147±0.0348,0.6718±0.0133,0.5753±0.0238,0.8546±0.0219,0.8340±0.0247,0.7865±0.0153,0.6960±0.0259,0.7275±0.0382,0.6961±0.0368,0.6298±0.0133,0.5027±0.0223,0.5689±0.0389,0.5514±0.0235,0.5498±0.0449,0.4527±0.0131,0.5605±0.0394,0.5246±0.0285,0.4911±0.0416,0.3727±0.0064,0.5929±0.0399,0.6269±0.0799,0.6491±0.0644,0.5886±0.0354,0.7658±0.2906,0.7383±0.3079,0.5607±0.2132,0.7289±0.1567,0.7377±0.0376,0.7216±0.0329,0.6725±0.0213,0.5773±0.0284,0.7146±0.0379,0.6688±0.0339,0.5818±0.0187,0.4592±0.0227,0.7626±0.0393,0.7839±0.0368,0.7969±0.0265,0.7775±0.0417,0.7070±0.0424,0.6530±0.0438,0.5318±0.0341,0.3140±0.0392,0.7031±0.0422,0.6407±0.0445,0.5056±0.0236,0.2922±0.0366
PreOrder__Subset__2,0.0924±0.0177,0.1556±0.0338,0.1797±0.0588,0.1503±0.0204,0.2562±0.0438,0.3912±0.0691,0.4356±0.0921,0.3988±0.0392,0.3853±0.0725,0.3928±0.0929,0.3408±0.1256,0.3537±0.0318,0.8733±0.0181,0.8732±0.0219,0.8420±0.0109,0.7798±0.0353,0.7373±0.0323,0.7184±0.0434,0.6574±0.0207,0.5577±0.0530,0.7373±0.0331,0.7304±0.0425,0.7126±0.0242,0.6758±0.0513,0.7363±0.0328,0.7217±0.0428,0.6751±0.0208,0.5960±0.0521,0.8604±0.0192,0.8492±0.0291,0.8069±0.0133,0.7411±0.0398,0.7343±0.0335,0.7164±0.0430,0.6553±0.0200,0.5554±0.0553,0.5483±0.0278,0.5452±0.0362,0.5370±0.0404,0.4621±0.0335,0.5537±0.0291,0.5485±0.0416,0.5221±0.0446,0.4056±0.0236,0.5595±0.0291,0.5680±0.0456,0.5883±0.0674,0.5452±0.0514,0.8707±0.2586,0.8700±0.2320,0.6653±0.2842,0.7923±0.1430,0.7425±0.0345,0.7362±0.0445,0.6815±0.0176,0.5992±0.0531,0.7346±0.0342,0.7084±0.0415,0.6264±0.0166,0.5089±0.0474,0.7507±0.0356,0.7666±0.0501,0.7478±0.0292,0.7289±0.0609,0.7321±0.0358,0.7108±0.0432,0.6185±0.0147,0.4545±0.0727,0.7285±0.0359,0.7005±0.0441,0.5960±0.0244,0.4355±0.0708
PreOrder__Subset__None,0.0915±0.0178,0.1532±0.0340,0.1778±0.0590,0.1503±0.0204,0.2524±0.0433,0.3892±0.0777,0.4298±0.0925,0.4123±0.0457,0.3449±0.0824,0.3383±0.1199,0.2790±0.1143,0.3486±0.0680,0.8684±0.0205,0.8583±0.0190,0.8237±0.0203,0.7461±0.0242,0.7314±0.0376,0.6954±0.0400,0.6282±0.0150,0.5097±0.0252,0.7509±0.0376,0.7453±0.0354,0.7535±0.0245,0.7292±0.0416,0.7369±0.0375,0.7114±0.0375,0.6695±0.0163,0.5808±0.0281,0.8552±0.0222,0.8320±0.0262,0.7861±0.0145,0.7014±0.0255,0.7285±0.0383,0.6931±0.0395,0.6282±0.0150,0.5091±0.0256,0.5706±0.0378,0.5497±0.0226,0.5482±0.0442,0.4571±0.0149,0.5615±0.0394,0.5229±0.0292,0.4920±0.0411,0.3766±0.0068,0.5953±0.0378,0.6246±0.0783,0.6453±0.0646,0.5921±0.0378,0.7625±0.2954,0.7348±0.3131,0.5610±0.2137,0.7372±0.1476,0.7389±0.0381,0.7184±0.0353,0.6712±0.0211,0.5830±0.0300,0.7151±0.0382,0.6665±0.0363,0.5821±0.0172,0.4646±0.0235,0.7646±0.0399,0.7797±0.0395,0.7926±0.0288,0.7833±0.0464,0.7070±0.0424,0.6511±0.0470,0.5318±0.0341,0.3236±0.0405,0.7031±0.0422,0.6387±0.0480,0.5056±0.0236,0.3009±0.0365
