Algorithm,aabs__0.0,aabs__0.1,aabs__0.2,aabs__0.3,abs__0.0,abs__0.1,abs__0.2,abs__0.3,afrd_pa__0.0,afrd_pa__0.1,afrd_pa__0.2,afrd_pa__0.3,arec__0.0,arec__0.1,arec__0.2,arec__0.3,example_precision_pa__0.0,example_precision_pa__0.1,example_precision_pa__0.2,example_precision_pa__0.3,example_recall_pa__0.0,example_recall_pa__0.1,example_recall_pa__0.2,example_recall_pa__0.3,f1_pa__0.0,f1_pa__0.1,f1_pa__0.2,f1_pa__0.3,hamming_accuracy_pa__0.0,hamming_accuracy_pa__0.1,hamming_accuracy_pa__0.2,hamming_accuracy_pa__0.3,jaccard_pa__0.0,jaccard_pa__0.1,jaccard_pa__0.2,jaccard_pa__0.3,macro_f1_pa__0.0,macro_f1_pa__0.1,macro_f1_pa__0.2,macro_f1_pa__0.3,macro_precision_pa__0.0,macro_precision_pa__0.1,macro_precision_pa__0.2,macro_precision_pa__0.3,macro_recall_pa__0.0,macro_recall_pa__0.1,macro_recall_pa__0.2,macro_recall_pa__0.3,mfrd_pa__0.0,mfrd_pa__0.1,mfrd_pa__0.2,mfrd_pa__0.3,micro_f1_pa__0.0,micro_f1_pa__0.1,micro_f1_pa__0.2,micro_f1_pa__0.3,micro_precision_pa__0.0,micro_precision_pa__0.1,micro_precision_pa__0.2,micro_precision_pa__0.3,micro_recall_pa__0.0,micro_recall_pa__0.1,micro_recall_pa__0.2,micro_recall_pa__0.3,rec__0.0,rec__0.1,rec__0.2,rec__0.3,subset0_1_pa__0.0,subset0_1_pa__0.1,subset0_1_pa__0.2,subset0_1_pa__0.3
PartialOrder__Hamming__2,0.0297±0.0141,0.0574±0.0086,0.0856±0.0074,0.1318±0.0112,0.1586±0.0751,0.2685±0.0276,0.3532±0.0216,0.5207±0.0375,0.5183±0.0254,0.4679±0.0146,0.4204±0.0318,0.3591±0.0287,0.7096±0.0212,0.6976±0.0235,0.6760±0.0213,0.6673±0.0174,0.6438±0.0301,0.6138±0.0338,0.5845±0.0403,0.5521±0.0265,0.7042±0.0182,0.6872±0.0334,0.6546±0.0407,0.6175±0.0321,0.6481±0.0230,0.6218±0.0296,0.5878±0.0343,0.5539±0.0263,0.7008±0.0197,0.6794±0.0224,0.6457±0.0217,0.6166±0.0211,0.5432±0.0266,0.5089±0.0378,0.4725±0.0348,0.4400±0.0234,0.5161±0.0136,0.5066±0.0226,0.4904±0.0152,0.4745±0.0134,0.4928±0.0210,0.4802±0.0266,0.4651±0.0247,0.4569±0.0193,0.5504±0.0095,0.5440±0.0282,0.5253±0.0131,0.5043±0.0197,0.9963±0.0075,0.9865±0.0077,0.8941±0.0757,0.7847±0.0632,0.6732±0.0241,0.6513±0.0295,0.6177±0.0292,0.5857±0.0189,0.6360±0.0357,0.6123±0.0368,0.5806±0.0375,0.5437±0.0244,0.7159±0.0135,0.6971±0.0350,0.6610±0.0271,0.6361±0.0288,0.2090±0.0420,0.1514±0.0527,0.1225±0.0283,0.1081±0.0213,0.2090±0.0420,0.1514±0.0527,0.1194±0.0272,0.1081±0.0213
PartialOrder__Hamming__None,0.0297±0.0148,0.0586±0.0075,0.0889±0.0050,0.1342±0.0113,0.1604±0.0767,0.2757±0.0283,0.3676±0.0184,0.5279±0.0440,0.5193±0.0068,0.4992±0.0301,0.4245±0.0342,0.3801±0.0529,0.7048±0.0152,0.6946±0.0256,0.6841±0.0212,0.6607±0.0160,0.6252±0.0236,0.6020±0.0358,0.5800±0.0359,0.5412±0.0225,0.7442±0.0237,0.7484±0.0463,0.7242±0.0449,0.6626±0.0258,0.6550±0.0196,0.6404±0.0351,0.6172±0.0354,0.5674±0.0224,0.6958±0.0146,0.6757±0.0252,0.6533±0.0220,0.6079±0.0197,0.5475±0.0205,0.5259±0.0432,0.5000±0.0367,0.4520±0.0208,0.5308±0.0086,0.5274±0.0264,0.5241±0.0166,0.4899±0.0128,0.4849±0.0095,0.4731±0.0243,0.4720±0.0248,0.4507±0.0203,0.5932±0.0178,0.6025±0.0415,0.5966±0.0140,0.5484±0.0203,0.9925±0.0092,0.9674±0.0154,0.8764±0.0466,0.7655±0.0973,0.6823±0.0182,0.6682±0.0324,0.6484±0.0287,0.5994±0.0154,0.6197±0.0253,0.5968±0.0322,0.5785±0.0341,0.5328±0.0212,0.7598±0.0195,0.7607±0.0469,0.7387±0.0294,0.6865±0.0279,0.1982±0.0228,0.1532±0.0555,0.1261±0.0351,0.1027±0.0135,0.1982±0.0228,0.1532±0.0555,0.1230±0.0337,0.1027±0.0135
PartialOrder__Subset__2,0.0297±0.0141,0.0583±0.0076,0.0874±0.0086,0.1318±0.0119,0.1586±0.0751,0.2721±0.0224,0.3568±0.0218,0.5171±0.0413,0.5119±0.0332,0.4562±0.0207,0.4126±0.0299,0.3634±0.0308,0.7105±0.0214,0.6982±0.0251,0.6751±0.0191,0.6676±0.0198,0.6456±0.0298,0.6135±0.0357,0.5812±0.0387,0.5515±0.0270,0.7027±0.0245,0.6887±0.0336,0.6494±0.0367,0.6175±0.0341,0.6484±0.0242,0.6222±0.0315,0.5838±0.0330,0.5534±0.0278,0.7017±0.0201,0.6797±0.0245,0.6440±0.0193,0.6170±0.0240,0.5442±0.0256,0.5098±0.0403,0.4697±0.0339,0.4399±0.0249,0.5162±0.0174,0.5079±0.0242,0.4883±0.0151,0.4762±0.0136,0.4947±0.0241,0.4808±0.0295,0.4646±0.0251,0.4593±0.0171,0.5486±0.0173,0.5455±0.0282,0.5217±0.0098,0.5052±0.0233,0.9963±0.0075,0.9827±0.0093,0.8889±0.0810,0.7793±0.0640,0.6732±0.0241,0.6516±0.0318,0.6150±0.0281,0.5857±0.0220,0.6378±0.0358,0.6123±0.0401,0.5793±0.0372,0.5441±0.0252,0.7139±0.0165,0.6981±0.0355,0.6565±0.0237,0.6354±0.0332,0.2144±0.0329,0.1532±0.0513,0.1243±0.0324,0.1099±0.0209,0.2144±0.0329,0.1532±0.0513,0.1212±0.0317,0.1099±0.0209
PartialOrder__Subset__None,0.0294±0.0151,0.0580±0.0080,0.0895±0.0043,0.1324±0.0130,0.1586±0.0787,0.2703±0.0337,0.3658±0.0239,0.5171±0.0527,0.5232±0.0091,0.4956±0.0311,0.4208±0.0400,0.3762±0.0446,0.7060±0.0137,0.6934±0.0263,0.6787±0.0223,0.6604±0.0144,0.6258±0.0238,0.6011±0.0379,0.5738±0.0370,0.5420±0.0216,0.7457±0.0232,0.7477±0.0446,0.7159±0.0431,0.6662±0.0237,0.6561±0.0181,0.6397±0.0360,0.6099±0.0353,0.5689±0.0209,0.6971±0.0128,0.6747±0.0259,0.6471±0.0237,0.6084±0.0183,0.5490±0.0184,0.5255±0.0446,0.4927±0.0375,0.4522±0.0187,0.5323±0.0071,0.5269±0.0266,0.5185±0.0182,0.4920±0.0105,0.4866±0.0093,0.4725±0.0260,0.4677±0.0267,0.4525±0.0185,0.5952±0.0186,0.6022±0.0399,0.5900±0.0124,0.5505±0.0187,0.9925±0.0092,0.9655±0.0165,0.8742±0.0464,0.7566±0.0921,0.6838±0.0158,0.6671±0.0329,0.6419±0.0307,0.6003±0.0142,0.6209±0.0249,0.5956±0.0341,0.5730±0.0365,0.5333±0.0213,0.7621±0.0181,0.7599±0.0451,0.7308±0.0302,0.6879±0.0260,0.2000±0.0201,0.1532±0.0589,0.1225±0.0381,0.0991±0.0081,0.2000±0.0201,0.1532±0.0589,0.1194±0.0368,0.0991±0.0081
PreOrder__Hamming__2,0.0084±0.0051,0.0123±0.0060,0.0261±0.0057,0.0357±0.0138,0.0396±0.0225,0.0450±0.0205,0.0991±0.0221,0.1333±0.0464,0.5065±0.0360,0.4753±0.0244,0.4384±0.0666,0.3791±0.0568,0.7027±0.0114,0.6877±0.0233,0.6640±0.0180,0.6270±0.0158,0.6518±0.0232,0.6378±0.0363,0.6070±0.0350,0.5523±0.0225,0.6594±0.0296,0.6255±0.0372,0.5939±0.0303,0.5570±0.0284,0.6290±0.0170,0.6051±0.0327,0.5730±0.0289,0.5282±0.0200,0.7002±0.0108,0.6839±0.0226,0.6549±0.0191,0.6132±0.0157,0.5182±0.0154,0.4907±0.0386,0.4572±0.0276,0.4079±0.0142,0.4989±0.0074,0.4840±0.0260,0.4650±0.0094,0.4461±0.0161,0.5042±0.0139,0.4916±0.0289,0.4687±0.0146,0.4536±0.0174,0.5064±0.0170,0.4870±0.0302,0.4694±0.0191,0.4518±0.0163,0.9981±0.0038,0.9924±0.0070,0.8980±0.1146,0.7822±0.1135,0.6544±0.0124,0.6327±0.0315,0.6005±0.0256,0.5598±0.0205,0.6482±0.0255,0.6336±0.0374,0.5998±0.0350,0.5479±0.0214,0.6619±0.0212,0.6330±0.0368,0.6018±0.0217,0.5730±0.0293,0.1622±0.0151,0.1333±0.0400,0.1081±0.0180,0.0577±0.0135,0.1622±0.0151,0.1316±0.0427,0.1065±0.0183,0.0559±0.0144
PreOrder__Hamming__None,0.0090±0.0052,0.0147±0.0051,0.0237±0.0022,0.0312±0.0064,0.0486±0.0271,0.0631±0.0180,0.1063±0.0155,0.1351±0.0360,0.5220±0.0096,0.4782±0.0113,0.4615±0.0343,0.3928±0.0399,0.6853±0.0148,0.6658±0.0193,0.6520±0.0141,0.6030±0.0116,0.6095±0.0252,0.5952±0.0276,0.5739±0.0240,0.5219±0.0272,0.7466±0.0294,0.7374±0.0314,0.7487±0.0229,0.7053±0.0261,0.6463±0.0203,0.6294±0.0243,0.6214±0.0203,0.5740±0.0184,0.6824±0.0144,0.6608±0.0192,0.6435±0.0151,0.5902±0.0110,0.5345±0.0223,0.5091±0.0306,0.4974±0.0194,0.4426±0.0128,0.5224±0.0069,0.5193±0.0211,0.5228±0.0091,0.5074±0.0116,0.4720±0.0109,0.4646±0.0226,0.4604±0.0170,0.4516±0.0176,0.5921±0.0203,0.5931±0.0280,0.6141±0.0225,0.6045±0.0234,0.9925±0.0071,0.9525±0.0062,0.8763±0.0378,0.7708±0.0802,0.6728±0.0178,0.6554±0.0246,0.6484±0.0185,0.6033±0.0148,0.6049±0.0250,0.5840±0.0274,0.5651±0.0266,0.5195±0.0224,0.7592±0.0255,0.7478±0.0321,0.7618±0.0177,0.7211±0.0255,0.1622±0.0267,0.1225±0.0401,0.0937±0.0167,0.0396±0.0186,0.1622±0.0267,0.1209±0.0416,0.0920±0.0174,0.0345±0.0157
PreOrder__Subset__2,0.0084±0.0039,0.0096±0.0067,0.0210±0.0044,0.0279±0.0137,0.0414±0.0202,0.0414±0.0232,0.0937±0.0232,0.1171±0.0531,0.5481±0.0190,0.4925±0.0299,0.4631±0.0721,0.3832±0.0577,0.6940±0.0170,0.6688±0.0310,0.6508±0.0094,0.6216±0.0196,0.6653±0.0269,0.6335±0.0455,0.6111±0.0309,0.5593±0.0296,0.6000±0.0363,0.5537±0.0513,0.5273±0.0222,0.5104±0.0451,0.6017±0.0226,0.5638±0.0443,0.5372±0.0207,0.5061±0.0309,0.6914±0.0171,0.6657±0.0301,0.6432±0.0102,0.6107±0.0206,0.4878±0.0251,0.4481±0.0478,0.4192±0.0166,0.3867±0.0261,0.4649±0.0162,0.4435±0.0326,0.4280±0.0089,0.4262±0.0236,0.5092±0.0077,0.4843±0.0340,0.4617±0.0169,0.4576±0.0234,0.4478±0.0227,0.4227±0.0340,0.4111±0.0208,0.4112±0.0254,0.9981±0.0038,0.9905±0.0084,0.8835±0.1479,0.7923±0.1066,0.6222±0.0207,0.5876±0.0392,0.5626±0.0180,0.5356±0.0314,0.6574±0.0232,0.6284±0.0434,0.5979±0.0319,0.5508±0.0293,0.5919±0.0327,0.5532±0.0439,0.5320±0.0132,0.5221±0.0405,0.1351±0.0296,0.1027±0.0417,0.0865±0.0122,0.0595±0.0135,0.1351±0.0296,0.1027±0.0417,0.0865±0.0122,0.0578±0.0110
PreOrder__Subset__None,0.0090±0.0056,0.0141±0.0053,0.0234±0.0012,0.0318±0.0063,0.0486±0.0294,0.0577±0.0122,0.1027±0.0146,0.1351±0.0327,0.5213±0.0064,0.4788±0.0081,0.4620±0.0333,0.3937±0.0460,0.6883±0.0173,0.6664±0.0192,0.6520±0.0154,0.6036±0.0107,0.6128±0.0286,0.5960±0.0274,0.5732±0.0264,0.5215±0.0283,0.7493±0.0289,0.7376±0.0348,0.7500±0.0243,0.7053±0.0251,0.6493±0.0230,0.6300±0.0245,0.6213±0.0220,0.5741±0.0181,0.6855±0.0165,0.6616±0.0199,0.6436±0.0158,0.5906±0.0091,0.5383±0.0245,0.5102±0.0305,0.4959±0.0206,0.4437±0.0127,0.5251±0.0087,0.5187±0.0220,0.5227±0.0105,0.5075±0.0103,0.4748±0.0128,0.4648±0.0224,0.4601±0.0173,0.4519±0.0178,0.5948±0.0194,0.5915±0.0302,0.6145±0.0220,0.6047±0.0238,0.9925±0.0071,0.9505±0.0073,0.8828±0.0349,0.7816±0.0888,0.6755±0.0198,0.6558±0.0245,0.6488±0.0197,0.6039±0.0134,0.6077±0.0281,0.5849±0.0266,0.5656±0.0271,0.5199±0.0228,0.7617±0.0240,0.7474±0.0336,0.7621±0.0192,0.7224±0.0262,0.1676±0.0265,0.1243±0.0408,0.0883±0.0132,0.0414±0.0194,0.1676±0.0265,0.1227±0.0423,0.0866±0.0145,0.0363±0.0163
