Algorithm,afrd__0.0,afrd__0.1,afrd__0.2,afrd__0.3,example_precision__0.0,example_precision__0.1,example_precision__0.2,example_precision__0.3,example_recall__0.0,example_recall__0.1,example_recall__0.2,example_recall__0.3,f1__0.0,f1__0.1,f1__0.2,f1__0.3,hamming_accuracy__0.0,hamming_accuracy__0.1,hamming_accuracy__0.2,hamming_accuracy__0.3,jaccard__0.0,jaccard__0.1,jaccard__0.2,jaccard__0.3,macro_f1__0.0,macro_f1__0.1,macro_f1__0.2,macro_f1__0.3,macro_precision__0.0,macro_precision__0.1,macro_precision__0.2,macro_precision__0.3,macro_recall__0.0,macro_recall__0.1,macro_recall__0.2,macro_recall__0.3,mfrd__0.0,mfrd__0.1,mfrd__0.2,mfrd__0.3,micro_f1__0.0,micro_f1__0.1,micro_f1__0.2,micro_f1__0.3,micro_precision__0.0,micro_precision__0.1,micro_precision__0.2,micro_precision__0.3,micro_recall__0.0,micro_recall__0.1,micro_recall__0.2,micro_recall__0.3,subset0_1__0.0,subset0_1__0.1,subset0_1__0.2,subset0_1__0.3
PartialOrder__Hamming__2,0.3148±0.0210,0.2720±0.0093,0.2311±0.0165,0.1472±0.0245,0.5969±0.0171,0.5568±0.0132,0.5028±0.0154,0.4587±0.0174,0.6465±0.0154,0.6475±0.0167,0.6404±0.0081,0.6109±0.0132,0.5905±0.0091,0.5703±0.0100,0.5358±0.0102,0.4980±0.0169,0.7049±0.0038,0.6797±0.0076,0.6386±0.0042,0.5969±0.0082,0.4442±0.0099,0.4239±0.0086,0.3878±0.0098,0.3524±0.0147,0.5516±0.0096,0.5433±0.0090,0.5194±0.0122,0.4931±0.0198,0.5436±0.0218,0.5123±0.0167,0.4706±0.0191,0.4364±0.0205,0.5737±0.0133,0.5862±0.0123,0.5855±0.0094,0.5762±0.0151,0.6200±0.0521,0.5590±0.0648,0.4949±0.0439,0.3797±0.0790,0.6072±0.0086,0.5896±0.0089,0.5566±0.0094,0.5189±0.0148,0.5865±0.0175,0.5504±0.0142,0.5011±0.0161,0.4570±0.0172,0.6302±0.0157,0.6353±0.0150,0.6265±0.0100,0.6003±0.0104,0.0132±0.0063,0.0075±0.0064,0.0000±0.0000,0.0009±0.0019
PartialOrder__Hamming__None,0.2683±0.0170,0.2391±0.0124,0.2214±0.0125,0.1879±0.0106,0.5569±0.0178,0.5166±0.0153,0.4735±0.0121,0.4415±0.0165,0.7175±0.0168,0.7240±0.0179,0.7116±0.0050,0.6906±0.0117,0.6001±0.0133,0.5774±0.0116,0.5432±0.0087,0.5136±0.0162,0.6882±0.0082,0.6540±0.0073,0.6111±0.0003,0.5710±0.0093,0.4531±0.0138,0.4297±0.0100,0.3943±0.0077,0.3662±0.0131,0.5790±0.0135,0.5650±0.0105,0.5351±0.0110,0.5125±0.0173,0.5224±0.0220,0.4874±0.0166,0.4506±0.0149,0.4236±0.0184,0.6580±0.0168,0.6765±0.0139,0.6654±0.0112,0.6615±0.0139,0.5564±0.0704,0.5718±0.0570,0.6046±0.0266,0.5188±0.0455,0.6218±0.0112,0.6002±0.0100,0.5665±0.0070,0.5359±0.0146,0.5548±0.0169,0.5163±0.0152,0.4752±0.0114,0.4407±0.0167,0.7080±0.0185,0.7173±0.0154,0.7019±0.0103,0.6842±0.0128,0.0047±0.0060,0.0019±0.0023,0.0009±0.0019,0.0000±0.0000
PartialOrder__Subset__2,0.3137±0.0215,0.2708±0.0106,0.2266±0.0157,0.1453±0.0244,0.5967±0.0164,0.5540±0.0119,0.5011±0.0155,0.4547±0.0169,0.6442±0.0149,0.6434±0.0164,0.6375±0.0067,0.6050±0.0152,0.5892±0.0089,0.5673±0.0092,0.5338±0.0105,0.4933±0.0172,0.7042±0.0045,0.6775±0.0078,0.6368±0.0041,0.5927±0.0092,0.4428±0.0100,0.4203±0.0081,0.3857±0.0100,0.3482±0.0151,0.5504±0.0093,0.5395±0.0083,0.5175±0.0142,0.4890±0.0200,0.5436±0.0208,0.5088±0.0155,0.4691±0.0203,0.4325±0.0203,0.5710±0.0135,0.5817±0.0122,0.5828±0.0104,0.5721±0.0161,0.6196±0.0478,0.5551±0.0579,0.4961±0.0317,0.3869±0.0775,0.6055±0.0086,0.5861±0.0086,0.5540±0.0099,0.5143±0.0157,0.5860±0.0170,0.5479±0.0142,0.4991±0.0164,0.4527±0.0175,0.6271±0.0161,0.6306±0.0143,0.6229±0.0090,0.5954±0.0122,0.0113±0.0048,0.0066±0.0071,0.0009±0.0019,0.0000±0.0000
PartialOrder__Subset__None,0.2664±0.0172,0.2386±0.0095,0.2213±0.0127,0.1904±0.0083,0.5561±0.0177,0.5158±0.0161,0.4719±0.0118,0.4406±0.0172,0.7166±0.0160,0.7230±0.0208,0.7094±0.0036,0.6913±0.0116,0.5994±0.0131,0.5766±0.0133,0.5414±0.0080,0.5129±0.0166,0.6873±0.0079,0.6534±0.0079,0.6095±0.0016,0.5699±0.0096,0.4524±0.0136,0.4288±0.0114,0.3928±0.0070,0.3655±0.0136,0.5788±0.0131,0.5638±0.0125,0.5331±0.0100,0.5119±0.0179,0.5221±0.0222,0.4865±0.0179,0.4487±0.0145,0.4231±0.0191,0.6580±0.0159,0.6748±0.0147,0.6633±0.0099,0.6613±0.0143,0.5540±0.0710,0.5619±0.0615,0.6092±0.0331,0.5240±0.0479,0.6209±0.0109,0.5994±0.0116,0.5649±0.0060,0.5351±0.0151,0.5538±0.0171,0.5157±0.0162,0.4737±0.0111,0.4398±0.0173,0.7072±0.0179,0.7161±0.0158,0.7000±0.0098,0.6836±0.0132,0.0047±0.0060,0.0019±0.0023,0.0009±0.0019,0.0000±0.0000
PreOrder__Hamming__2,0.3783±0.0071,0.3403±0.0083,0.2986±0.0080,0.2086±0.0220,0.6328±0.0191,0.5925±0.0137,0.5413±0.0189,0.4854±0.0178,0.5833±0.0095,0.5833±0.0218,0.5774±0.0151,0.5518±0.0097,0.5786±0.0070,0.5596±0.0140,0.5314±0.0127,0.4904±0.0149,0.7177±0.0042,0.6990±0.0093,0.6677±0.0036,0.6246±0.0068,0.4333±0.0068,0.4135±0.0135,0.3854±0.0113,0.3473±0.0128,0.5226±0.0075,0.5181±0.0112,0.5048±0.0156,0.4793±0.0178,0.5730±0.0263,0.5414±0.0195,0.5025±0.0242,0.4558±0.0228,0.5018±0.0078,0.5117±0.0136,0.5160±0.0129,0.5112±0.0111,0.7581±0.0552,0.6912±0.0561,0.6167±0.0343,0.4512±0.1126,0.5912±0.0057,0.5772±0.0119,0.5504±0.0106,0.5108±0.0118,0.6223±0.0188,0.5876±0.0145,0.5398±0.0172,0.4838±0.0169,0.5636±0.0118,0.5675±0.0166,0.5617±0.0111,0.5411±0.0071,0.0208±0.0064,0.0085±0.0055,0.0047±0.0030,0.0028±0.0038
PreOrder__Hamming__None,0.2577±0.0164,0.2479±0.0125,0.2538±0.0176,0.3107±0.0140,0.5557±0.0212,0.5145±0.0181,0.4700±0.0157,0.4329±0.0170,0.7188±0.0148,0.7396±0.0249,0.7566±0.0052,0.7624±0.0124,0.6009±0.0158,0.5826±0.0174,0.5554±0.0116,0.5286±0.0164,0.6871±0.0068,0.6556±0.0078,0.6067±0.0046,0.5554±0.0082,0.4541±0.0162,0.4339±0.0162,0.4056±0.0106,0.3792±0.0139,0.5813±0.0165,0.5710±0.0167,0.5511±0.0133,0.5300±0.0169,0.5214±0.0257,0.4874±0.0188,0.4510±0.0162,0.4206±0.0177,0.6647±0.0135,0.6941±0.0241,0.7169±0.0080,0.7347±0.0138,0.5519±0.0774,0.5835±0.0366,0.6546±0.0401,0.6259±0.0612,0.6226±0.0124,0.6078±0.0149,0.5807±0.0103,0.5517±0.0138,0.5531±0.0196,0.5173±0.0165,0.4731±0.0142,0.4346±0.0152,0.7128±0.0144,0.7374±0.0240,0.7524±0.0069,0.7556±0.0116,0.0113±0.0048,0.0028±0.0023,0.0009±0.0019,0.0000±0.0000
PreOrder__Subset__2,0.4409±0.0150,0.3907±0.0117,0.3413±0.0092,0.2452±0.0206,0.6529±0.0210,0.6127±0.0200,0.5515±0.0169,0.4904±0.0180,0.5292±0.0088,0.5335±0.0176,0.5299±0.0099,0.5114±0.0124,0.5543±0.0069,0.5411±0.0154,0.5111±0.0080,0.4742±0.0142,0.7161±0.0054,0.7007±0.0075,0.6683±0.0073,0.6269±0.0067,0.4098±0.0061,0.3956±0.0147,0.3665±0.0079,0.3333±0.0127,0.4863±0.0047,0.4904±0.0105,0.4789±0.0083,0.4614±0.0181,0.5811±0.0293,0.5512±0.0252,0.5054±0.0174,0.4568±0.0252,0.4418±0.0057,0.4582±0.0095,0.4644±0.0093,0.4717±0.0119,0.8154±0.0425,0.7525±0.0538,0.6581±0.0337,0.5253±0.0931,0.5625±0.0043,0.5544±0.0105,0.5266±0.0078,0.4926±0.0115,0.6373±0.0212,0.6020±0.0179,0.5454±0.0146,0.4856±0.0184,0.5039±0.0087,0.5141±0.0128,0.5095±0.0115,0.5000±0.0076,0.0208±0.0064,0.0066±0.0038,0.0057±0.0035,0.0028±0.0038
PreOrder__Subset__None,0.2604±0.0184,0.2480±0.0107,0.2519±0.0215,0.3094±0.0179,0.5555±0.0212,0.5147±0.0172,0.4675±0.0151,0.4319±0.0173,0.7187±0.0146,0.7402±0.0248,0.7519±0.0067,0.7592±0.0153,0.6006±0.0156,0.5831±0.0172,0.5525±0.0103,0.5272±0.0171,0.6869±0.0068,0.6553±0.0070,0.6043±0.0046,0.5543±0.0084,0.4536±0.0155,0.4344±0.0159,0.4026±0.0092,0.3779±0.0148,0.5804±0.0160,0.5712±0.0168,0.5478±0.0124,0.5286±0.0177,0.5208±0.0256,0.4876±0.0181,0.4486±0.0159,0.4197±0.0181,0.6636±0.0132,0.6945±0.0248,0.7117±0.0077,0.7328±0.0157,0.5542±0.0699,0.5930±0.0404,0.6544±0.0334,0.6207±0.0676,0.6222±0.0121,0.6078±0.0146,0.5778±0.0092,0.5504±0.0145,0.5528±0.0195,0.5170±0.0156,0.4710±0.0139,0.4337±0.0157,0.7122±0.0140,0.7379±0.0239,0.7476±0.0073,0.7533±0.0125,0.0104±0.0046,0.0038±0.0035,0.0000±0.0000,0.0000±0.0000
br,0.2482±0.0166,0.2035±0.0201,0.1751±0.0159,0.1211±0.0110,0.6015±0.0273,0.5667±0.0219,0.5099±0.0250,0.4520±0.0166,0.5916±0.0208,0.5964±0.0248,0.5600±0.0194,0.5523±0.0153,0.5656±0.0198,0.5503±0.0191,0.5053±0.0172,0.4689±0.0162,0.7086±0.0070,0.6882±0.0059,0.6476±0.0044,0.5970±0.0073,0.4260±0.0174,0.4091±0.0185,0.3644±0.0123,0.3297±0.0128,0.5575±0.0171,0.5467±0.0162,0.5105±0.0137,0.4770±0.0132,0.5627±0.0258,0.5349±0.0251,0.4889±0.0202,0.4382±0.0151,0.5574±0.0154,0.5637±0.0142,0.5419±0.0063,0.5386±0.0098,0.5375±0.0222,0.4430±0.0197,0.4039±0.0938,0.2985±0.0614,0.5963±0.0146,0.5809±0.0146,0.5375±0.0107,0.4983±0.0120,0.5985±0.0215,0.5662±0.0226,0.5124±0.0170,0.4538±0.0160,0.5945±0.0159,0.5970±0.0148,0.5656±0.0098,0.5526±0.0083,0.0255±0.0071,0.0170±0.0087,0.0038±0.0035,0.0019±0.0023
cc,0.2405±0.0253,0.2197±0.0179,0.1704±0.0228,0.1274±0.0116,0.5973±0.0285,0.5495±0.0260,0.5104±0.0216,0.4560±0.0220,0.5925±0.0302,0.5642±0.0107,0.5678±0.0121,0.5493±0.0189,0.5600±0.0264,0.5263±0.0185,0.5081±0.0125,0.4719±0.0154,0.7063±0.0099,0.6786±0.0030,0.6483±0.0037,0.6040±0.0092,0.4208±0.0239,0.3870±0.0146,0.3668±0.0104,0.3321±0.0133,0.5564±0.0225,0.5291±0.0105,0.5116±0.0123,0.4814±0.0175,0.5609±0.0287,0.5227±0.0184,0.4869±0.0192,0.4442±0.0218,0.5575±0.0243,0.5405±0.0067,0.5464±0.0123,0.5376±0.0185,0.5194±0.0389,0.4605±0.0696,0.4146±0.1185,0.3035±0.0338,0.5938±0.0205,0.5625±0.0103,0.5409±0.0091,0.5048±0.0151,0.5950±0.0271,0.5549±0.0190,0.5133±0.0174,0.4617±0.0205,0.5931±0.0215,0.5708±0.0052,0.5722±0.0098,0.5576±0.0182,0.0189±0.0042,0.0075±0.0038,0.0047±0.0030,0.0000±0.0000
