Dataset,BaseLearner,PredictionType,Algorithm,Metric,Noise,Value
chestxray_densenet,RF,BinaryVector,clr,example_precision,0.0,0.4607±0.0037
chestxray_densenet,RF,BinaryVector,ecc,example_precision,0.0,0.4754±0.0024
chestxray_densenet,RF,BinaryVector,mlknn,example_precision,0.0,0.4828±0.0046
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,example_precision,0.1,0.1164±0.0019
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,example_precision,0.1,0.1167±0.0019
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,example_precision,0.1,0.1164±0.0019
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,example_precision,0.1,0.1168±0.0019
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,example_precision,0.1,0.1238±0.0020
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,example_precision,0.1,0.1239±0.0019
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,example_precision,0.1,0.1237±0.0020
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,example_precision,0.1,0.1237±0.0021
chestxray_densenet,RF,BinaryVector,br,example_precision,0.1,0.4745±0.0036
chestxray_densenet,RF,BinaryVector,cc,example_precision,0.1,0.4755±0.0031
chestxray_densenet,RF,BinaryVector,clr,example_precision,0.1,0.4616±0.0042
chestxray_densenet,RF,BinaryVector,ecc,example_precision,0.1,0.4737±0.0031
chestxray_densenet,RF,BinaryVector,mlknn,example_precision,0.1,0.4617±0.0077
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,example_precision,0.2,0.1137±0.0018
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,example_precision,0.2,0.1140±0.0017
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,example_precision,0.2,0.1137±0.0017
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,example_precision,0.2,0.1140±0.0018
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,example_precision,0.2,0.1264±0.0022
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,example_precision,0.2,0.1261±0.0021
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,example_precision,0.2,0.1263±0.0022
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,example_precision,0.2,0.1260±0.0022
chestxray_densenet,RF,BinaryVector,br,example_precision,0.2,0.4669±0.0044
chestxray_densenet,RF,BinaryVector,cc,example_precision,0.2,0.4670±0.0037
chestxray_densenet,RF,BinaryVector,clr,example_precision,0.2,0.4621±0.0038
chestxray_densenet,RF,BinaryVector,ecc,example_precision,0.2,0.4709±0.0038
chestxray_densenet,RF,BinaryVector,mlknn,example_precision,0.2,0.3777±0.0136
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,example_precision,0.3,0.1120±0.0018
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,example_precision,0.3,0.1124±0.0018
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,example_precision,0.3,0.1120±0.0018
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,example_precision,0.3,0.1123±0.0018
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,example_precision,0.3,0.1308±0.0026
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,example_precision,0.3,0.1294±0.0025
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,example_precision,0.3,0.1307±0.0027
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,example_precision,0.3,0.1290±0.0024
chestxray_densenet,RF,BinaryVector,br,example_precision,0.3,0.4234±0.0067
chestxray_densenet,RF,BinaryVector,cc,example_precision,0.3,0.4234±0.0050
chestxray_densenet,RF,BinaryVector,clr,example_precision,0.3,0.4596±0.0038
chestxray_densenet,RF,BinaryVector,ecc,example_precision,0.3,0.4500±0.0056
chestxray_densenet,RF,BinaryVector,mlknn,example_precision,0.3,0.2431±0.0203
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,example_recall,0.0,0.5329±0.0037
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,example_recall,0.0,0.5327±0.0036
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,example_recall,0.0,0.5329±0.0037
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,example_recall,0.0,0.5324±0.0037
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,example_recall,0.0,0.5212±0.0031
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,example_recall,0.0,0.5209±0.0033
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,example_recall,0.0,0.5207±0.0031
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,example_recall,0.0,0.5207±0.0032
chestxray_densenet,RF,BinaryVector,br,example_recall,0.0,0.4642±0.0018
chestxray_densenet,RF,BinaryVector,cc,example_recall,0.0,0.4628±0.0021
chestxray_densenet,RF,BinaryVector,clr,example_recall,0.0,0.4573±0.0038
chestxray_densenet,RF,BinaryVector,ecc,example_recall,0.0,0.4641±0.0026
chestxray_densenet,RF,BinaryVector,mlknn,example_recall,0.0,0.4590±0.0051
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,example_recall,0.1,0.5313±0.0037
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,example_recall,0.1,0.5307±0.0038
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,example_recall,0.1,0.5313±0.0037
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,example_recall,0.1,0.5307±0.0038
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,example_recall,0.1,0.5112±0.0039
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,example_recall,0.1,0.5110±0.0038
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,example_recall,0.1,0.5108±0.0040
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,example_recall,0.1,0.5105±0.0038
chestxray_densenet,RF,BinaryVector,br,example_recall,0.1,0.4607±0.0033
chestxray_densenet,RF,BinaryVector,cc,example_recall,0.1,0.4617±0.0030
chestxray_densenet,RF,BinaryVector,clr,example_recall,0.1,0.4576±0.0043
chestxray_densenet,RF,BinaryVector,ecc,example_recall,0.1,0.4617±0.0033
chestxray_densenet,RF,BinaryVector,mlknn,example_recall,0.1,0.4380±0.0070
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,example_recall,0.2,0.5263±0.0042
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,example_recall,0.2,0.5254±0.0042
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,example_recall,0.2,0.5263±0.0042
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,example_recall,0.2,0.5254±0.0041
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,example_recall,0.2,0.4898±0.0048
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,example_recall,0.2,0.4899±0.0045
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,example_recall,0.2,0.4891±0.0048
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,example_recall,0.2,0.4896±0.0046
chestxray_densenet,RF,BinaryVector,br,example_recall,0.2,0.4514±0.0035
chestxray_densenet,RF,BinaryVector,cc,example_recall,0.2,0.4510±0.0039
chestxray_densenet,RF,BinaryVector,clr,example_recall,0.2,0.4577±0.0039
chestxray_densenet,RF,BinaryVector,ecc,example_recall,0.2,0.4576±0.0033
chestxray_densenet,RF,BinaryVector,mlknn,example_recall,0.2,0.3675±0.0106
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,example_recall,0.3,0.5151±0.0041
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,example_recall,0.3,0.5137±0.0038
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,example_recall,0.3,0.5150±0.0041
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,example_recall,0.3,0.5137±0.0040
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,example_recall,0.3,0.4335±0.0056
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,example_recall,0.3,0.4381±0.0054
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,example_recall,0.3,0.4320±0.0057
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,example_recall,0.3,0.4377±0.0051
chestxray_densenet,RF,BinaryVector,br,example_recall,0.3,0.4093±0.0061
chestxray_densenet,RF,BinaryVector,cc,example_recall,0.3,0.4086±0.0052
chestxray_densenet,RF,BinaryVector,clr,example_recall,0.3,0.4558±0.0038
chestxray_densenet,RF,BinaryVector,ecc,example_recall,0.3,0.4360±0.0050
chestxray_densenet,RF,BinaryVector,mlknn,example_recall,0.3,0.2713±0.0134
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,f1,0.0,0.1828±0.0020
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,f1,0.0,0.1832±0.0019
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,f1,0.0,0.1828±0.0020
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,f1,0.0,0.1833±0.0020
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,f1,0.0,0.1820±0.0018
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,f1,0.0,0.1825±0.0019
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,f1,0.0,0.1818±0.0018
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,f1,0.0,0.1825±0.0019
chestxray_densenet,RF,BinaryVector,br,f1,0.0,0.4677±0.0017
chestxray_densenet,RF,BinaryVector,cc,f1,0.0,0.4664±0.0020
chestxray_densenet,RF,BinaryVector,clr,f1,0.0,0.4583±0.0038
chestxray_densenet,RF,BinaryVector,ecc,f1,0.0,0.4673±0.0025
chestxray_densenet,RF,BinaryVector,mlknn,f1,0.0,0.4644±0.0051
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,f1,0.1,0.1812±0.0022
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,f1,0.1,0.1815±0.0023
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,f1,0.1,0.1811±0.0022
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,f1,0.1,0.1815±0.0023
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,f1,0.1,0.1835±0.0022
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,f1,0.1,0.1842±0.0021
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,f1,0.1,0.1833±0.0022
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,f1,0.1,0.1839±0.0024
chestxray_densenet,RF,BinaryVector,br,f1,0.1,0.4642±0.0033
chestxray_densenet,RF,BinaryVector,cc,f1,0.1,0.4652±0.0029
chestxray_densenet,RF,BinaryVector,clr,f1,0.1,0.4588±0.0043
chestxray_densenet,RF,BinaryVector,ecc,f1,0.1,0.4649±0.0032
chestxray_densenet,RF,BinaryVector,mlknn,f1,0.1,0.4418±0.0076
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,f1,0.2,0.1789±0.0024
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,f1,0.2,0.1792±0.0023
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,f1,0.2,0.1788±0.0024
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,f1,0.2,0.1791±0.0024
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,f1,0.2,0.1854±0.0025
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,f1,0.2,0.1862±0.0024
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,f1,0.2,0.1851±0.0026
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,f1,0.2,0.1860±0.0024
chestxray_densenet,RF,BinaryVector,br,f1,0.2,0.4547±0.0037
chestxray_densenet,RF,BinaryVector,cc,f1,0.2,0.4545±0.0037
chestxray_densenet,RF,BinaryVector,clr,f1,0.2,0.4590±0.0039
chestxray_densenet,RF,BinaryVector,ecc,f1,0.2,0.4607±0.0033
chestxray_densenet,RF,BinaryVector,mlknn,f1,0.2,0.3627±0.0129
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,f1,0.3,0.1768±0.0025
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,f1,0.3,0.1772±0.0023
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,f1,0.3,0.1768±0.0025
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,f1,0.3,0.1771±0.0025
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,f1,0.3,0.1862±0.0030
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,f1,0.3,0.1871±0.0030
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,f1,0.3,0.1856±0.0031
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,f1,0.3,0.1866±0.0029
chestxray_densenet,RF,BinaryVector,br,f1,0.3,0.4098±0.0062
chestxray_densenet,RF,BinaryVector,cc,f1,0.3,0.4094±0.0051
chestxray_densenet,RF,BinaryVector,clr,f1,0.3,0.4568±0.0038
chestxray_densenet,RF,BinaryVector,ecc,f1,0.3,0.4377±0.0051
chestxray_densenet,RF,BinaryVector,mlknn,f1,0.3,0.2422±0.0170
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,hamming_accuracy,0.0,0.1522±0.0015
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,hamming_accuracy,0.0,0.1538±0.0014
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,hamming_accuracy,0.0,0.1522±0.0015
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,hamming_accuracy,0.0,0.1540±0.0015
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,hamming_accuracy,0.0,0.1611±0.0021
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,hamming_accuracy,0.0,0.1634±0.0022
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,hamming_accuracy,0.0,0.1610±0.0021
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,hamming_accuracy,0.0,0.1632±0.0019
chestxray_densenet,RF,BinaryVector,br,hamming_accuracy,0.0,0.8957±0.0011
chestxray_densenet,RF,BinaryVector,cc,hamming_accuracy,0.0,0.8956±0.0011
chestxray_densenet,RF,BinaryVector,clr,hamming_accuracy,0.0,0.8955±0.0015
chestxray_densenet,RF,BinaryVector,ecc,hamming_accuracy,0.0,0.8960±0.0012
chestxray_densenet,RF,BinaryVector,mlknn,hamming_accuracy,0.0,0.8891±0.0011
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,hamming_accuracy,0.1,0.1560±0.0021
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,hamming_accuracy,0.1,0.1582±0.0021
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,hamming_accuracy,0.1,0.1560±0.0021
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,hamming_accuracy,0.1,0.1578±0.0021
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,hamming_accuracy,0.1,0.1824±0.0030
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,hamming_accuracy,0.1,0.1856±0.0030
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,hamming_accuracy,0.1,0.1823±0.0030
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,hamming_accuracy,0.1,0.1852±0.0030
chestxray_densenet,RF,BinaryVector,br,hamming_accuracy,0.1,0.8939±0.0012
chestxray_densenet,RF,BinaryVector,cc,hamming_accuracy,0.1,0.8941±0.0013
chestxray_densenet,RF,BinaryVector,clr,hamming_accuracy,0.1,0.8954±0.0015
chestxray_densenet,RF,BinaryVector,ecc,hamming_accuracy,0.1,0.8949±0.0011
chestxray_densenet,RF,BinaryVector,mlknn,hamming_accuracy,0.1,0.8796±0.0028
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,hamming_accuracy,0.2,0.1630±0.0029
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,hamming_accuracy,0.2,0.1661±0.0029
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,hamming_accuracy,0.2,0.1630±0.0029
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,hamming_accuracy,0.2,0.1656±0.0030
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,hamming_accuracy,0.2,0.2268±0.0060
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,hamming_accuracy,0.2,0.2313±0.0060
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,hamming_accuracy,0.2,0.2267±0.0060
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,hamming_accuracy,0.2,0.2306±0.0060
chestxray_densenet,RF,BinaryVector,br,hamming_accuracy,0.2,0.8895±0.0012
chestxray_densenet,RF,BinaryVector,cc,hamming_accuracy,0.2,0.8895±0.0016
chestxray_densenet,RF,BinaryVector,clr,hamming_accuracy,0.2,0.8954±0.0015
chestxray_densenet,RF,BinaryVector,ecc,hamming_accuracy,0.2,0.8924±0.0013
chestxray_densenet,RF,BinaryVector,mlknn,hamming_accuracy,0.2,0.8482±0.0076
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,hamming_accuracy,0.3,0.1846±0.0031
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,hamming_accuracy,0.3,0.1890±0.0030
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,hamming_accuracy,0.3,0.1846±0.0031
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,hamming_accuracy,0.3,0.1883±0.0032
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,hamming_accuracy,0.3,0.3369±0.0060
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,hamming_accuracy,0.3,0.3386±0.0056
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,hamming_accuracy,0.3,0.3367±0.0061
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,hamming_accuracy,0.3,0.3380±0.0055
chestxray_densenet,RF,BinaryVector,br,hamming_accuracy,0.3,0.8712±0.0018
chestxray_densenet,RF,BinaryVector,cc,hamming_accuracy,0.3,0.8716±0.0015
chestxray_densenet,RF,BinaryVector,clr,hamming_accuracy,0.3,0.8947±0.0015
chestxray_densenet,RF,BinaryVector,ecc,hamming_accuracy,0.3,0.8823±0.0018
chestxray_densenet,RF,BinaryVector,mlknn,hamming_accuracy,0.3,0.7754±0.0172
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,jaccard,0.0,0.1164±0.0014
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,jaccard,0.0,0.1168±0.0013
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,jaccard,0.0,0.1164±0.0014
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,jaccard,0.0,0.1169±0.0013
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,jaccard,0.0,0.1165±0.0013
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,jaccard,0.0,0.1169±0.0014
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,jaccard,0.0,0.1163±0.0012
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,jaccard,0.0,0.1170±0.0013
chestxray_densenet,RF,BinaryVector,br,jaccard,0.0,0.4634±0.0018
chestxray_densenet,RF,BinaryVector,cc,jaccard,0.0,0.4621±0.0021
chestxray_densenet,RF,BinaryVector,clr,jaccard,0.0,0.4573±0.0038
chestxray_densenet,RF,BinaryVector,ecc,jaccard,0.0,0.4637±0.0027
chestxray_densenet,RF,BinaryVector,mlknn,jaccard,0.0,0.4529±0.0060
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,jaccard,0.1,0.1145±0.0016
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,jaccard,0.1,0.1148±0.0017
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,jaccard,0.1,0.1145±0.0016
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,jaccard,0.1,0.1148±0.0017
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,jaccard,0.1,0.1179±0.0016
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,jaccard,0.1,0.1184±0.0016
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,jaccard,0.1,0.1178±0.0016
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,jaccard,0.1,0.1182±0.0018
chestxray_densenet,RF,BinaryVector,br,jaccard,0.1,0.4590±0.0032
chestxray_densenet,RF,BinaryVector,cc,jaccard,0.1,0.4600±0.0030
chestxray_densenet,RF,BinaryVector,clr,jaccard,0.1,0.4576±0.0043
chestxray_densenet,RF,BinaryVector,ecc,jaccard,0.1,0.4606±0.0033
chestxray_densenet,RF,BinaryVector,mlknn,jaccard,0.1,0.4270±0.0086
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,jaccard,0.2,0.1122±0.0017
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,jaccard,0.2,0.1125±0.0017
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,jaccard,0.2,0.1122±0.0017
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,jaccard,0.2,0.1124±0.0017
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,jaccard,0.2,0.1200±0.0019
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,jaccard,0.2,0.1204±0.0018
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,jaccard,0.2,0.1198±0.0020
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,jaccard,0.2,0.1203±0.0018
chestxray_densenet,RF,BinaryVector,br,jaccard,0.2,0.4475±0.0034
chestxray_densenet,RF,BinaryVector,cc,jaccard,0.2,0.4472±0.0037
chestxray_densenet,RF,BinaryVector,clr,jaccard,0.2,0.4577±0.0039
chestxray_densenet,RF,BinaryVector,ecc,jaccard,0.2,0.4549±0.0032
chestxray_densenet,RF,BinaryVector,mlknn,jaccard,0.2,0.3427±0.0155
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,jaccard,0.3,0.1105±0.0018
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,jaccard,0.3,0.1108±0.0017
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,jaccard,0.3,0.1105±0.0018
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,jaccard,0.3,0.1107±0.0018
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,jaccard,0.3,0.1224±0.0024
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,jaccard,0.3,0.1225±0.0022
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,jaccard,0.3,0.1221±0.0025
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,jaccard,0.3,0.1221±0.0022
chestxray_densenet,RF,BinaryVector,br,jaccard,0.3,0.3980±0.0063
chestxray_densenet,RF,BinaryVector,cc,jaccard,0.3,0.3975±0.0053
chestxray_densenet,RF,BinaryVector,clr,jaccard,0.3,0.4555±0.0037
chestxray_densenet,RF,BinaryVector,ecc,jaccard,0.3,0.4287±0.0050
chestxray_densenet,RF,BinaryVector,mlknn,jaccard,0.3,0.2121±0.0194
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,macro_f1,0.0,0.1844±0.0019
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,macro_f1,0.0,0.1844±0.0018
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,macro_f1,0.0,0.1844±0.0019
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,macro_f1,0.0,0.1845±0.0019
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,macro_f1,0.0,0.1822±0.0016
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,macro_f1,0.0,0.1824±0.0017
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,macro_f1,0.0,0.1821±0.0016
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,macro_f1,0.0,0.1824±0.0016
chestxray_densenet,RF,BinaryVector,br,macro_f1,0.0,0.0668±0.0017
chestxray_densenet,RF,BinaryVector,cc,macro_f1,0.0,0.0657±0.0052
chestxray_densenet,RF,BinaryVector,clr,macro_f1,0.0,0.0145±0.0013
chestxray_densenet,RF,BinaryVector,ecc,macro_f1,0.0,0.0568±0.0041
chestxray_densenet,RF,BinaryVector,mlknn,macro_f1,0.0,0.1629±0.0105
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,macro_f1,0.1,0.1844±0.0019
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,macro_f1,0.1,0.1844±0.0019
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,macro_f1,0.1,0.1844±0.0019
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,macro_f1,0.1,0.1845±0.0019
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,macro_f1,0.1,0.1820±0.0019
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,macro_f1,0.1,0.1824±0.0018
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,macro_f1,0.1,0.1819±0.0019
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,macro_f1,0.1,0.1822±0.0019
chestxray_densenet,RF,BinaryVector,br,macro_f1,0.1,0.0797±0.0048
chestxray_densenet,RF,BinaryVector,cc,macro_f1,0.1,0.0796±0.0056
chestxray_densenet,RF,BinaryVector,clr,macro_f1,0.1,0.0179±0.0020
chestxray_densenet,RF,BinaryVector,ecc,macro_f1,0.1,0.0654±0.0054
chestxray_densenet,RF,BinaryVector,mlknn,macro_f1,0.1,0.1740±0.0098
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,macro_f1,0.2,0.1843±0.0023
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,macro_f1,0.2,0.1844±0.0022
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,macro_f1,0.2,0.1843±0.0023
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__None,macro_f1,0.2,0.1844±0.0023
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__2,macro_f1,0.2,0.1820±0.0023
chestxray_densenet,RF,BinaryVector,PreOrder__Hamming__None,macro_f1,0.2,0.1826±0.0022
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__2,macro_f1,0.2,0.1818±0.0023
chestxray_densenet,RF,BinaryVector,PreOrder__Subset__None,macro_f1,0.2,0.1824±0.0022
chestxray_densenet,RF,BinaryVector,br,macro_f1,0.2,0.1011±0.0062
chestxray_densenet,RF,BinaryVector,cc,macro_f1,0.2,0.1012±0.0057
chestxray_densenet,RF,BinaryVector,clr,macro_f1,0.2,0.0204±0.0032
chestxray_densenet,RF,BinaryVector,ecc,macro_f1,0.2,0.0839±0.0072
chestxray_densenet,RF,BinaryVector,mlknn,macro_f1,0.2,0.1772±0.0141
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__2,macro_f1,0.3,0.1848±0.0023
chestxray_densenet,RF,BinaryVector,PartialOrder__Hamming__None,macro_f1,0.3,0.1849±0.0022
chestxray_densenet,RF,BinaryVector,PartialOrder__Subset__2,macro_f1,0.3,0.1848±0.0023
