Dataset,BaseLearner,PredictionType,Algorithm,Metric,Noise,Value
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,auc_micro,0.2,0.7250±0.0033
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,auc_micro,0.2,0.7250±0.0033
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,auc_micro,0.2,0.7250±0.0033
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,auc_micro,0.2,0.7250±0.0033
chestxray_resnet,LGBM,ScoreVector,br,auc_micro,0.2,0.7238±0.0056
chestxray_resnet,LGBM,ScoreVector,cc,auc_micro,0.2,0.7295±0.0044
chestxray_resnet,LGBM,ScoreVector,clr,auc_micro,0.2,0.7427±0.0045
chestxray_resnet,LGBM,ScoreVector,ecc,auc_micro,0.2,0.7603±0.0039
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,auc_micro,0.3,0.6799±0.0033
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,auc_micro,0.3,0.6799±0.0033
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,auc_micro,0.3,0.6799±0.0033
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,auc_micro,0.3,0.6799±0.0033
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,auc_micro,0.3,0.6799±0.0033
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,auc_micro,0.3,0.6799±0.0033
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,auc_micro,0.3,0.6799±0.0033
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,auc_micro,0.3,0.6799±0.0033
chestxray_resnet,LGBM,ScoreVector,br,auc_micro,0.3,0.6805±0.0056
chestxray_resnet,LGBM,ScoreVector,cc,auc_micro,0.3,0.6799±0.0047
chestxray_resnet,LGBM,ScoreVector,clr,auc_micro,0.3,0.7071±0.0033
chestxray_resnet,LGBM,ScoreVector,ecc,auc_micro,0.3,0.7301±0.0035
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_macro,0.0,0.3070±0.0089
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_macro,0.0,0.3070±0.0089
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_macro,0.0,0.3070±0.0089
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_macro,0.0,0.3070±0.0089
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_macro,0.0,0.3070±0.0089
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_macro,0.0,0.3070±0.0089
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,auprc_macro,0.0,0.3070±0.0089
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,auprc_macro,0.0,0.3070±0.0089
chestxray_resnet,LGBM,ScoreVector,br,auprc_macro,0.0,0.3070±0.0089
chestxray_resnet,LGBM,ScoreVector,cc,auprc_macro,0.0,0.3007±0.0104
chestxray_resnet,LGBM,ScoreVector,clr,auprc_macro,0.0,0.2870±0.0067
chestxray_resnet,LGBM,ScoreVector,ecc,auprc_macro,0.0,0.3164±0.0087
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_macro,0.1,0.2846±0.0050
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_macro,0.1,0.2846±0.0050
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_macro,0.1,0.2846±0.0050
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_macro,0.1,0.2846±0.0050
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_macro,0.1,0.2846±0.0050
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_macro,0.1,0.2846±0.0050
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,auprc_macro,0.1,0.2846±0.0050
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,auprc_macro,0.1,0.2846±0.0050
chestxray_resnet,LGBM,ScoreVector,br,auprc_macro,0.1,0.2854±0.0071
chestxray_resnet,LGBM,ScoreVector,cc,auprc_macro,0.1,0.2834±0.0041
chestxray_resnet,LGBM,ScoreVector,clr,auprc_macro,0.1,0.2898±0.0047
chestxray_resnet,LGBM,ScoreVector,ecc,auprc_macro,0.1,0.3030±0.0061
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_macro,0.2,0.2591±0.0042
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_macro,0.2,0.2591±0.0042
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_macro,0.2,0.2591±0.0042
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_macro,0.2,0.2591±0.0042
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_macro,0.2,0.2591±0.0042
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_macro,0.2,0.2591±0.0042
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,auprc_macro,0.2,0.2591±0.0042
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,auprc_macro,0.2,0.2591±0.0042
chestxray_resnet,LGBM,ScoreVector,br,auprc_macro,0.2,0.2583±0.0048
chestxray_resnet,LGBM,ScoreVector,cc,auprc_macro,0.2,0.2578±0.0044
chestxray_resnet,LGBM,ScoreVector,clr,auprc_macro,0.2,0.2698±0.0073
chestxray_resnet,LGBM,ScoreVector,ecc,auprc_macro,0.2,0.2819±0.0038
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_macro,0.3,0.2116±0.0025
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_macro,0.3,0.2116±0.0025
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_macro,0.3,0.2116±0.0025
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_macro,0.3,0.2116±0.0025
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_macro,0.3,0.2116±0.0025
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_macro,0.3,0.2116±0.0025
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,auprc_macro,0.3,0.2116±0.0025
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,auprc_macro,0.3,0.2116±0.0025
chestxray_resnet,LGBM,ScoreVector,br,auprc_macro,0.3,0.2139±0.0024
chestxray_resnet,LGBM,ScoreVector,cc,auprc_macro,0.3,0.2108±0.0039
chestxray_resnet,LGBM,ScoreVector,clr,auprc_macro,0.3,0.2327±0.0054
chestxray_resnet,LGBM,ScoreVector,ecc,auprc_macro,0.3,0.2533±0.0081
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_micro,0.0,0.3512±0.0081
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_micro,0.0,0.3512±0.0081
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_micro,0.0,0.3512±0.0081
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_micro,0.0,0.3512±0.0081
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_micro,0.0,0.3512±0.0081
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_micro,0.0,0.3512±0.0081
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,auprc_micro,0.0,0.3512±0.0081
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,auprc_micro,0.0,0.3512±0.0081
chestxray_resnet,LGBM,ScoreVector,br,auprc_micro,0.0,0.3512±0.0081
chestxray_resnet,LGBM,ScoreVector,cc,auprc_micro,0.0,0.3493±0.0103
chestxray_resnet,LGBM,ScoreVector,clr,auprc_micro,0.0,0.3334±0.0067
chestxray_resnet,LGBM,ScoreVector,ecc,auprc_micro,0.0,0.3790±0.0092
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_micro,0.1,0.3211±0.0063
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_micro,0.1,0.3211±0.0063
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_micro,0.1,0.3211±0.0063
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_micro,0.1,0.3211±0.0063
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_micro,0.1,0.3211±0.0063
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_micro,0.1,0.3211±0.0063
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,auprc_micro,0.1,0.3211±0.0063
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,auprc_micro,0.1,0.3211±0.0063
chestxray_resnet,LGBM,ScoreVector,br,auprc_micro,0.1,0.3192±0.0084
chestxray_resnet,LGBM,ScoreVector,cc,auprc_micro,0.1,0.3260±0.0078
chestxray_resnet,LGBM,ScoreVector,clr,auprc_micro,0.1,0.3380±0.0059
chestxray_resnet,LGBM,ScoreVector,ecc,auprc_micro,0.1,0.3564±0.0067
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_micro,0.2,0.2877±0.0050
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_micro,0.2,0.2877±0.0050
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_micro,0.2,0.2877±0.0050
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_micro,0.2,0.2877±0.0050
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_micro,0.2,0.2877±0.0050
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_micro,0.2,0.2877±0.0050
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,auprc_micro,0.2,0.2877±0.0050
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,auprc_micro,0.2,0.2877±0.0050
chestxray_resnet,LGBM,ScoreVector,br,auprc_micro,0.2,0.2867±0.0061
chestxray_resnet,LGBM,ScoreVector,cc,auprc_micro,0.2,0.2887±0.0040
chestxray_resnet,LGBM,ScoreVector,clr,auprc_micro,0.2,0.3100±0.0081
chestxray_resnet,LGBM,ScoreVector,ecc,auprc_micro,0.2,0.3305±0.0041
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_micro,0.3,0.2311±0.0059
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_micro,0.3,0.2311±0.0059
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_micro,0.3,0.2311±0.0059
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_micro,0.3,0.2311±0.0059
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_micro,0.3,0.2311±0.0059
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_micro,0.3,0.2311±0.0059
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,auprc_micro,0.3,0.2311±0.0059
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,auprc_micro,0.3,0.2311±0.0059
chestxray_resnet,LGBM,ScoreVector,br,auprc_micro,0.3,0.2327±0.0045
chestxray_resnet,LGBM,ScoreVector,cc,auprc_micro,0.3,0.2307±0.0061
chestxray_resnet,LGBM,ScoreVector,clr,auprc_micro,0.3,0.2618±0.0028
chestxray_resnet,LGBM,ScoreVector,ecc,auprc_micro,0.3,0.2881±0.0070
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,coverage,0.0,0.6069±0.0131
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,coverage,0.0,0.6069±0.0131
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,coverage,0.0,0.6069±0.0131
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,coverage,0.0,0.6069±0.0131
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,coverage,0.0,0.6069±0.0131
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,coverage,0.0,0.6069±0.0131
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,coverage,0.0,0.6069±0.0131
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,coverage,0.0,0.6069±0.0131
chestxray_resnet,LGBM,ScoreVector,br,coverage,0.0,0.6069±0.0131
chestxray_resnet,LGBM,ScoreVector,cc,coverage,0.0,0.6003±0.0119
chestxray_resnet,LGBM,ScoreVector,clr,coverage,0.0,0.5438±0.0143
chestxray_resnet,LGBM,ScoreVector,ecc,coverage,0.0,0.5293±0.0134
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,coverage,0.1,0.8874±0.0151
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,coverage,0.1,0.8874±0.0151
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,coverage,0.1,0.8874±0.0151
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,coverage,0.1,0.8874±0.0151
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,coverage,0.1,0.8874±0.0151
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,coverage,0.1,0.8874±0.0151
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,coverage,0.1,0.8874±0.0151
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,coverage,0.1,0.8874±0.0151
chestxray_resnet,LGBM,ScoreVector,br,coverage,0.1,0.8842±0.0226
chestxray_resnet,LGBM,ScoreVector,cc,coverage,0.1,0.8488±0.0176
chestxray_resnet,LGBM,ScoreVector,clr,coverage,0.1,0.7465±0.0284
chestxray_resnet,LGBM,ScoreVector,ecc,coverage,0.1,0.7230±0.0220
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,coverage,0.2,1.0306±0.0303
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,coverage,0.2,1.0306±0.0303
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,coverage,0.2,1.0306±0.0303
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,coverage,0.2,1.0306±0.0303
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,coverage,0.2,1.0306±0.0303
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,coverage,0.2,1.0306±0.0303
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,coverage,0.2,1.0306±0.0303
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,coverage,0.2,1.0306±0.0303
chestxray_resnet,LGBM,ScoreVector,br,coverage,0.2,1.0506±0.0333
chestxray_resnet,LGBM,ScoreVector,cc,coverage,0.2,1.0166±0.0193
chestxray_resnet,LGBM,ScoreVector,clr,coverage,0.2,0.8758±0.0224
chestxray_resnet,LGBM,ScoreVector,ecc,coverage,0.2,0.8855±0.0300
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,coverage,0.3,1.1914±0.0226
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,coverage,0.3,1.1914±0.0226
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,coverage,0.3,1.1914±0.0226
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,coverage,0.3,1.1914±0.0226
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,coverage,0.3,1.1914±0.0226
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,coverage,0.3,1.1914±0.0226
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,coverage,0.3,1.1914±0.0226
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,coverage,0.3,1.1914±0.0226
chestxray_resnet,LGBM,ScoreVector,br,coverage,0.3,1.2103±0.0417
chestxray_resnet,LGBM,ScoreVector,cc,coverage,0.3,1.1986±0.0300
chestxray_resnet,LGBM,ScoreVector,clr,coverage,0.3,1.0193±0.0292
chestxray_resnet,LGBM,ScoreVector,ecc,coverage,0.3,1.0095±0.0276
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,lr_ap,0.0,0.8346±0.0021
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,lr_ap,0.0,0.8346±0.0021
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,lr_ap,0.0,0.8346±0.0021
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,lr_ap,0.0,0.8346±0.0021
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,lr_ap,0.0,0.8346±0.0021
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,lr_ap,0.0,0.8346±0.0021
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,lr_ap,0.0,0.8346±0.0021
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,lr_ap,0.0,0.8346±0.0021
chestxray_resnet,LGBM,ScoreVector,br,lr_ap,0.0,0.8346±0.0021
chestxray_resnet,LGBM,ScoreVector,cc,lr_ap,0.0,0.8354±0.0020
chestxray_resnet,LGBM,ScoreVector,clr,lr_ap,0.0,0.8472±0.0026
chestxray_resnet,LGBM,ScoreVector,ecc,lr_ap,0.0,0.8496±0.0016
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,lr_ap,0.1,0.8081±0.0022
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,lr_ap,0.1,0.8081±0.0022
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,lr_ap,0.1,0.8081±0.0022
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,lr_ap,0.1,0.8081±0.0022
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,lr_ap,0.1,0.8081±0.0022
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,lr_ap,0.1,0.8081±0.0022
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,lr_ap,0.1,0.8081±0.0022
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,lr_ap,0.1,0.8081±0.0022
chestxray_resnet,LGBM,ScoreVector,br,lr_ap,0.1,0.8074±0.0033
chestxray_resnet,LGBM,ScoreVector,cc,lr_ap,0.1,0.8114±0.0016
chestxray_resnet,LGBM,ScoreVector,clr,lr_ap,0.1,0.8285±0.0026
chestxray_resnet,LGBM,ScoreVector,ecc,lr_ap,0.1,0.8284±0.0024
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,lr_ap,0.2,0.7887±0.0034
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,lr_ap,0.2,0.7887±0.0034
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,lr_ap,0.2,0.7887±0.0034
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,lr_ap,0.2,0.7887±0.0034
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,lr_ap,0.2,0.7887±0.0034
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,lr_ap,0.2,0.7887±0.0034
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,lr_ap,0.2,0.7887±0.0034
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,lr_ap,0.2,0.7887±0.0034
chestxray_resnet,LGBM,ScoreVector,br,lr_ap,0.2,0.7874±0.0035
chestxray_resnet,LGBM,ScoreVector,cc,lr_ap,0.2,0.7901±0.0010
chestxray_resnet,LGBM,ScoreVector,clr,lr_ap,0.2,0.8142±0.0023
chestxray_resnet,LGBM,ScoreVector,ecc,lr_ap,0.2,0.8114±0.0027
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,lr_ap,0.3,0.7627±0.0025
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,lr_ap,0.3,0.7627±0.0025
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,lr_ap,0.3,0.7627±0.0025
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,lr_ap,0.3,0.7627±0.0025
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,lr_ap,0.3,0.7627±0.0025
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,lr_ap,0.3,0.7627±0.0025
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,lr_ap,0.3,0.7627±0.0025
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,lr_ap,0.3,0.7627±0.0025
chestxray_resnet,LGBM,ScoreVector,br,lr_ap,0.3,0.7598±0.0049
chestxray_resnet,LGBM,ScoreVector,cc,lr_ap,0.3,0.7633±0.0036
chestxray_resnet,LGBM,ScoreVector,clr,lr_ap,0.3,0.7907±0.0040
chestxray_resnet,LGBM,ScoreVector,ecc,lr_ap,0.3,0.7917±0.0017
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,one_error,0.0,0.6888±0.0049
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,one_error,0.0,0.6888±0.0049
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,one_error,0.0,0.6888±0.0049
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,one_error,0.0,0.6888±0.0049
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,one_error,0.0,0.6888±0.0049
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,one_error,0.0,0.6888±0.0049
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,one_error,0.0,0.6888±0.0049
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,one_error,0.0,0.6888±0.0049
chestxray_resnet,LGBM,ScoreVector,br,one_error,0.0,0.6888±0.0049
chestxray_resnet,LGBM,ScoreVector,cc,one_error,0.0,0.6884±0.0028
chestxray_resnet,LGBM,ScoreVector,clr,one_error,0.0,0.6700±0.0051
chestxray_resnet,LGBM,ScoreVector,ecc,one_error,0.0,0.6683±0.0034
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,one_error,0.1,0.7093±0.0048
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,one_error,0.1,0.7093±0.0048
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,one_error,0.1,0.7093±0.0048
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,one_error,0.1,0.7093±0.0048
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,one_error,0.1,0.7093±0.0048
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,one_error,0.1,0.7093±0.0048
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,one_error,0.1,0.7093±0.0048
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,one_error,0.1,0.7093±0.0048
chestxray_resnet,LGBM,ScoreVector,br,one_error,0.1,0.7107±0.0039
chestxray_resnet,LGBM,ScoreVector,cc,one_error,0.1,0.7073±0.0049
chestxray_resnet,LGBM,ScoreVector,clr,one_error,0.1,0.6841±0.0044
chestxray_resnet,LGBM,ScoreVector,ecc,one_error,0.1,0.6878±0.0020
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,one_error,0.2,0.7328±0.0036
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,one_error,0.2,0.7328±0.0036
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,one_error,0.2,0.7328±0.0036
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,one_error,0.2,0.7328±0.0036
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,one_error,0.2,0.7328±0.0036
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,one_error,0.2,0.7328±0.0036
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,one_error,0.2,0.7328±0.0036
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,one_error,0.2,0.7328±0.0036
chestxray_resnet,LGBM,ScoreVector,br,one_error,0.2,0.7317±0.0043
chestxray_resnet,LGBM,ScoreVector,cc,one_error,0.2,0.7303±0.0049
chestxray_resnet,LGBM,ScoreVector,clr,one_error,0.2,0.6976±0.0048
chestxray_resnet,LGBM,ScoreVector,ecc,one_error,0.2,0.7025±0.0030
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,one_error,0.3,0.7682±0.0032
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,one_error,0.3,0.7682±0.0032
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,one_error,0.3,0.7682±0.0032
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,one_error,0.3,0.7682±0.0032
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,one_error,0.3,0.7682±0.0032
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,one_error,0.3,0.7682±0.0032
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,one_error,0.3,0.7682±0.0032
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,one_error,0.3,0.7682±0.0032
chestxray_resnet,LGBM,ScoreVector,br,one_error,0.3,0.7710±0.0034
chestxray_resnet,LGBM,ScoreVector,cc,one_error,0.3,0.7655±0.0064
chestxray_resnet,LGBM,ScoreVector,clr,one_error,0.3,0.7291±0.0076
chestxray_resnet,LGBM,ScoreVector,ecc,one_error,0.3,0.7275±0.0040
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,ranking_loss,0.0,0.0962±0.0015
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,ranking_loss,0.0,0.0962±0.0015
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,ranking_loss,0.0,0.0962±0.0015
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,ranking_loss,0.0,0.0962±0.0015
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,ranking_loss,0.0,0.0962±0.0015
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__None,ranking_loss,0.0,0.0962±0.0015
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__2,ranking_loss,0.0,0.0962±0.0015
chestxray_resnet,LGBM,ScoreVector,PreOrder__Subset__None,ranking_loss,0.0,0.0962±0.0015
chestxray_resnet,LGBM,ScoreVector,br,ranking_loss,0.0,0.0962±0.0015
chestxray_resnet,LGBM,ScoreVector,cc,ranking_loss,0.0,0.0957±0.0012
chestxray_resnet,LGBM,ScoreVector,clr,ranking_loss,0.0,0.0874±0.0017
chestxray_resnet,LGBM,ScoreVector,ecc,ranking_loss,0.0,0.0858±0.0014
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__2,ranking_loss,0.1,0.1312±0.0012
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Hamming__None,ranking_loss,0.1,0.1312±0.0012
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__2,ranking_loss,0.1,0.1312±0.0012
chestxray_resnet,LGBM,ScoreVector,PartialOrder__Subset__None,ranking_loss,0.1,0.1312±0.0012
chestxray_resnet,LGBM,ScoreVector,PreOrder__Hamming__2,ranking_loss,0.1,0.1312±0.0012
