Algorithm,afrd__0.0,afrd__0.1,afrd__0.2,afrd__0.3,example_precision__0.0,example_precision__0.1,example_precision__0.2,example_precision__0.3,example_recall__0.0,example_recall__0.1,example_recall__0.2,example_recall__0.3,f1__0.0,f1__0.1,f1__0.2,f1__0.3,hamming_accuracy__0.0,hamming_accuracy__0.1,hamming_accuracy__0.2,hamming_accuracy__0.3,jaccard__0.0,jaccard__0.1,jaccard__0.2,jaccard__0.3,macro_f1__0.0,macro_f1__0.1,macro_f1__0.2,macro_f1__0.3,macro_precision__0.0,macro_precision__0.1,macro_precision__0.2,macro_precision__0.3,macro_recall__0.0,macro_recall__0.1,macro_recall__0.2,macro_recall__0.3,mfrd__0.0,mfrd__0.1,mfrd__0.2,mfrd__0.3,micro_f1__0.0,micro_f1__0.1,micro_f1__0.2,micro_f1__0.3,micro_precision__0.0,micro_precision__0.1,micro_precision__0.2,micro_precision__0.3,micro_recall__0.0,micro_recall__0.1,micro_recall__0.2,micro_recall__0.3,subset0_1__0.0,subset0_1__0.1,subset0_1__0.2,subset0_1__0.3
PartialOrder__Hamming__2,0.8309±0.0386,0.8706±0.0326,0.8794±0.0420,0.8374±0.0382,0.1079±0.0060,0.0987±0.0055,0.0935±0.0023,0.0939±0.0017,0.9320±0.0244,0.9539±0.0167,0.9560±0.0198,0.9468±0.0158,0.1807±0.0065,0.1745±0.0064,0.1688±0.0035,0.1696±0.0028,0.1658±0.0140,0.1568±0.0157,0.1480±0.0141,0.1652±0.0130,0.1079±0.0060,0.0986±0.0056,0.0935±0.0023,0.0937±0.0017,0.1556±0.0039,0.1569±0.0032,0.1555±0.0029,0.1556±0.0027,0.0916±0.0022,0.0919±0.0018,0.0910±0.0015,0.0911±0.0012,0.9169±0.0264,0.9478±0.0208,0.9465±0.0286,0.9239±0.0307,0.9424±0.0205,0.9666±0.0198,0.9755±0.0165,0.9536±0.0213,0.1676±0.0039,0.1692±0.0035,0.1680±0.0028,0.1692±0.0025,0.0921±0.0022,0.0928±0.0020,0.0921±0.0016,0.0929±0.0014,0.9345±0.0230,0.9551±0.0164,0.9566±0.0191,0.9456±0.0136,0.0154±0.0073,0.0031±0.0041,0.0002±0.0010,0.0000±0.0000
PartialOrder__Hamming__None,0.8322±0.0384,0.8739±0.0327,0.8802±0.0419,0.8383±0.0382,0.1084±0.0066,0.0989±0.0056,0.0935±0.0023,0.0938±0.0017,0.9330±0.0245,0.9555±0.0168,0.9564±0.0196,0.9472±0.0158,0.1814±0.0072,0.1749±0.0065,0.1689±0.0035,0.1695±0.0027,0.1658±0.0141,0.1568±0.0157,0.1478±0.0140,0.1648±0.0128,0.1084±0.0066,0.0988±0.0056,0.0935±0.0023,0.0937±0.0016,0.1557±0.0040,0.1571±0.0032,0.1556±0.0030,0.1556±0.0027,0.0917±0.0023,0.0920±0.0018,0.0910±0.0015,0.0911±0.0012,0.9181±0.0268,0.9510±0.0210,0.9470±0.0287,0.9243±0.0307,0.9424±0.0205,0.9669±0.0200,0.9755±0.0165,0.9545±0.0202,0.1678±0.0041,0.1694±0.0035,0.1680±0.0028,0.1692±0.0025,0.0922±0.0023,0.0930±0.0020,0.0921±0.0016,0.0929±0.0015,0.9354±0.0232,0.9566±0.0165,0.9570±0.0190,0.9460±0.0137,0.0154±0.0073,0.0029±0.0038,0.0002±0.0010,0.0000±0.0000
PartialOrder__Subset__2,0.8309±0.0386,0.8706±0.0327,0.8794±0.0419,0.8381±0.0392,0.1079±0.0060,0.0987±0.0055,0.0935±0.0023,0.0939±0.0017,0.9320±0.0244,0.9541±0.0170,0.9560±0.0197,0.9470±0.0160,0.1807±0.0065,0.1745±0.0064,0.1688±0.0035,0.1696±0.0028,0.1658±0.0140,0.1568±0.0156,0.1480±0.0141,0.1652±0.0130,0.1079±0.0060,0.0987±0.0055,0.0935±0.0023,0.0937±0.0017,0.1556±0.0039,0.1569±0.0031,0.1555±0.0030,0.1557±0.0026,0.0916±0.0022,0.0919±0.0018,0.0910±0.0015,0.0912±0.0012,0.9169±0.0264,0.9479±0.0209,0.9465±0.0284,0.9246±0.0315,0.9424±0.0205,0.9669±0.0200,0.9764±0.0172,0.9540±0.0212,0.1676±0.0039,0.1692±0.0035,0.1680±0.0028,0.1692±0.0024,0.0921±0.0022,0.0929±0.0020,0.0921±0.0016,0.0929±0.0014,0.9345±0.0230,0.9553±0.0166,0.9566±0.0190,0.9458±0.0139,0.0154±0.0073,0.0031±0.0041,0.0002±0.0010,0.0000±0.0000
PartialOrder__Subset__None,0.8322±0.0384,0.8739±0.0327,0.8802±0.0418,0.8390±0.0391,0.1084±0.0066,0.0989±0.0056,0.0935±0.0023,0.0938±0.0017,0.9330±0.0245,0.9555±0.0168,0.9564±0.0196,0.9474±0.0160,0.1814±0.0072,0.1749±0.0065,0.1689±0.0035,0.1695±0.0027,0.1658±0.0141,0.1568±0.0157,0.1477±0.0141,0.1648±0.0128,0.1084±0.0066,0.0988±0.0056,0.0935±0.0023,0.0937±0.0016,0.1557±0.0040,0.1571±0.0032,0.1556±0.0030,0.1556±0.0027,0.0917±0.0023,0.0920±0.0018,0.0910±0.0015,0.0912±0.0012,0.9181±0.0268,0.9510±0.0210,0.9470±0.0286,0.9249±0.0315,0.9424±0.0205,0.9669±0.0200,0.9764±0.0172,0.9549±0.0201,0.1678±0.0041,0.1694±0.0035,0.1680±0.0028,0.1692±0.0025,0.0922±0.0023,0.0930±0.0020,0.0921±0.0016,0.0929±0.0014,0.9354±0.0232,0.9566±0.0165,0.9570±0.0189,0.9462±0.0140,0.0154±0.0073,0.0029±0.0038,0.0002±0.0010,0.0000±0.0000
PreOrder__Hamming__2,0.8326±0.0353,0.8054±0.0362,0.7214±0.0527,0.4115±0.0763,0.1104±0.0053,0.1043±0.0071,0.1020±0.0056,0.1089±0.0069,0.9386±0.0187,0.9242±0.0234,0.8868±0.0295,0.7739±0.0333,0.1835±0.0052,0.1789±0.0081,0.1770±0.0063,0.1865±0.0091,0.1685±0.0133,0.1815±0.0190,0.2186±0.0251,0.3633±0.0301,0.1103±0.0053,0.1042±0.0071,0.1018±0.0056,0.1084±0.0070,0.1572±0.0031,0.1567±0.0037,0.1556±0.0039,0.1557±0.0064,0.0926±0.0017,0.0924±0.0020,0.0922±0.0021,0.0945±0.0037,0.9250±0.0203,0.9132±0.0235,0.8723±0.0288,0.7104±0.0682,0.9399±0.0230,0.9395±0.0227,0.9149±0.0368,0.7595±0.0794,0.1691±0.0028,0.1689±0.0041,0.1692±0.0033,0.1792±0.0068,0.0929±0.0016,0.0930±0.0024,0.0936±0.0019,0.1014±0.0042,0.9411±0.0173,0.9253±0.0223,0.8851±0.0285,0.7727±0.0333,0.0174±0.0070,0.0082±0.0066,0.0041±0.0048,0.0014±0.0031
PreOrder__Hamming__None,0.8280±0.0371,0.8046±0.0362,0.7157±0.0566,0.4180±0.0689,0.1110±0.0043,0.1054±0.0073,0.1020±0.0051,0.1085±0.0050,0.9356±0.0193,0.9243±0.0244,0.8868±0.0308,0.7860±0.0298,0.1842±0.0047,0.1803±0.0083,0.1777±0.0064,0.1874±0.0071,0.1709±0.0130,0.1854±0.0193,0.2240±0.0258,0.3637±0.0270,0.1109±0.0043,0.1053±0.0072,0.1017±0.0051,0.1080±0.0050,0.1571±0.0032,0.1571±0.0037,0.1560±0.0040,0.1567±0.0057,0.0926±0.0016,0.0926±0.0021,0.0924±0.0021,0.0948±0.0032,0.9233±0.0229,0.9166±0.0229,0.8722±0.0328,0.7170±0.0644,0.9339±0.0183,0.9359±0.0221,0.9123±0.0368,0.7810±0.0712,0.1691±0.0028,0.1696±0.0042,0.1701±0.0036,0.1816±0.0058,0.0929±0.0016,0.0934±0.0024,0.0941±0.0021,0.1027±0.0036,0.9383±0.0179,0.9253±0.0237,0.8846±0.0299,0.7847±0.0296,0.0174±0.0053,0.0082±0.0061,0.0027±0.0036,0.0002±0.0010
PreOrder__Subset__2,0.8307±0.0340,0.8050±0.0381,0.7183±0.0543,0.4107±0.0749,0.1105±0.0052,0.1044±0.0070,0.1018±0.0055,0.1087±0.0073,0.9386±0.0186,0.9240±0.0248,0.8837±0.0302,0.7719±0.0341,0.1838±0.0050,0.1789±0.0081,0.1765±0.0061,0.1860±0.0096,0.1696±0.0135,0.1820±0.0189,0.2191±0.0251,0.3627±0.0311,0.1105±0.0052,0.1043±0.0070,0.1016±0.0055,0.1082±0.0073,0.1573±0.0030,0.1566±0.0037,0.1553±0.0039,0.1555±0.0066,0.0927±0.0015,0.0924±0.0021,0.0920±0.0021,0.0944±0.0038,0.9243±0.0187,0.9134±0.0245,0.8701±0.0304,0.7089±0.0667,0.9384±0.0222,0.9393±0.0227,0.9127±0.0356,0.7541±0.0794,0.1693±0.0026,0.1690±0.0042,0.1688±0.0033,0.1788±0.0069,0.0930±0.0015,0.0930±0.0024,0.0934±0.0019,0.1011±0.0043,0.9411±0.0173,0.9249±0.0239,0.8821±0.0291,0.7708±0.0341,0.0174±0.0070,0.0082±0.0066,0.0043±0.0049,0.0016±0.0031
PreOrder__Subset__None,0.8272±0.0346,0.8052±0.0367,0.7144±0.0550,0.4161±0.0653,0.1114±0.0051,0.1049±0.0073,0.1019±0.0056,0.1079±0.0045,0.9356±0.0172,0.9241±0.0230,0.8851±0.0301,0.7827±0.0290,0.1843±0.0051,0.1797±0.0083,0.1773±0.0070,0.1864±0.0064,0.1711±0.0133,0.1845±0.0192,0.2235±0.0259,0.3626±0.0262,0.1113±0.0051,0.1048±0.0073,0.1016±0.0056,0.1074±0.0045,0.1572±0.0032,0.1569±0.0035,0.1557±0.0040,0.1560±0.0055,0.0926±0.0015,0.0925±0.0020,0.0923±0.0022,0.0944±0.0031,0.9226±0.0206,0.9163±0.0231,0.8706±0.0301,0.7142±0.0627,0.9339±0.0183,0.9377±0.0240,0.9117±0.0375,0.7781±0.0713,0.1691±0.0027,0.1694±0.0040,0.1698±0.0039,0.1808±0.0052,0.0929±0.0016,0.0932±0.0023,0.0940±0.0023,0.1022±0.0033,0.9383±0.0161,0.9249±0.0221,0.8833±0.0293,0.7819±0.0279,0.0184±0.0062,0.0080±0.0061,0.0031±0.0038,0.0002±0.0010
br,0.9811±0.0024,0.9761±0.0079,0.9627±0.0117,0.9243±0.0167,0.0491±0.0052,0.0492±0.0161,0.0614±0.0150,0.0853±0.0169,0.0491±0.0052,0.0495±0.0164,0.0646±0.0170,0.0957±0.0197,0.0491±0.0052,0.0492±0.0162,0.0620±0.0156,0.0876±0.0177,0.9124±0.0010,0.9114±0.0014,0.9090±0.0020,0.8974±0.0030,0.0491±0.0052,0.0490±0.0161,0.0602±0.0152,0.0829±0.0178,0.0283±0.0049,0.0334±0.0120,0.0442±0.0155,0.0693±0.0161,0.1251±0.0207,0.1401±0.0559,0.1484±0.0562,0.1425±0.0413,0.0164±0.0027,0.0200±0.0073,0.0287±0.0107,0.0502±0.0139,1.0000±0.0000,1.0000±0.0000,1.0000±0.0000,0.9994±0.0017,0.0854±0.0085,0.0849±0.0263,0.1070±0.0252,0.1377±0.0219,0.7080±0.1129,0.5932±0.0862,0.4595±0.0862,0.2843±0.0374,0.0455±0.0047,0.0461±0.0151,0.0611±0.0157,0.0916±0.0175,0.0491±0.0052,0.0483±0.0159,0.0550±0.0150,0.0699±0.0199
cc,0.9784±0.0088,0.9775±0.0082,0.9629±0.0098,0.9170±0.0225,0.0481±0.0151,0.0485±0.0130,0.0640±0.0156,0.0908±0.0252,0.0481±0.0151,0.0485±0.0136,0.0654±0.0167,0.1020±0.0288,0.0481±0.0151,0.0484±0.0132,0.0639±0.0159,0.0933±0.0261,0.9124±0.0022,0.9112±0.0013,0.9099±0.0025,0.8984±0.0034,0.0481±0.0151,0.0483±0.0131,0.0625±0.0157,0.0879±0.0250,0.0334±0.0162,0.0310±0.0121,0.0480±0.0139,0.0763±0.0223,0.1731±0.0523,0.1385±0.0599,0.1651±0.0553,0.1481±0.0395,0.0192±0.0095,0.0185±0.0073,0.0297±0.0087,0.0583±0.0209,1.0000±0.0000,1.0000±0.0000,1.0000±0.0000,0.9992±0.0019,0.0835±0.0249,0.0833±0.0214,0.1096±0.0257,0.1464±0.0350,0.7145±0.1751,0.6117±0.1165,0.5033±0.1025,0.2976±0.0518,0.0445±0.0138,0.0451±0.0125,0.0620±0.0155,0.0978±0.0266,0.0481±0.0151,0.0479±0.0129,0.0585±0.0155,0.0728±0.0225
