Algorithm,aabs__0.0,aabs__0.1,aabs__0.2,aabs__0.3,abs__0.0,abs__0.1,abs__0.2,abs__0.3,afrd_pa__0.0,afrd_pa__0.1,afrd_pa__0.2,afrd_pa__0.3,arec__0.0,arec__0.1,arec__0.2,arec__0.3,example_precision_pa__0.0,example_precision_pa__0.1,example_precision_pa__0.2,example_precision_pa__0.3,example_recall_pa__0.0,example_recall_pa__0.1,example_recall_pa__0.2,example_recall_pa__0.3,f1_pa__0.0,f1_pa__0.1,f1_pa__0.2,f1_pa__0.3,hamming_accuracy_pa__0.0,hamming_accuracy_pa__0.1,hamming_accuracy_pa__0.2,hamming_accuracy_pa__0.3,jaccard_pa__0.0,jaccard_pa__0.1,jaccard_pa__0.2,jaccard_pa__0.3,macro_f1_pa__0.0,macro_f1_pa__0.1,macro_f1_pa__0.2,macro_f1_pa__0.3,macro_precision_pa__0.0,macro_precision_pa__0.1,macro_precision_pa__0.2,macro_precision_pa__0.3,macro_recall_pa__0.0,macro_recall_pa__0.1,macro_recall_pa__0.2,macro_recall_pa__0.3,mfrd_pa__0.0,mfrd_pa__0.1,mfrd_pa__0.2,mfrd_pa__0.3,micro_f1_pa__0.0,micro_f1_pa__0.1,micro_f1_pa__0.2,micro_f1_pa__0.3,micro_precision_pa__0.0,micro_precision_pa__0.1,micro_precision_pa__0.2,micro_precision_pa__0.3,micro_recall_pa__0.0,micro_recall_pa__0.1,micro_recall_pa__0.2,micro_recall_pa__0.3,rec__0.0,rec__0.1,rec__0.2,rec__0.3,subset0_1_pa__0.0,subset0_1_pa__0.1,subset0_1_pa__0.2,subset0_1_pa__0.3
PartialOrder__Hamming__2,0.0495±0.0128,0.0994±0.0149,0.1930±0.0311,0.3279±0.0274,0.2685±0.0617,0.4508±0.0597,0.6548±0.0791,0.8295±0.0388,0.5787±0.0193,0.5781±0.0571,0.5701±0.0623,0.4926±0.0593,0.7348±0.0137,0.7452±0.0127,0.7589±0.0174,0.7749±0.0152,0.6604±0.0273,0.6576±0.0251,0.6334±0.0242,0.6030±0.0369,0.7318±0.0280,0.7294±0.0215,0.6931±0.0281,0.6398±0.0270,0.6711±0.0215,0.6677±0.0183,0.6365±0.0202,0.5932±0.0257,0.7211±0.0131,0.7170±0.0134,0.7014±0.0145,0.6650±0.0189,0.5723±0.0248,0.5688±0.0213,0.5408±0.0242,0.5039±0.0265,0.5318±0.0099,0.5225±0.0142,0.4994±0.0210,0.4844±0.0210,0.5102±0.0098,0.5055±0.0188,0.4804±0.0265,0.4630±0.0255,0.5740±0.0220,0.5641±0.0254,0.5412±0.0269,0.5244±0.0298,1.0000±0.0000,0.9979±0.0043,0.9920±0.0088,0.9402±0.0391,0.6992±0.0180,0.6945±0.0155,0.6726±0.0193,0.6347±0.0220,0.6539±0.0240,0.6509±0.0238,0.6303±0.0245,0.5938±0.0321,0.7523±0.0269,0.7457±0.0250,0.7221±0.0284,0.6834±0.0309,0.2414±0.0293,0.2443±0.0358,0.2407±0.0493,0.2652±0.0297,0.2414±0.0293,0.2438±0.0356,0.2327±0.0500,0.2319±0.0344
PartialOrder__Hamming__None,0.0498±0.0132,0.0993±0.0147,0.1930±0.0311,0.3274±0.0276,0.2703±0.0634,0.4497±0.0604,0.6530±0.0791,0.8295±0.0408,0.5753±0.0204,0.5703±0.0513,0.5672±0.0608,0.4955±0.0612,0.7357±0.0154,0.7437±0.0130,0.7565±0.0189,0.7754±0.0158,0.6577±0.0291,0.6518±0.0260,0.6287±0.0260,0.6012±0.0373,0.7550±0.0306,0.7467±0.0235,0.7048±0.0283,0.6512±0.0291,0.6787±0.0241,0.6720±0.0196,0.6386±0.0222,0.5976±0.0271,0.7219±0.0143,0.7155±0.0138,0.6985±0.0171,0.6660±0.0198,0.5778±0.0292,0.5724±0.0224,0.5414±0.0269,0.5079±0.0282,0.5408±0.0129,0.5309±0.0136,0.5043±0.0204,0.4906±0.0233,0.5088±0.0142,0.5013±0.0203,0.4770±0.0252,0.4643±0.0277,0.5945±0.0229,0.5831±0.0244,0.5530±0.0252,0.5365±0.0313,1.0000±0.0000,0.9983±0.0041,0.9907±0.0099,0.9372±0.0385,0.7054±0.0216,0.6983±0.0164,0.6741±0.0209,0.6400±0.0238,0.6498±0.0273,0.6443±0.0246,0.6242±0.0259,0.5928±0.0329,0.7725±0.0296,0.7634±0.0253,0.7338±0.0279,0.6973±0.0323,0.2360±0.0392,0.2414±0.0357,0.2368±0.0522,0.2670±0.0349,0.2360±0.0392,0.2409±0.0354,0.2286±0.0531,0.2339±0.0380
PartialOrder__Subset__2,0.0498±0.0126,0.0993±0.0149,0.1930±0.0311,0.3283±0.0277,0.2703±0.0603,0.4508±0.0596,0.6544±0.0794,0.8295±0.0391,0.5754±0.0157,0.5752±0.0569,0.5711±0.0614,0.4922±0.0610,0.7351±0.0128,0.7446±0.0131,0.7588±0.0182,0.7747±0.0151,0.6608±0.0255,0.6569±0.0250,0.6336±0.0256,0.6025±0.0373,0.7322±0.0276,0.7291±0.0217,0.6923±0.0291,0.6382±0.0263,0.6716±0.0198,0.6673±0.0185,0.6362±0.0214,0.5922±0.0258,0.7213±0.0124,0.7164±0.0141,0.7014±0.0155,0.6644±0.0187,0.5732±0.0225,0.5685±0.0214,0.5406±0.0260,0.5029±0.0269,0.5323±0.0094,0.5221±0.0146,0.4987±0.0228,0.4837±0.0209,0.5104±0.0084,0.5045±0.0204,0.4804±0.0281,0.4626±0.0258,0.5744±0.0225,0.5635±0.0250,0.5399±0.0295,0.5233±0.0287,1.0000±0.0000,0.9979±0.0043,0.9912±0.0094,0.9398±0.0393,0.6995±0.0166,0.6938±0.0160,0.6722±0.0208,0.6340±0.0222,0.6544±0.0227,0.6503±0.0243,0.6303±0.0256,0.5935±0.0324,0.7523±0.0266,0.7448±0.0249,0.7212±0.0303,0.6823±0.0302,0.2468±0.0271,0.2450±0.0360,0.2418±0.0516,0.2641±0.0309,0.2468±0.0271,0.2445±0.0358,0.2338±0.0522,0.2308±0.0356
PartialOrder__Subset__None,0.0502±0.0129,0.0989±0.0145,0.1927±0.0311,0.3274±0.0279,0.2721±0.0620,0.4486±0.0601,0.6519±0.0797,0.8288±0.0409,0.5758±0.0193,0.5678±0.0505,0.5672±0.0605,0.4954±0.0623,0.7357±0.0141,0.7435±0.0127,0.7563±0.0190,0.7751±0.0157,0.6580±0.0271,0.6514±0.0255,0.6282±0.0264,0.6005±0.0375,0.7555±0.0301,0.7471±0.0228,0.7049±0.0287,0.6508±0.0294,0.6790±0.0222,0.6720±0.0191,0.6384±0.0226,0.5970±0.0271,0.7218±0.0132,0.7154±0.0135,0.6983±0.0169,0.6656±0.0196,0.5784±0.0267,0.5721±0.0218,0.5411±0.0275,0.5074±0.0281,0.5408±0.0120,0.5313±0.0133,0.5042±0.0213,0.4905±0.0229,0.5091±0.0126,0.5011±0.0198,0.4768±0.0251,0.4640±0.0271,0.5946±0.0228,0.5837±0.0244,0.5534±0.0268,0.5366±0.0307,1.0000±0.0000,0.9983±0.0041,0.9903±0.0097,0.9367±0.0385,0.7054±0.0201,0.6983±0.0160,0.6739±0.0214,0.6398±0.0239,0.6498±0.0258,0.6441±0.0242,0.6237±0.0260,0.5925±0.0329,0.7726±0.0291,0.7637±0.0253,0.7340±0.0289,0.6973±0.0324,0.2378±0.0359,0.2396±0.0342,0.2360±0.0535,0.2667±0.0352,0.2378±0.0359,0.2391±0.0339,0.2279±0.0544,0.2335±0.0387
PreOrder__Hamming__2,0.0021±0.0028,0.0038±0.0023,0.0076±0.0052,0.0168±0.0096,0.0126±0.0167,0.0198±0.0122,0.0353±0.0240,0.0681±0.0292,0.6373±0.0441,0.6268±0.0520,0.5770±0.0635,0.4861±0.0460,0.7189±0.0243,0.7034±0.0148,0.6893±0.0173,0.6628±0.0185,0.6859±0.0402,0.6723±0.0250,0.6566±0.0302,0.6167±0.0347,0.6571±0.0351,0.6226±0.0315,0.5893±0.0295,0.5617±0.0355,0.6452±0.0311,0.6195±0.0216,0.5931±0.0240,0.5612±0.0296,0.7183±0.0246,0.7022±0.0150,0.6869±0.0176,0.6570±0.0185,0.5357±0.0336,0.5065±0.0219,0.4788±0.0274,0.4432±0.0288,0.4856±0.0263,0.4624±0.0203,0.4487±0.0256,0.4462±0.0240,0.5289±0.0248,0.5095±0.0191,0.4986±0.0409,0.4766±0.0268,0.4845±0.0243,0.4576±0.0237,0.4372±0.0236,0.4346±0.0275,1.0000±0.0000,0.9984±0.0038,0.9875±0.0388,0.9220±0.0860,0.6665±0.0301,0.6432±0.0208,0.6199±0.0237,0.5876±0.0265,0.6794±0.0392,0.6637±0.0249,0.6496±0.0295,0.6089±0.0301,0.6556±0.0343,0.6249±0.0304,0.5939±0.0312,0.5688±0.0327,0.1802±0.0273,0.1452±0.0275,0.1258±0.0284,0.0923±0.0282,0.1802±0.0273,0.1452±0.0275,0.1254±0.0287,0.0906±0.0281
PreOrder__Hamming__None,0.0042±0.0037,0.0052±0.0032,0.0115±0.0062,0.0189±0.0091,0.0234±0.0194,0.0288±0.0175,0.0523±0.0283,0.0822±0.0304,0.5550±0.0279,0.5569±0.0399,0.5592±0.0435,0.4850±0.0472,0.7144±0.0114,0.6996±0.0162,0.6770±0.0157,0.6503±0.0176,0.6486±0.0238,0.6308±0.0242,0.6028±0.0293,0.5721±0.0251,0.7654±0.0270,0.7583±0.0263,0.7488±0.0339,0.7456±0.0394,0.6761±0.0187,0.6612±0.0198,0.6402±0.0229,0.6191±0.0238,0.7132±0.0109,0.6980±0.0163,0.6733±0.0157,0.6435±0.0173,0.5687±0.0232,0.5487±0.0235,0.5222±0.0260,0.4939±0.0243,0.5424±0.0092,0.5312±0.0167,0.5185±0.0252,0.5214±0.0209,0.5031±0.0120,0.4860±0.0178,0.4705±0.0439,0.4625±0.0192,0.6019±0.0189,0.5969±0.0257,0.5936±0.0305,0.6160±0.0547,1.0000±0.0000,0.9974±0.0055,0.9792±0.0262,0.8854±0.0571,0.6989±0.0172,0.6864±0.0204,0.6673±0.0216,0.6456±0.0212,0.6374±0.0239,0.6204±0.0251,0.5944±0.0280,0.5654±0.0247,0.7747±0.0264,0.7693±0.0294,0.7624±0.0338,0.7539±0.0354,0.1946±0.0472,0.1632±0.0386,0.1207±0.0381,0.0879±0.0333,0.1946±0.0472,0.1632±0.0386,0.1197±0.0394,0.0853±0.0328
PreOrder__Subset__2,0.0024±0.0028,0.0043±0.0025,0.0079±0.0055,0.0166±0.0096,0.0144±0.0167,0.0227±0.0140,0.0375±0.0261,0.0703±0.0316,0.6566±0.0546,0.6315±0.0594,0.5790±0.0611,0.4840±0.0399,0.7063±0.0238,0.6971±0.0153,0.6865±0.0186,0.6581±0.0195,0.6841±0.0431,0.6765±0.0254,0.6624±0.0315,0.6193±0.0399,0.6081±0.0356,0.5831±0.0307,0.5584±0.0313,0.5314±0.0360,0.6189±0.0352,0.5984±0.0200,0.5784±0.0262,0.5456±0.0312,0.7056±0.0240,0.6957±0.0156,0.6840±0.0185,0.6523±0.0195,0.5059±0.0373,0.4845±0.0214,0.4636±0.0283,0.4279±0.0284,0.4508±0.0322,0.4407±0.0226,0.4337±0.0264,0.4336±0.0251,0.5208±0.0335,0.5121±0.0291,0.5008±0.0397,0.4773±0.0273,0.4411±0.0224,0.4229±0.0240,0.4119±0.0235,0.4116±0.0279,1.0000±0.0000,0.9982±0.0037,0.9879±0.0388,0.9115±0.0962,0.6377±0.0330,0.6215±0.0203,0.6048±0.0250,0.5709±0.0269,0.6767±0.0415,0.6685±0.0240,0.6557±0.0313,0.6098±0.0323,0.6038±0.0332,0.5818±0.0298,0.5622±0.0304,0.5376±0.0309,0.1550±0.0319,0.1341±0.0228,0.1168±0.0303,0.0879±0.0272,0.1550±0.0319,0.1341±0.0228,0.1164±0.0303,0.0863±0.0270
PreOrder__Subset__None,0.0039±0.0042,0.0050±0.0031,0.0120±0.0060,0.0186±0.0087,0.0216±0.0218,0.0277±0.0175,0.0555±0.0267,0.0818±0.0294,0.5540±0.0273,0.5565±0.0402,0.5580±0.0462,0.4807±0.0464,0.7159±0.0131,0.6984±0.0164,0.6761±0.0148,0.6500±0.0185,0.6500±0.0261,0.6292±0.0245,0.6027±0.0291,0.5720±0.0260,0.7663±0.0259,0.7562±0.0271,0.7477±0.0326,0.7462±0.0404,0.6773±0.0200,0.6595±0.0201,0.6397±0.0227,0.6193±0.0248,0.7148±0.0127,0.6969±0.0166,0.6722±0.0148,0.6434±0.0181,0.5701±0.0245,0.5471±0.0237,0.5215±0.0253,0.4939±0.0258,0.5441±0.0110,0.5303±0.0174,0.5171±0.0247,0.5221±0.0222,0.5055±0.0157,0.4855±0.0183,0.4693±0.0439,0.4628±0.0207,0.6030±0.0183,0.5960±0.0268,0.5920±0.0292,0.6176±0.0551,1.0000±0.0000,0.9974±0.0055,0.9793±0.0247,0.8831±0.0585,0.7004±0.0184,0.6853±0.0208,0.6664±0.0210,0.6456±0.0222,0.6393±0.0262,0.6195±0.0256,0.5938±0.0279,0.5655±0.0258,0.7755±0.0253,0.7680±0.0302,0.7610±0.0323,0.7539±0.0360,0.1964±0.0485,0.1596±0.0364,0.1211±0.0353,0.0883±0.0346,0.1964±0.0485,0.1596±0.0364,0.1201±0.0366,0.0857±0.0340
