Algorithm,aabs__0.0,aabs__0.1,aabs__0.2,aabs__0.3,abs__0.0,abs__0.1,abs__0.2,abs__0.3,afrd_pa__0.0,afrd_pa__0.1,afrd_pa__0.2,afrd_pa__0.3,arec__0.0,arec__0.1,arec__0.2,arec__0.3,example_precision_pa__0.0,example_precision_pa__0.1,example_precision_pa__0.2,example_precision_pa__0.3,example_recall_pa__0.0,example_recall_pa__0.1,example_recall_pa__0.2,example_recall_pa__0.3,f1_pa__0.0,f1_pa__0.1,f1_pa__0.2,f1_pa__0.3,hamming_accuracy_pa__0.0,hamming_accuracy_pa__0.1,hamming_accuracy_pa__0.2,hamming_accuracy_pa__0.3,jaccard_pa__0.0,jaccard_pa__0.1,jaccard_pa__0.2,jaccard_pa__0.3,macro_f1_pa__0.0,macro_f1_pa__0.1,macro_f1_pa__0.2,macro_f1_pa__0.3,macro_precision_pa__0.0,macro_precision_pa__0.1,macro_precision_pa__0.2,macro_precision_pa__0.3,macro_recall_pa__0.0,macro_recall_pa__0.1,macro_recall_pa__0.2,macro_recall_pa__0.3,mfrd_pa__0.0,mfrd_pa__0.1,mfrd_pa__0.2,mfrd_pa__0.3,micro_f1_pa__0.0,micro_f1_pa__0.1,micro_f1_pa__0.2,micro_f1_pa__0.3,micro_precision_pa__0.0,micro_precision_pa__0.1,micro_precision_pa__0.2,micro_precision_pa__0.3,micro_recall_pa__0.0,micro_recall_pa__0.1,micro_recall_pa__0.2,micro_recall_pa__0.3,rec__0.0,rec__0.1,rec__0.2,rec__0.3,subset0_1_pa__0.0,subset0_1_pa__0.1,subset0_1_pa__0.2,subset0_1_pa__0.3
PartialOrder__Hamming__2,0.8907±0.0186,0.9004±0.0199,0.9003±0.0216,0.8492±0.0219,0.9816±0.0090,0.9957±0.0061,0.9986±0.0023,0.9953±0.0048,0.3522±0.0463,0.3233±0.0950,0.3565±0.1060,0.4107±0.0708,0.9838±0.0042,0.9834±0.0038,0.9751±0.0058,0.9440±0.0083,0.5304±0.0697,0.5022±0.0618,0.4103±0.0505,0.2427±0.0398,0.5287±0.0701,0.5169±0.0646,0.4560±0.0571,0.3557±0.0434,0.5292±0.0699,0.5068±0.0623,0.4243±0.0520,0.2738±0.0408,0.8531±0.0224,0.8322±0.0249,0.7499±0.0219,0.6281±0.0234,0.5287±0.0701,0.5016±0.0611,0.4091±0.0503,0.2413±0.0401,0.1907±0.0548,0.2044±0.0767,0.1880±0.0574,0.1877±0.0337,0.1865±0.0491,0.2049±0.0862,0.1581±0.0564,0.1308±0.0251,0.2208±0.0610,0.2498±0.0801,0.2784±0.0700,0.4006±0.0881,1.0000±0.0000,0.9735±0.0558,0.9804±0.0338,0.8825±0.0885,0.5884±0.0795,0.5933±0.0582,0.5100±0.0545,0.3431±0.0431,0.5287±0.0701,0.4911±0.0577,0.3821±0.0496,0.2231±0.0323,0.6644±0.0959,0.7521±0.0641,0.7746±0.0832,0.7474±0.0597,0.8763±0.0288,0.8558±0.0294,0.7857±0.0457,0.5924±0.0452,0.5270±0.0706,0.4866±0.0589,0.3661±0.0489,0.1596±0.0386
PartialOrder__Hamming__None,0.8907±0.0186,0.9004±0.0199,0.9002±0.0216,0.8491±0.0221,0.9816±0.0090,0.9957±0.0061,0.9986±0.0023,0.9953±0.0048,0.3503±0.0472,0.3139±0.0938,0.3563±0.1068,0.4118±0.0708,0.9839±0.0043,0.9834±0.0038,0.9748±0.0059,0.9434±0.0087,0.5326±0.0713,0.5038±0.0607,0.4090±0.0495,0.2418±0.0396,0.5331±0.0737,0.5240±0.0632,0.4579±0.0563,0.3570±0.0431,0.5322±0.0722,0.5102±0.0610,0.4239±0.0511,0.2732±0.0404,0.8538±0.0234,0.8325±0.0240,0.7479±0.0212,0.6251±0.0230,0.5309±0.0718,0.5032±0.0600,0.4078±0.0492,0.2404±0.0399,0.1940±0.0566,0.2128±0.0748,0.1890±0.0565,0.1873±0.0333,0.2031±0.0658,0.2145±0.0822,0.1591±0.0555,0.1302±0.0249,0.2226±0.0615,0.2613±0.0793,0.2797±0.0685,0.4031±0.0890,1.0000±0.0000,0.9737±0.0553,0.9804±0.0338,0.8825±0.0885,0.5916±0.0810,0.5970±0.0569,0.5090±0.0545,0.3421±0.0429,0.5305±0.0715,0.4922±0.0567,0.3803±0.0493,0.2221±0.0322,0.6696±0.0966,0.7618±0.0637,0.7767±0.0827,0.7495±0.0597,0.8763±0.0288,0.8548±0.0292,0.7844±0.0457,0.5918±0.0462,0.5270±0.0706,0.4827±0.0589,0.3625±0.0479,0.1586±0.0388
PartialOrder__Subset__2,0.8907±0.0186,0.9004±0.0199,0.9003±0.0216,0.8493±0.0221,0.9816±0.0090,0.9957±0.0061,0.9986±0.0023,0.9953±0.0048,0.3522±0.0463,0.3240±0.0943,0.3573±0.1058,0.4099±0.0720,0.9838±0.0042,0.9835±0.0038,0.9751±0.0058,0.9441±0.0084,0.5304±0.0697,0.5033±0.0612,0.4099±0.0494,0.2440±0.0406,0.5287±0.0701,0.5181±0.0641,0.4553±0.0554,0.3570±0.0436,0.5292±0.0699,0.5079±0.0618,0.4239±0.0507,0.2751±0.0414,0.8531±0.0224,0.8328±0.0237,0.7499±0.0218,0.6285±0.0237,0.5287±0.0701,0.5027±0.0605,0.4087±0.0492,0.2425±0.0409,0.1907±0.0548,0.2045±0.0769,0.1875±0.0566,0.1890±0.0347,0.1865±0.0491,0.2050±0.0863,0.1563±0.0546,0.1317±0.0257,0.2208±0.0610,0.2501±0.0806,0.2781±0.0693,0.4026±0.0894,1.0000±0.0000,0.9785±0.0522,0.9804±0.0338,0.8801±0.0907,0.5884±0.0795,0.5946±0.0579,0.5099±0.0533,0.3444±0.0433,0.5287±0.0701,0.4922±0.0571,0.3819±0.0487,0.2241±0.0325,0.6644±0.0959,0.7539±0.0653,0.7746±0.0825,0.7489±0.0605,0.8763±0.0288,0.8560±0.0297,0.7857±0.0455,0.5930±0.0451,0.5270±0.0706,0.4877±0.0584,0.3661±0.0485,0.1608±0.0402
PartialOrder__Subset__None,0.8907±0.0186,0.9004±0.0199,0.9003±0.0216,0.8491±0.0222,0.9816±0.0090,0.9957±0.0061,0.9986±0.0023,0.9953±0.0048,0.3503±0.0472,0.3139±0.0938,0.3571±0.1065,0.4110±0.0712,0.9839±0.0043,0.9834±0.0038,0.9748±0.0058,0.9435±0.0087,0.5326±0.0713,0.5038±0.0607,0.4083±0.0485,0.2428±0.0401,0.5331±0.0737,0.5240±0.0632,0.4572±0.0547,0.3578±0.0437,0.5322±0.0722,0.5102±0.0610,0.4233±0.0499,0.2741±0.0410,0.8538±0.0234,0.8325±0.0240,0.7477±0.0210,0.6254±0.0232,0.5309±0.0718,0.5032±0.0600,0.4071±0.0482,0.2413±0.0404,0.1940±0.0566,0.2128±0.0748,0.1884±0.0557,0.1882±0.0344,0.2031±0.0658,0.2145±0.0822,0.1572±0.0537,0.1306±0.0256,0.2226±0.0615,0.2613±0.0793,0.2795±0.0677,0.4048±0.0902,1.0000±0.0000,0.9737±0.0553,0.9804±0.0338,0.8807±0.0894,0.5916±0.0810,0.5970±0.0569,0.5087±0.0533,0.3429±0.0435,0.5305±0.0715,0.4922±0.0567,0.3800±0.0484,0.2226±0.0325,0.6696±0.0966,0.7618±0.0637,0.7766±0.0821,0.7506±0.0609,0.8763±0.0288,0.8548±0.0292,0.7842±0.0457,0.5924±0.0457,0.5270±0.0706,0.4827±0.0589,0.3619±0.0476,0.1597±0.0391
PreOrder__Hamming__2,0.8890±0.0185,0.8629±0.0240,0.7878±0.0363,0.5048±0.0418,0.9806±0.0076,0.9881±0.0092,0.9906±0.0080,0.9685±0.0183,0.3569±0.0589,0.3623±0.0891,0.4494±0.0810,0.4819±0.1008,0.9842±0.0044,0.9761±0.0045,0.9484±0.0087,0.8358±0.0131,0.5261±0.0873,0.4767±0.0489,0.3705±0.0385,0.2314±0.0176,0.5261±0.0873,0.4891±0.0471,0.4250±0.0378,0.4544±0.0299,0.5261±0.0873,0.4801±0.0476,0.3866±0.0372,0.2902±0.0194,0.8594±0.0213,0.8248±0.0217,0.7562±0.0182,0.6679±0.0174,0.5261±0.0873,0.4748±0.0476,0.3670±0.0379,0.2288±0.0180,0.1781±0.0652,0.1917±0.0594,0.1682±0.0313,0.1747±0.0281,0.1633±0.0666,0.1950±0.0672,0.1445±0.0389,0.1195±0.0200,0.2152±0.0661,0.2339±0.0591,0.2409±0.0463,0.3853±0.0757,1.0000±0.0000,0.9800±0.0408,0.9883±0.0161,0.9094±0.0461,0.5928±0.0856,0.5580±0.0523,0.4566±0.0422,0.3121±0.0200,0.5244±0.0877,0.4677±0.0487,0.3448±0.0360,0.2058±0.0139,0.6844±0.0829,0.6937±0.0654,0.6775±0.0547,0.6462±0.0400,0.8742±0.0355,0.8014±0.0318,0.5848±0.0655,0.1258±0.0268,0.5261±0.0873,0.4593±0.0491,0.3118±0.0445,0.0822±0.0218
PreOrder__Hamming__None,0.8849±0.0185,0.8577±0.0245,0.7774±0.0380,0.4885±0.0433,0.9795±0.0065,0.9873±0.0108,0.9904±0.0087,0.9654±0.0170,0.3698±0.0691,0.3481±0.0933,0.4378±0.0816,0.4665±0.0893,0.9831±0.0043,0.9754±0.0046,0.9444±0.0096,0.8215±0.0161,0.5166±0.0739,0.4756±0.0504,0.3586±0.0381,0.2241±0.0174,0.5206±0.0770,0.4949±0.0502,0.4302±0.0363,0.4821±0.0285,0.5180±0.0748,0.4813±0.0493,0.3798±0.0361,0.2893±0.0185,0.8556±0.0193,0.8265±0.0203,0.7494±0.0191,0.6510±0.0134,0.5166±0.0739,0.4737±0.0490,0.3553±0.0374,0.2217±0.0179,0.1801±0.0664,0.2049±0.0585,0.1740±0.0353,0.1804±0.0227,0.1769±0.0742,0.2092±0.0659,0.1483±0.0457,0.1227±0.0178,0.2172±0.0665,0.2481±0.0565,0.2544±0.0464,0.4146±0.0720,1.0000±0.0000,0.9778±0.0460,0.9822±0.0222,0.8916±0.0516,0.5866±0.0749,0.5592±0.0563,0.4483±0.0429,0.3094±0.0179,0.5145±0.0741,0.4662±0.0511,0.3335±0.0365,0.2009±0.0127,0.6838±0.0758,0.7012±0.0729,0.6859±0.0549,0.6739±0.0319,0.8650±0.0335,0.7941±0.0317,0.5580±0.0654,0.1030±0.0319,0.5127±0.0715,0.4514±0.0511,0.2869±0.0469,0.0664±0.0194
PreOrder__Subset__2,0.8874±0.0188,0.8623±0.0241,0.7865±0.0364,0.5059±0.0429,0.9806±0.0076,0.9879±0.0097,0.9906±0.0080,0.9691±0.0183,0.3757±0.0568,0.3605±0.0935,0.4504±0.0840,0.4855±0.1009,0.9838±0.0043,0.9762±0.0048,0.9479±0.0086,0.8365±0.0132,0.5212±0.0751,0.4787±0.0536,0.3690±0.0381,0.2326±0.0185,0.5212±0.0751,0.4902±0.0517,0.4224±0.0370,0.4531±0.0293,0.5212±0.0751,0.4818±0.0523,0.3848±0.0367,0.2910±0.0201,0.8580±0.0187,0.8264±0.0216,0.7553±0.0178,0.6684±0.0177,0.5212±0.0751,0.4768±0.0523,0.3657±0.0373,0.2299±0.0189,0.1762±0.0639,0.1918±0.0605,0.1658±0.0333,0.1737±0.0263,0.1606±0.0655,0.1965±0.0684,0.1419±0.0403,0.1191±0.0192,0.2154±0.0659,0.2330±0.0603,0.2382±0.0470,0.3849±0.0736,1.0000±0.0000,0.9849±0.0383,0.9834±0.0253,0.9100±0.0471,0.5913±0.0737,0.5598±0.0581,0.4541±0.0418,0.3126±0.0191,0.5195±0.0756,0.4702±0.0534,0.3435±0.0357,0.2065±0.0132,0.6889±0.0753,0.6941±0.0734,0.6719±0.0546,0.6440±0.0399,0.8702±0.0347,0.8018±0.0341,0.5830±0.0617,0.1274±0.0280,0.5212±0.0751,0.4621±0.0535,0.3118±0.0435,0.0837±0.0222
PreOrder__Subset__None,0.8846±0.0184,0.8585±0.0243,0.7777±0.0380,0.4889±0.0426,0.9785±0.0076,0.9873±0.0107,0.9898±0.0085,0.9673±0.0180,0.3875±0.0645,0.3500±0.0923,0.4420±0.0737,0.4725±0.0961,0.9830±0.0041,0.9754±0.0047,0.9443±0.0098,0.8208±0.0161,0.5139±0.0707,0.4769±0.0512,0.3573±0.0384,0.2228±0.0185,0.5178±0.0741,0.4955±0.0511,0.4290±0.0374,0.4793±0.0293,0.5152±0.0718,0.4823±0.0502,0.3786±0.0366,0.2876±0.0198,0.8547±0.0171,0.8255±0.0214,0.7486±0.0198,0.6495±0.0131,0.5139±0.0707,0.4749±0.0500,0.3541±0.0377,0.2205±0.0187,0.1794±0.0670,0.2041±0.0588,0.1727±0.0385,0.1786±0.0247,0.1759±0.0752,0.2063±0.0688,0.1474±0.0488,0.1214±0.0196,0.2172±0.0665,0.2468±0.0564,0.2536±0.0519,0.4101±0.0709,1.0000±0.0000,0.9804±0.0474,0.9850±0.0217,0.8916±0.0516,0.5843±0.0706,0.5597±0.0551,0.4472±0.0432,0.3078±0.0201,0.5118±0.0709,0.4673±0.0512,0.3331±0.0366,0.1999±0.0145,0.6820±0.0680,0.6996±0.0663,0.6825±0.0565,0.6698±0.0319,0.8640±0.0321,0.7945±0.0336,0.5570±0.0672,0.1033±0.0295,0.5100±0.0681,0.4532±0.0526,0.2857±0.0466,0.0669±0.0191
