Algorithm,aabs__0.0,aabs__0.1,aabs__0.2,aabs__0.3,abs__0.0,abs__0.1,abs__0.2,abs__0.3,afrd_pa__0.0,afrd_pa__0.1,afrd_pa__0.2,afrd_pa__0.3,arec__0.0,arec__0.1,arec__0.2,arec__0.3,example_precision_pa__0.0,example_precision_pa__0.1,example_precision_pa__0.2,example_precision_pa__0.3,example_recall_pa__0.0,example_recall_pa__0.1,example_recall_pa__0.2,example_recall_pa__0.3,f1_pa__0.0,f1_pa__0.1,f1_pa__0.2,f1_pa__0.3,hamming_accuracy_pa__0.0,hamming_accuracy_pa__0.1,hamming_accuracy_pa__0.2,hamming_accuracy_pa__0.3,jaccard_pa__0.0,jaccard_pa__0.1,jaccard_pa__0.2,jaccard_pa__0.3,macro_f1_pa__0.0,macro_f1_pa__0.1,macro_f1_pa__0.2,macro_f1_pa__0.3,macro_precision_pa__0.0,macro_precision_pa__0.1,macro_precision_pa__0.2,macro_precision_pa__0.3,macro_recall_pa__0.0,macro_recall_pa__0.1,macro_recall_pa__0.2,macro_recall_pa__0.3,mfrd_pa__0.0,mfrd_pa__0.1,mfrd_pa__0.2,mfrd_pa__0.3,micro_f1_pa__0.0,micro_f1_pa__0.1,micro_f1_pa__0.2,micro_f1_pa__0.3,micro_precision_pa__0.0,micro_precision_pa__0.1,micro_precision_pa__0.2,micro_precision_pa__0.3,micro_recall_pa__0.0,micro_recall_pa__0.1,micro_recall_pa__0.2,micro_recall_pa__0.3,rec__0.0,rec__0.1,rec__0.2,rec__0.3,subset0_1_pa__0.0,subset0_1_pa__0.1,subset0_1_pa__0.2,subset0_1_pa__0.3
PartialOrder__Hamming__2,0.6252±0.0173,0.6455±0.0180,0.5939±0.0205,0.4178±0.0124,0.8934±0.0142,0.9691±0.0044,0.9952±0.0010,0.9907±0.0033,0.6530±0.0395,0.6567±0.0611,0.4996±0.0452,0.3399±0.0175,0.9561±0.0015,0.9440±0.0038,0.9009±0.0070,0.7875±0.0074,0.5174±0.0350,0.4610±0.0302,0.3564±0.0243,0.1966±0.0079,0.5415±0.0353,0.5390±0.0308,0.5535±0.0233,0.5546±0.0121,0.5190±0.0344,0.4818±0.0303,0.4122±0.0235,0.2787±0.0092,0.8825±0.0077,0.8421±0.0056,0.7563±0.0082,0.6350±0.0054,0.4973±0.0326,0.4462±0.0306,0.3474±0.0237,0.1933±0.0079,0.2763±0.0435,0.2446±0.0348,0.2300±0.0063,0.1784±0.0041,0.3300±0.0900,0.2115±0.0270,0.1652±0.0054,0.1181±0.0024,0.2937±0.0347,0.3113±0.0434,0.4340±0.0234,0.4903±0.0152,1.0000±0.0000,0.9980±0.0024,0.9282±0.0063,0.7440±0.0454,0.5776±0.0245,0.5490±0.0247,0.4493±0.0201,0.2953±0.0085,0.5048±0.0268,0.4407±0.0219,0.3188±0.0167,0.1853±0.0057,0.6753±0.0215,0.7279±0.0296,0.7608±0.0213,0.7261±0.0168,0.5908±0.0149,0.4601±0.0335,0.2263±0.0394,0.0209±0.0048,0.4332±0.0275,0.3427±0.0332,0.1759±0.0236,0.0178±0.0036
PartialOrder__Hamming__None,0.6254±0.0173,0.6456±0.0180,0.5940±0.0204,0.4176±0.0124,0.8934±0.0148,0.9694±0.0042,0.9952±0.0010,0.9910±0.0038,0.6535±0.0381,0.6523±0.0665,0.4983±0.0444,0.3384±0.0179,0.9552±0.0018,0.9433±0.0036,0.8979±0.0069,0.7800±0.0088,0.5111±0.0378,0.4586±0.0280,0.3487±0.0231,0.1921±0.0087,0.5490±0.0361,0.5491±0.0296,0.5596±0.0202,0.5619±0.0123,0.5177±0.0368,0.4838±0.0285,0.4082±0.0220,0.2750±0.0103,0.8799±0.0092,0.8400±0.0052,0.7486±0.0074,0.6223±0.0072,0.4921±0.0362,0.4448±0.0287,0.3405±0.0231,0.1890±0.0089,0.2750±0.0447,0.2488±0.0379,0.2276±0.0074,0.1768±0.0050,0.3196±0.0896,0.2115±0.0303,0.1618±0.0056,0.1162±0.0032,0.2989±0.0352,0.3216±0.0479,0.4412±0.0314,0.5022±0.0135,1.0000±0.0000,0.9979±0.0025,0.9226±0.0083,0.7208±0.0499,0.5762±0.0270,0.5506±0.0227,0.4445±0.0185,0.2912±0.0100,0.4974±0.0296,0.4377±0.0200,0.3125±0.0154,0.1814±0.0066,0.6852±0.0228,0.7421±0.0277,0.7697±0.0182,0.7372±0.0209,0.5786±0.0201,0.4511±0.0318,0.2144±0.0407,0.0187±0.0052,0.4162±0.0351,0.3317±0.0310,0.1632±0.0253,0.0155±0.0040
PartialOrder__Subset__2,0.6257±0.0174,0.6458±0.0179,0.5944±0.0204,0.4182±0.0125,0.8934±0.0142,0.9694±0.0042,0.9952±0.0010,0.9910±0.0030,0.6543±0.0377,0.6563±0.0619,0.4987±0.0451,0.3340±0.0162,0.9560±0.0016,0.9439±0.0039,0.9009±0.0069,0.7876±0.0074,0.5165±0.0352,0.4609±0.0301,0.3562±0.0240,0.1966±0.0076,0.5372±0.0364,0.5370±0.0312,0.5509±0.0234,0.5544±0.0099,0.5168±0.0350,0.4809±0.0303,0.4114±0.0233,0.2786±0.0086,0.8820±0.0080,0.8418±0.0055,0.7560±0.0082,0.6351±0.0052,0.4958±0.0332,0.4454±0.0303,0.3470±0.0233,0.1930±0.0076,0.2740±0.0438,0.2440±0.0350,0.2296±0.0069,0.1788±0.0042,0.3281±0.0904,0.2112±0.0272,0.1650±0.0060,0.1184±0.0025,0.2904±0.0346,0.3100±0.0435,0.4328±0.0243,0.4943±0.0115,1.0000±0.0000,0.9980±0.0024,0.9280±0.0062,0.7415±0.0466,0.5748±0.0255,0.5475±0.0249,0.4483±0.0201,0.2953±0.0081,0.5040±0.0277,0.4401±0.0220,0.3184±0.0167,0.1853±0.0054,0.6692±0.0224,0.7245±0.0300,0.7574±0.0214,0.7257±0.0170,0.5911±0.0155,0.4597±0.0328,0.2270±0.0392,0.0209±0.0052,0.4336±0.0280,0.3423±0.0319,0.1765±0.0232,0.0178±0.0042
PartialOrder__Subset__None,0.6256±0.0172,0.6459±0.0180,0.5944±0.0202,0.4179±0.0126,0.8934±0.0148,0.9694±0.0042,0.9952±0.0010,0.9907±0.0036,0.6543±0.0364,0.6520±0.0667,0.4973±0.0437,0.3374±0.0184,0.9550±0.0016,0.9432±0.0036,0.8976±0.0068,0.7799±0.0087,0.5100±0.0366,0.4583±0.0278,0.3475±0.0233,0.1918±0.0087,0.5472±0.0347,0.5483±0.0295,0.5572±0.0207,0.5608±0.0115,0.5164±0.0356,0.4834±0.0284,0.4067±0.0222,0.2744±0.0100,0.8795±0.0088,0.8397±0.0055,0.7478±0.0074,0.6220±0.0069,0.4910±0.0351,0.4443±0.0286,0.3394±0.0232,0.1885±0.0087,0.2737±0.0438,0.2484±0.0381,0.2271±0.0075,0.1766±0.0047,0.3180±0.0886,0.2112±0.0304,0.1614±0.0057,0.1161±0.0030,0.2976±0.0341,0.3209±0.0481,0.4405±0.0318,0.5012±0.0123,1.0000±0.0000,0.9979±0.0026,0.9226±0.0083,0.7204±0.0522,0.5748±0.0257,0.5498±0.0228,0.4430±0.0186,0.2906±0.0095,0.4965±0.0286,0.4372±0.0201,0.3116±0.0153,0.1811±0.0062,0.6828±0.0210,0.7407±0.0275,0.7668±0.0190,0.7360±0.0203,0.5782±0.0191,0.4504±0.0319,0.2144±0.0407,0.0187±0.0056,0.4157±0.0340,0.3309±0.0310,0.1632±0.0253,0.0155±0.0048
PreOrder__Hamming__2,0.6158±0.0176,0.5686±0.0212,0.4256±0.0186,0.1604±0.0070,0.8802±0.0149,0.9321±0.0100,0.9540±0.0061,0.8113±0.0179,0.6299±0.0551,0.6307±0.0657,0.6028±0.0339,0.3791±0.0535,0.9545±0.0021,0.9353±0.0024,0.8781±0.0055,0.7342±0.0064,0.5279±0.0329,0.4560±0.0114,0.3386±0.0173,0.1947±0.0098,0.5400±0.0310,0.5309±0.0154,0.5721±0.0163,0.6423±0.0148,0.5230±0.0314,0.4743±0.0124,0.4026±0.0152,0.2873±0.0101,0.8811±0.0105,0.8499±0.0037,0.7879±0.0053,0.6834±0.0055,0.5003±0.0304,0.4353±0.0125,0.3255±0.0156,0.1896±0.0096,0.2667±0.0270,0.2349±0.0316,0.2042±0.0105,0.1739±0.0041,0.3058±0.0434,0.2145±0.0381,0.1493±0.0085,0.1160±0.0027,0.2837±0.0222,0.2852±0.0334,0.3406±0.0242,0.4490±0.0445,1.0000±0.0000,1.0000±0.0000,0.9565±0.0107,0.7726±0.0320,0.5735±0.0245,0.5274±0.0140,0.4246±0.0141,0.2843±0.0068,0.5128±0.0280,0.4334±0.0076,0.3038±0.0098,0.1796±0.0051,0.6508±0.0190,0.6739±0.0298,0.7049±0.0254,0.6827±0.0120,0.5860±0.0196,0.4124±0.0204,0.1394±0.0229,0.0074±0.0038,0.4331±0.0291,0.3227±0.0163,0.1263±0.0187,0.0074±0.0038
PreOrder__Hamming__None,0.6142±0.0182,0.5694±0.0208,0.4274±0.0179,0.1670±0.0071,0.8793±0.0155,0.9321±0.0100,0.9556±0.0047,0.8303±0.0168,0.6299±0.0542,0.6292±0.0686,0.5752±0.0330,0.3327±0.0400,0.9532±0.0021,0.9335±0.0026,0.8663±0.0060,0.6874±0.0090,0.5211±0.0354,0.4474±0.0129,0.3131±0.0159,0.1708±0.0064,0.5548±0.0335,0.5467±0.0163,0.5894±0.0154,0.6911±0.0158,0.5242±0.0337,0.4746±0.0139,0.3876±0.0143,0.2661±0.0079,0.8782±0.0109,0.8454±0.0047,0.7666±0.0056,0.6248±0.0078,0.4956±0.0326,0.4292±0.0143,0.3033±0.0154,0.1679±0.0067,0.2678±0.0262,0.2381±0.0325,0.2017±0.0087,0.1705±0.0023,0.2942±0.0471,0.2110±0.0381,0.1429±0.0066,0.1105±0.0015,0.2915±0.0207,0.2980±0.0345,0.3677±0.0218,0.5125±0.0432,1.0000±0.0000,1.0000±0.0000,0.9444±0.0173,0.7024±0.0777,0.5745±0.0251,0.5288±0.0158,0.4105±0.0139,0.2670±0.0072,0.5036±0.0291,0.4258±0.0102,0.2855±0.0095,0.1629±0.0051,0.6690±0.0179,0.6978±0.0302,0.7300±0.0263,0.7393±0.0110,0.5695±0.0205,0.3912±0.0205,0.1075±0.0242,0.0019±0.0012,0.4114±0.0310,0.2981±0.0181,0.0939±0.0199,0.0019±0.0012
PreOrder__Subset__2,0.6190±0.0176,0.5696±0.0214,0.4273±0.0184,0.1636±0.0067,0.8835±0.0164,0.9321±0.0100,0.9543±0.0062,0.8200±0.0136,0.6315±0.0574,0.6345±0.0609,0.6017±0.0342,0.3724±0.0467,0.9550±0.0023,0.9357±0.0025,0.8791±0.0052,0.7381±0.0061,0.5308±0.0327,0.4570±0.0139,0.3410±0.0170,0.1971±0.0097,0.5365±0.0329,0.5238±0.0159,0.5668±0.0186,0.6334±0.0150,0.5237±0.0318,0.4723±0.0141,0.4030±0.0157,0.2886±0.0101,0.8815±0.0107,0.8505±0.0036,0.7890±0.0052,0.6869±0.0053,0.5031±0.0300,0.4356±0.0151,0.3274±0.0157,0.1918±0.0095,0.2647±0.0317,0.2296±0.0253,0.2041±0.0098,0.1750±0.0039,0.2942±0.0579,0.2090±0.0321,0.1498±0.0079,0.1172±0.0026,0.2812±0.0269,0.2779±0.0257,0.3380±0.0234,0.4495±0.0417,1.0000±0.0000,1.0000±0.0000,0.9563±0.0107,0.7500±0.0442,0.5735±0.0260,0.5254±0.0139,0.4245±0.0150,0.2845±0.0067,0.5160±0.0287,0.4344±0.0086,0.3047±0.0102,0.1803±0.0051,0.6457±0.0216,0.6652±0.0284,0.6993±0.0285,0.6740±0.0103,0.5943±0.0188,0.4189±0.0237,0.1442±0.0232,0.0093±0.0044,0.4422±0.0259,0.3299±0.0213,0.1312±0.0191,0.0093±0.0044
PreOrder__Subset__None,0.6166±0.0180,0.5706±0.0211,0.4288±0.0178,0.1701±0.0066,0.8796±0.0144,0.9324±0.0097,0.9559±0.0047,0.8352±0.0178,0.6299±0.0551,0.6291±0.0673,0.5743±0.0311,0.3302±0.0412,0.9535±0.0023,0.9336±0.0026,0.8665±0.0063,0.6887±0.0093,0.5215±0.0360,0.4476±0.0129,0.3130±0.0165,0.1712±0.0070,0.5545±0.0344,0.5454±0.0170,0.5880±0.0160,0.6903±0.0167,0.5244±0.0344,0.4741±0.0141,0.3871±0.0150,0.2664±0.0089,0.8783±0.0115,0.8453±0.0048,0.7663±0.0059,0.6250±0.0084,0.4960±0.0332,0.4291±0.0144,0.3032±0.0162,0.1684±0.0074,0.2682±0.0269,0.2380±0.0324,0.2020±0.0089,0.1713±0.0023,0.2952±0.0481,0.2112±0.0383,0.1430±0.0070,0.1110±0.0015,0.2917±0.0216,0.2974±0.0341,0.3678±0.0209,0.5198±0.0430,1.0000±0.0000,1.0000±0.0000,0.9442±0.0178,0.7001±0.0780,0.5751±0.0258,0.5284±0.0161,0.4104±0.0152,0.2677±0.0079,0.5044±0.0295,0.4258±0.0103,0.2854±0.0104,0.1635±0.0056,0.6692±0.0188,0.6964±0.0311,0.7297±0.0282,0.7388±0.0117,0.5721±0.0212,0.3921±0.0213,0.1078±0.0247,0.0023±0.0016,0.4121±0.0308,0.2990±0.0188,0.0942±0.0203,0.0023±0.0016
