Algorithm,aabs__0.0,aabs__0.1,aabs__0.2,aabs__0.3,abs__0.0,abs__0.1,abs__0.2,abs__0.3,afrd_pa__0.0,afrd_pa__0.1,afrd_pa__0.2,afrd_pa__0.3,arec__0.0,arec__0.1,arec__0.2,arec__0.3,example_precision_pa__0.0,example_precision_pa__0.1,example_precision_pa__0.2,example_precision_pa__0.3,example_recall_pa__0.0,example_recall_pa__0.1,example_recall_pa__0.2,example_recall_pa__0.3,f1_pa__0.0,f1_pa__0.1,f1_pa__0.2,f1_pa__0.3,hamming_accuracy_pa__0.0,hamming_accuracy_pa__0.1,hamming_accuracy_pa__0.2,hamming_accuracy_pa__0.3,jaccard_pa__0.0,jaccard_pa__0.1,jaccard_pa__0.2,jaccard_pa__0.3,macro_f1_pa__0.0,macro_f1_pa__0.1,macro_f1_pa__0.2,macro_f1_pa__0.3,macro_precision_pa__0.0,macro_precision_pa__0.1,macro_precision_pa__0.2,macro_precision_pa__0.3,macro_recall_pa__0.0,macro_recall_pa__0.1,macro_recall_pa__0.2,macro_recall_pa__0.3,mfrd_pa__0.0,mfrd_pa__0.1,mfrd_pa__0.2,mfrd_pa__0.3,micro_f1_pa__0.0,micro_f1_pa__0.1,micro_f1_pa__0.2,micro_f1_pa__0.3,micro_precision_pa__0.0,micro_precision_pa__0.1,micro_precision_pa__0.2,micro_precision_pa__0.3,micro_recall_pa__0.0,micro_recall_pa__0.1,micro_recall_pa__0.2,micro_recall_pa__0.3,rec__0.0,rec__0.1,rec__0.2,rec__0.3,subset0_1_pa__0.0,subset0_1_pa__0.1,subset0_1_pa__0.2,subset0_1_pa__0.3
PartialOrder__Hamming__2,0.0733±0.0043,0.0996±0.0054,0.0726±0.0102,0.0473±0.0101,0.1606±0.0231,0.5603±0.0354,0.5245±0.0412,0.3384±0.0634,0.1970±0.0116,0.2125±0.0207,0.2571±0.0122,0.2995±0.0241,0.9708±0.0125,0.9484±0.0011,0.8548±0.0067,0.7336±0.0009,0.5704±0.1441,0.4474±0.0242,0.1962±0.0141,0.0901±0.0077,0.8787±0.0156,0.8862±0.0153,0.8719±0.0137,0.8012±0.0397,0.6537±0.1053,0.5498±0.0197,0.2937±0.0142,0.1547±0.0084,0.9685±0.0133,0.9427±0.0012,0.8434±0.0073,0.7203±0.0023,0.5544±0.1373,0.4380±0.0222,0.1932±0.0134,0.0895±0.0078,0.3935±0.0328,0.2394±0.0154,0.1519±0.0083,0.0998±0.0026,0.3716±0.0304,0.1801±0.0105,0.1017±0.0066,0.0629±0.0017,0.4565±0.0471,0.4300±0.0589,0.4329±0.0301,0.4063±0.0321,1.0000±0.0000,0.9738±0.0056,0.9075±0.0187,0.7904±0.0196,0.6357±0.1011,0.4806±0.0115,0.2454±0.0079,0.1406±0.0052,0.5087±0.1319,0.3282±0.0105,0.1429±0.0054,0.0771±0.0028,0.8853±0.0183,0.8984±0.0162,0.8694±0.0118,0.7984±0.0407,0.2985±0.2072,0.1850±0.0275,0.0317±0.0104,0.0082±0.0069,0.2920±0.2025,0.1800±0.0264,0.0267±0.0104,0.0061±0.0075
PartialOrder__Hamming__None,0.0734±0.0043,0.1020±0.0057,0.0751±0.0104,0.0485±0.0099,0.1636±0.0200,0.5767±0.0320,0.5551±0.0403,0.3619±0.0549,0.1866±0.0201,0.2142±0.0176,0.2792±0.0167,0.3374±0.0138,0.9671±0.0152,0.9211±0.0031,0.8014±0.0098,0.6621±0.0062,0.5381±0.1536,0.3461±0.0313,0.1556±0.0150,0.0789±0.0071,0.8874±0.0131,0.8963±0.0119,0.8933±0.0171,0.8569±0.0261,0.6315±0.1158,0.4547±0.0262,0.2414±0.0156,0.1373±0.0071,0.9646±0.0163,0.9121±0.0037,0.7853±0.0100,0.6449±0.0045,0.5243±0.1469,0.3395±0.0282,0.1532±0.0139,0.0786±0.0070,0.3931±0.0310,0.2051±0.0117,0.1305±0.0060,0.0916±0.0020,0.3642±0.0279,0.1465±0.0088,0.0839±0.0046,0.0559±0.0015,0.4707±0.0514,0.4456±0.0573,0.4611±0.0246,0.4612±0.0370,1.0000±0.0000,0.9559±0.0127,0.8546±0.0205,0.7174±0.0121,0.6141±0.1078,0.3801±0.0146,0.1964±0.0090,0.1220±0.0034,0.4795±0.1290,0.2404±0.0118,0.1104±0.0057,0.0657±0.0019,0.8964±0.0161,0.9095±0.0143,0.8926±0.0108,0.8598±0.0269,0.2515±0.2071,0.1094±0.0281,0.0245±0.0113,0.0082±0.0069,0.2444±0.2018,0.1039±0.0270,0.0195±0.0114,0.0061±0.0075
PartialOrder__Subset__2,0.0734±0.0043,0.1001±0.0053,0.0731±0.0101,0.0476±0.0103,0.1626±0.0242,0.5624±0.0361,0.5245±0.0399,0.3404±0.0651,0.2019±0.0136,0.2179±0.0264,0.2621±0.0165,0.2926±0.0236,0.9692±0.0151,0.9499±0.0011,0.8562±0.0061,0.7353±0.0008,0.5599±0.1652,0.4540±0.0264,0.1948±0.0147,0.0900±0.0076,0.8741±0.0188,0.8841±0.0172,0.8666±0.0118,0.7981±0.0399,0.6434±0.1211,0.5556±0.0219,0.2924±0.0144,0.1547±0.0081,0.9668±0.0161,0.9443±0.0013,0.8448±0.0067,0.7221±0.0022,0.5423±0.1576,0.4446±0.0247,0.1918±0.0139,0.0895±0.0076,0.3954±0.0335,0.2419±0.0174,0.1510±0.0079,0.1004±0.0022,0.3800±0.0321,0.1831±0.0118,0.1011±0.0060,0.0633±0.0014,0.4534±0.0483,0.4271±0.0617,0.4240±0.0267,0.4121±0.0342,1.0000±0.0000,0.9737±0.0057,0.9073±0.0154,0.7837±0.0279,0.6270±0.1145,0.4872±0.0130,0.2461±0.0080,0.1411±0.0049,0.5033±0.1465,0.3348±0.0114,0.1435±0.0054,0.0774±0.0026,0.8793±0.0226,0.8950±0.0187,0.8644±0.0121,0.7967±0.0394,0.2822±0.2376,0.1902±0.0288,0.0307±0.0111,0.0082±0.0069,0.2758±0.2330,0.1852±0.0283,0.0257±0.0107,0.0061±0.0075
PartialOrder__Subset__None,0.0736±0.0043,0.1025±0.0057,0.0758±0.0100,0.0489±0.0101,0.1657±0.0202,0.5757±0.0301,0.5654±0.0352,0.3670±0.0580,0.1865±0.0200,0.2192±0.0218,0.2800±0.0162,0.3375±0.0104,0.9672±0.0151,0.9208±0.0030,0.8005±0.0094,0.6587±0.0060,0.5382±0.1534,0.3459±0.0319,0.1549±0.0150,0.0783±0.0070,0.8881±0.0135,0.8958±0.0125,0.8887±0.0179,0.8560±0.0274,0.6317±0.1155,0.4543±0.0267,0.2403±0.0154,0.1363±0.0068,0.9647±0.0162,0.9117±0.0036,0.7841±0.0096,0.6412±0.0039,0.5244±0.1466,0.3394±0.0288,0.1526±0.0139,0.0780±0.0069,0.3932±0.0310,0.2044±0.0126,0.1290±0.0058,0.0909±0.0016,0.3642±0.0279,0.1462±0.0096,0.0828±0.0045,0.0555±0.0013,0.4710±0.0515,0.4434±0.0589,0.4584±0.0278,0.4575±0.0522,1.0000±0.0000,0.9571±0.0146,0.8510±0.0197,0.7163±0.0127,0.6146±0.1072,0.3790±0.0144,0.1947±0.0086,0.1208±0.0025,0.4797±0.1287,0.2396±0.0115,0.1094±0.0054,0.0650±0.0015,0.8980±0.0164,0.9079±0.0160,0.8876±0.0131,0.8598±0.0270,0.2515±0.2071,0.1094±0.0281,0.0245±0.0113,0.0082±0.0069,0.2444±0.2018,0.1039±0.0270,0.0195±0.0114,0.0061±0.0075
PreOrder__Hamming__2,0.0735±0.0044,0.0775±0.0046,0.0380±0.0068,0.0118±0.0055,0.1340±0.0115,0.3558±0.0240,0.2668±0.0297,0.1186±0.0197,0.1978±0.0115,0.2247±0.0259,0.2566±0.0177,0.2950±0.0196,0.9710±0.0125,0.9515±0.0013,0.8738±0.0074,0.7746±0.0016,0.5749±0.1469,0.4615±0.0205,0.2233±0.0229,0.1039±0.0082,0.8755±0.0160,0.8758±0.0179,0.8543±0.0125,0.7731±0.0367,0.6555±0.1066,0.5599±0.0173,0.3223±0.0220,0.1752±0.0095,0.9688±0.0134,0.9474±0.0013,0.8688±0.0082,0.7720±0.0020,0.5567±0.1392,0.4488±0.0198,0.2187±0.0215,0.1024±0.0085,0.3953±0.0339,0.2407±0.0158,0.1592±0.0099,0.1077±0.0020,0.3760±0.0328,0.1839±0.0100,0.1090±0.0076,0.0695±0.0012,0.4556±0.0476,0.4170±0.0600,0.4128±0.0214,0.3772±0.0280,1.0000±0.0000,0.9812±0.0056,0.9201±0.0140,0.8308±0.0160,0.6374±0.1024,0.4926±0.0112,0.2689±0.0129,0.1582±0.0053,0.5129±0.1351,0.3419±0.0100,0.1599±0.0089,0.0882±0.0028,0.8806±0.0197,0.8819±0.0181,0.8472±0.0165,0.7677±0.0379,0.3016±0.2111,0.1942±0.0292,0.0378±0.0135,0.0041±0.0060,0.2952±0.2066,0.1884±0.0285,0.0358±0.0151,0.0041±0.0060
PreOrder__Hamming__None,0.0736±0.0044,0.0761±0.0043,0.0398±0.0067,0.0129±0.0055,0.1350±0.0096,0.3282±0.0176,0.2985±0.0248,0.1431±0.0238,0.1906±0.0119,0.2306±0.0215,0.2727±0.0177,0.3602±0.0206,0.9675±0.0150,0.9197±0.0025,0.8007±0.0093,0.6199±0.0110,0.5415±0.1540,0.3422±0.0247,0.1508±0.0120,0.0700±0.0049,0.8844±0.0128,0.8874±0.0147,0.8871±0.0165,0.8705±0.0219,0.6332±0.1141,0.4484±0.0200,0.2373±0.0128,0.1257±0.0066,0.9650±0.0161,0.9131±0.0028,0.7924±0.0106,0.6149±0.0120,0.5264±0.1461,0.3337±0.0209,0.1486±0.0113,0.0696±0.0049,0.3933±0.0290,0.2006±0.0098,0.1292±0.0065,0.0863±0.0025,0.3672±0.0266,0.1442±0.0067,0.0832±0.0048,0.0521±0.0018,0.4659±0.0498,0.4267±0.0558,0.4573±0.0215,0.4768±0.0513,1.0000±0.0000,0.9547±0.0192,0.8562±0.0162,0.6693±0.0295,0.6163±0.1062,0.3734±0.0118,0.1952±0.0081,0.1120±0.0037,0.4843±0.1312,0.2359±0.0091,0.1097±0.0050,0.0599±0.0021,0.8916±0.0173,0.8961±0.0164,0.8851±0.0225,0.8685±0.0205,0.2546±0.2110,0.1053±0.0221,0.0174±0.0076,0.0010±0.0020,0.2476±0.2058,0.0988±0.0225,0.0154±0.0079,0.0010±0.0020
PreOrder__Subset__2,0.0739±0.0046,0.0761±0.0045,0.0387±0.0070,0.0122±0.0055,0.1350±0.0116,0.3313±0.0165,0.2740±0.0328,0.1217±0.0177,0.2070±0.0058,0.2241±0.0272,0.2729±0.0247,0.2931±0.0197,0.9693±0.0150,0.9560±0.0013,0.8825±0.0063,0.7886±0.0010,0.5628±0.1664,0.4929±0.0174,0.2415±0.0235,0.1105±0.0088,0.8687±0.0187,0.8698±0.0170,0.8402±0.0126,0.7715±0.0419,0.6431±0.1197,0.5841±0.0151,0.3394±0.0217,0.1847±0.0108,0.9670±0.0160,0.9524±0.0013,0.8778±0.0070,0.7860±0.0018,0.5422±0.1559,0.4790±0.0175,0.2361±0.0228,0.1089±0.0091,0.3949±0.0331,0.2482±0.0174,0.1613±0.0112,0.1110±0.0018,0.3862±0.0356,0.1922±0.0116,0.1118±0.0085,0.0722±0.0008,0.4482±0.0480,0.4144±0.0606,0.3896±0.0229,0.3739±0.0299,1.0000±0.0000,0.9801±0.0056,0.9245±0.0129,0.8482±0.0123,0.6268±0.1125,0.5155±0.0096,0.2796±0.0127,0.1663±0.0062,0.5061±0.1463,0.3654±0.0092,0.1681±0.0089,0.0933±0.0034,0.8713±0.0229,0.8759±0.0169,0.8329±0.0200,0.7643±0.0389,0.2822±0.2346,0.2321±0.0256,0.0531±0.0163,0.0041±0.0060,0.2759±0.2298,0.2266±0.0255,0.0512±0.0181,0.0041±0.0060
PreOrder__Subset__None,0.0738±0.0045,0.0770±0.0043,0.0411±0.0065,0.0139±0.0056,0.1350±0.0096,0.3364±0.0154,0.3200±0.0303,0.1666±0.0227,0.1906±0.0119,0.2323±0.0190,0.2756±0.0183,0.3472±0.0188,0.9675±0.0150,0.9204±0.0025,0.8027±0.0094,0.6266±0.0079,0.5415±0.1540,0.3436±0.0252,0.1516±0.0123,0.0699±0.0046,0.8844±0.0128,0.8853±0.0140,0.8871±0.0164,0.8572±0.0332,0.6332±0.1141,0.4494±0.0208,0.2383±0.0132,0.1255±0.0062,0.9650±0.0161,0.9138±0.0029,0.7942±0.0106,0.6213±0.0085,0.5264±0.1461,0.3350±0.0213,0.1494±0.0116,0.0695±0.0047,0.3932±0.0289,0.2008±0.0106,0.1298±0.0069,0.0860±0.0020,0.3669±0.0264,0.1447±0.0077,0.0836±0.0051,0.0521±0.0015,0.4659±0.0498,0.4249±0.0554,0.4533±0.0306,0.4616±0.0549,1.0000±0.0000,0.9558±0.0181,0.8582±0.0125,0.6765±0.0315,0.6163±0.1062,0.3748±0.0119,0.1968±0.0085,0.1121±0.0032,0.4843±0.1312,0.2372±0.0093,0.1107±0.0053,0.0600±0.0018,0.8916±0.0173,0.8936±0.0139,0.8851±0.0205,0.8554±0.0283,0.2546±0.2110,0.1063±0.0206,0.0174±0.0076,0.0010±0.0020,0.2476±0.2058,0.0998±0.0211,0.0154±0.0079,0.0010±0.0020
