Base_Learner,Algorithm,Metric,Mean,Std
RF,CLR,hamming_accuracy,0.6604204204204204,0.014813543218430413
RF,CLR,subset0_1,0.06378378378378378,0.020844907912042625
RF,CLR,f1,0.4248883168883167,0.034641425845041374
XGBoost,CLR,hamming_accuracy,0.6567567567567568,0.014912563384907077
XGBoost,CLR,subset0_1,0.07783783783783785,0.017996383407832467
XGBoost,CLR,f1,0.47766995566995535,0.02334569346971035
ETC,CLR,hamming_accuracy,0.6598198198198199,0.012867999270478868
ETC,CLR,subset0_1,0.07531531531531531,0.017631898843567664
ETC,CLR,f1,0.43259659659659633,0.03297992245689159
LightGBM,CLR,hamming_accuracy,0.6521321321321321,0.013448089878925635
LightGBM,CLR,subset0_1,0.0681081081081081,0.020556339743353746
LightGBM,CLR,f1,0.4636590876590874,0.026611822447906528
