Base_Learner,Algorithm,Metric,Mean,Std
RF,CLR,hamming_accuracy,0.7652437924322271,0.014232974421035114
RF,CLR,subset0_1,0.15286711294687366,0.04024842905088273
RF,CLR,f1,0.3420215543844655,0.0422737087713288
XGBoost,CLR,hamming_accuracy,0.7844352656316764,0.010390128058173725
XGBoost,CLR,subset0_1,0.21283292978208235,0.028024498803418375
XGBoost,CLR,f1,0.4851025969709915,0.030225486369837018
ETC,CLR,hamming_accuracy,0.7615225751317476,0.012175870830768609
ETC,CLR,subset0_1,0.13126335279874662,0.038693564646215796
ETC,CLR,f1,0.31891487442434596,0.03829980310320129
LightGBM,CLR,hamming_accuracy,0.7817438161705361,0.012548915716388146
LightGBM,CLR,subset0_1,0.20413616293975217,0.03907182983529615
LightGBM,CLR,f1,0.45705388596116386,0.033440069853575054
