Base_Learner,Algorithm,Metric,Mean,Std
RF,CLR,hamming_accuracy,0.8004219899341851,0.0143941674334729
RF,CLR,subset0_1,0.042439024390243905,0.0390903292263598
RF,CLR,f1,0.05486256291134341,0.04751219232065477
XGBoost,CLR,hamming_accuracy,0.7654084397986837,0.022580828697646223
XGBoost,CLR,subset0_1,0.11993031358885017,0.051828120178449476
XGBoost,CLR,f1,0.24251567944250868,0.07343259944767447
ETC,CLR,hamming_accuracy,0.8022377080913666,0.013319015605703675
ETC,CLR,subset0_1,0.06494773519163761,0.06453066192882419
ETC,CLR,f1,0.10006946518444776,0.07914234617878317
LightGBM,CLR,hamming_accuracy,0.7790708478513356,0.024882753017955447
LightGBM,CLR,subset0_1,0.11995354239256681,0.048363652372077785
LightGBM,CLR,f1,0.22102206736353078,0.058017712389013126
