Base_Learner,Algorithm,Metric,Mean,Std
RF,CLR,hamming_accuracy,0.6772972972972974,0.01585016732974631
RF,CLR,subset0_1,0.0727927927927928,0.03003339320506614
RF,CLR,f1,0.47712512512512484,0.024992028625068836
XGBoost,CLR,hamming_accuracy,0.6765765765765765,0.013496819852398922
XGBoost,CLR,subset0_1,0.10486486486486486,0.02004458952817784
XGBoost,CLR,f1,0.5226775346775342,0.02034981035913121
ETC,CLR,hamming_accuracy,0.6786186186186185,0.011811234949691008
ETC,CLR,subset0_1,0.08036036036036036,0.022055702699963035
ETC,CLR,f1,0.48878364078364045,0.023235615275046802
LightGBM,CLR,hamming_accuracy,0.6733333333333333,0.014471109723176858
LightGBM,CLR,subset0_1,0.09873873873873874,0.027024624517841694
LightGBM,CLR,f1,0.505337623337623,0.027863293742091465
