Algorithm,afrd__0.0,afrd__0.1,afrd__0.2,afrd__0.3,example_precision__0.0,example_precision__0.1,example_precision__0.2,example_precision__0.3,example_recall__0.0,example_recall__0.1,example_recall__0.2,example_recall__0.3,f1__0.0,f1__0.1,f1__0.2,f1__0.3,hamming_accuracy__0.0,hamming_accuracy__0.1,hamming_accuracy__0.2,hamming_accuracy__0.3,jaccard__0.0,jaccard__0.1,jaccard__0.2,jaccard__0.3,macro_f1__0.0,macro_f1__0.1,macro_f1__0.2,macro_f1__0.3,macro_precision__0.0,macro_precision__0.1,macro_precision__0.2,macro_precision__0.3,macro_recall__0.0,macro_recall__0.1,macro_recall__0.2,macro_recall__0.3,mfrd__0.0,mfrd__0.1,mfrd__0.2,mfrd__0.3,micro_f1__0.0,micro_f1__0.1,micro_f1__0.2,micro_f1__0.3,micro_precision__0.0,micro_precision__0.1,micro_precision__0.2,micro_precision__0.3,micro_recall__0.0,micro_recall__0.1,micro_recall__0.2,micro_recall__0.3,subset0_1__0.0,subset0_1__0.1,subset0_1__0.2,subset0_1__0.3
PartialOrder__Hamming__2,0.1286±0.0172,0.1455±0.0124,0.2171±0.0207,0.2934±0.0339,0.6483±0.0218,0.5894±0.0122,0.5005±0.0156,0.4427±0.0073,0.7787±0.0492,0.7847±0.0333,0.8041±0.0219,0.8091±0.0362,0.6810±0.0286,0.6380±0.0147,0.5888±0.0166,0.5451±0.0095,0.7802±0.0228,0.7291±0.0132,0.6593±0.0208,0.5947±0.0051,0.5908±0.0276,0.5321±0.0148,0.4666±0.0210,0.4090±0.0081,0.6748±0.0306,0.6288±0.0093,0.5874±0.0176,0.5416±0.0096,0.6067±0.0231,0.5365±0.0110,0.4680±0.0143,0.4158±0.0083,0.7708±0.0455,0.7715±0.0324,0.8030±0.0226,0.7925±0.0274,0.2219±0.0195,0.2816±0.0471,0.4006±0.0638,0.4646±0.0381,0.6884±0.0297,0.6420±0.0062,0.5959±0.0173,0.5514±0.0102,0.6165±0.0242,0.5460±0.0107,0.4727±0.0155,0.4207±0.0092,0.7799±0.0438,0.7802±0.0272,0.8063±0.0241,0.8011±0.0298,0.3170±0.0252,0.2243±0.0184,0.1096±0.0353,0.0455±0.0068
PartialOrder__Hamming__None,0.1234±0.0156,0.1575±0.0350,0.2661±0.0200,0.3364±0.0238,0.6315±0.0243,0.5736±0.0071,0.4893±0.0168,0.4353±0.0095,0.7998±0.0499,0.8162±0.0279,0.8294±0.0284,0.8294±0.0325,0.6792±0.0296,0.6388±0.0102,0.5888±0.0188,0.5450±0.0096,0.7738±0.0242,0.7198±0.0091,0.6484±0.0207,0.5854±0.0068,0.5832±0.0292,0.5276±0.0112,0.4626±0.0214,0.4068±0.0086,0.6762±0.0335,0.6317±0.0071,0.5870±0.0171,0.5428±0.0104,0.5950±0.0284,0.5254±0.0104,0.4595±0.0130,0.4119±0.0085,0.7935±0.0458,0.8026±0.0309,0.8274±0.0219,0.8130±0.0220,0.2577±0.0463,0.3352±0.0459,0.4666±0.0666,0.4992±0.0233,0.6883±0.0308,0.6429±0.0050,0.5959±0.0175,0.5519±0.0107,0.6031±0.0268,0.5332±0.0102,0.4641±0.0149,0.4159±0.0101,0.8023±0.0427,0.8106±0.0274,0.8324±0.0250,0.8207±0.0235,0.2884±0.0267,0.2091±0.0134,0.0944±0.0342,0.0354±0.0062
PartialOrder__Subset__2,0.1212±0.0193,0.1468±0.0127,0.2123±0.0165,0.2941±0.0317,0.6457±0.0218,0.5884±0.0117,0.4981±0.0140,0.4402±0.0068,0.7709±0.0492,0.7816±0.0378,0.7973±0.0219,0.8077±0.0361,0.6758±0.0291,0.6366±0.0174,0.5846±0.0155,0.5429±0.0095,0.7757±0.0226,0.7280±0.0115,0.6560±0.0198,0.5927±0.0060,0.5860±0.0275,0.5318±0.0180,0.4620±0.0204,0.4069±0.0074,0.6686±0.0306,0.6274±0.0130,0.5826±0.0162,0.5398±0.0096,0.6019±0.0221,0.5354±0.0100,0.4646±0.0127,0.4141±0.0072,0.7628±0.0459,0.7699±0.0373,0.7951±0.0218,0.7909±0.0273,0.2228±0.0352,0.2710±0.0438,0.3999±0.0597,0.4659±0.0320,0.6815±0.0290,0.6401±0.0084,0.5911±0.0157,0.5497±0.0099,0.6111±0.0226,0.5446±0.0076,0.4694±0.0141,0.4192±0.0080,0.7710±0.0434,0.7775±0.0314,0.7983±0.0233,0.7993±0.0299,0.3170±0.0195,0.2277±0.0170,0.1062±0.0372,0.0455±0.0101
PartialOrder__Subset__None,0.1178±0.0191,0.1601±0.0320,0.2631±0.0191,0.3338±0.0235,0.6300±0.0232,0.5724±0.0078,0.4877±0.0163,0.4355±0.0093,0.7965±0.0468,0.8151±0.0288,0.8268±0.0279,0.8285±0.0325,0.6771±0.0281,0.6380±0.0109,0.5870±0.0180,0.5452±0.0092,0.7712±0.0226,0.7190±0.0097,0.6475±0.0196,0.5860±0.0075,0.5823±0.0277,0.5272±0.0116,0.4608±0.0203,0.4069±0.0084,0.6736±0.0316,0.6311±0.0070,0.5854±0.0155,0.5424±0.0105,0.5923±0.0261,0.5246±0.0102,0.4584±0.0113,0.4116±0.0085,0.7917±0.0437,0.8030±0.0308,0.8243±0.0210,0.8114±0.0223,0.2629±0.0434,0.3385±0.0506,0.4734±0.0622,0.5009±0.0211,0.6851±0.0287,0.6423±0.0046,0.5946±0.0157,0.5520±0.0106,0.5997±0.0249,0.5323±0.0102,0.4633±0.0130,0.4162±0.0099,0.7995±0.0403,0.8107±0.0267,0.8298±0.0237,0.8198±0.0236,0.2918±0.0245,0.2091±0.0134,0.0927±0.0337,0.0354±0.0062
PreOrder__Hamming__2,0.1623±0.0280,0.1392±0.0390,0.1034±0.0316,0.1164±0.0283,0.6732±0.0189,0.6414±0.0094,0.5760±0.0261,0.5121±0.0207,0.7307±0.0522,0.7425±0.0324,0.7358±0.0315,0.7108±0.0522,0.6697±0.0351,0.6534±0.0160,0.6160±0.0270,0.5641±0.0276,0.7886±0.0233,0.7659±0.0107,0.7268±0.0254,0.6757±0.0224,0.5789±0.0385,0.5549±0.0177,0.5092±0.0289,0.4446±0.0265,0.6660±0.0385,0.6471±0.0202,0.6158±0.0301,0.5574±0.0280,0.6291±0.0314,0.5909±0.0082,0.5405±0.0327,0.4751±0.0204,0.7170±0.0492,0.7251±0.0427,0.7247±0.0276,0.6838±0.0474,0.3207±0.0645,0.2659±0.1084,0.2441±0.0856,0.2492±0.0553,0.6820±0.0353,0.6615±0.0121,0.6260±0.0280,0.5722±0.0260,0.6413±0.0301,0.6018±0.0091,0.5464±0.0293,0.4856±0.0207,0.7291±0.0478,0.7354±0.0329,0.7332±0.0282,0.6971±0.0429,0.3120±0.0429,0.2665±0.0201,0.1973±0.0338,0.1113±0.0279
PreOrder__Hamming__None,0.1334±0.0229,0.1231±0.0210,0.1695±0.0237,0.2284±0.0290,0.6479±0.0167,0.5984±0.0025,0.5234±0.0144,0.4521±0.0069,0.7866±0.0410,0.8010±0.0279,0.7996±0.0301,0.7823±0.0345,0.6793±0.0288,0.6518±0.0100,0.6058±0.0174,0.5452±0.0100,0.7785±0.0229,0.7434±0.0063,0.6867±0.0181,0.6169±0.0136,0.5801±0.0307,0.5443±0.0113,0.4882±0.0167,0.4133±0.0075,0.6742±0.0335,0.6453±0.0105,0.6049±0.0214,0.5479±0.0111,0.6037±0.0315,0.5537±0.0072,0.4920±0.0203,0.4301±0.0084,0.7719±0.0400,0.7827±0.0309,0.7943±0.0255,0.7685±0.0291,0.2750±0.0290,0.2856±0.0500,0.3828±0.0795,0.4500±0.0710,0.6876±0.0308,0.6579±0.0066,0.6149±0.0212,0.5577±0.0100,0.6133±0.0291,0.5625±0.0081,0.4981±0.0195,0.4354±0.0084,0.7830±0.0388,0.7930±0.0250,0.8036±0.0276,0.7760±0.0267,0.2816±0.0301,0.2243±0.0183,0.1400±0.0129,0.0472±0.0147
PreOrder__Subset__2,0.1635±0.0186,0.1562±0.0413,0.1206±0.0312,0.1151±0.0310,0.6886±0.0141,0.6559±0.0125,0.5854±0.0321,0.5165±0.0160,0.7009±0.0447,0.7086±0.0327,0.6987±0.0203,0.6628±0.0452,0.6624±0.0286,0.6440±0.0194,0.6023±0.0250,0.5467±0.0232,0.7864±0.0184,0.7659±0.0125,0.7235±0.0250,0.6743±0.0195,0.5738±0.0304,0.5488±0.0237,0.4955±0.0274,0.4303±0.0229,0.6555±0.0304,0.6342±0.0257,0.5982±0.0296,0.5389±0.0212,0.6346±0.0273,0.5960±0.0147,0.5383±0.0368,0.4721±0.0148,0.6862±0.0394,0.6882±0.0464,0.6826±0.0212,0.6360±0.0363,0.3272±0.0667,0.3029±0.0975,0.2508±0.1073,0.2407±0.0803,0.6693±0.0266,0.6495±0.0171,0.6094±0.0266,0.5543±0.0202,0.6464±0.0249,0.6084±0.0122,0.5452±0.0334,0.4831±0.0152,0.6950±0.0398,0.6976±0.0354,0.6915±0.0181,0.6509±0.0349,0.3136±0.0307,0.2715±0.0335,0.1888±0.0313,0.1131±0.0351
PreOrder__Subset__None,0.1351±0.0239,0.1224±0.0162,0.1728±0.0271,0.2273±0.0257,0.6493±0.0163,0.5926±0.0046,0.5264±0.0159,0.4504±0.0068,0.7875±0.0395,0.7971±0.0290,0.8055±0.0339,0.7800±0.0353,0.6804±0.0289,0.6467±0.0100,0.6095±0.0203,0.5426±0.0114,0.7791±0.0232,0.7395±0.0070,0.6889±0.0195,0.6144±0.0124,0.5811±0.0308,0.5386±0.0102,0.4908±0.0199,0.4106±0.0098,0.6746±0.0342,0.6408±0.0103,0.6073±0.0236,0.5450±0.0126,0.6046±0.0316,0.5494±0.0064,0.4937±0.0207,0.4277±0.0080,0.7719±0.0397,0.7785±0.0304,0.7982±0.0307,0.7651±0.0319,0.2856±0.0381,0.2851±0.0572,0.4004±0.0860,0.4531±0.0873,0.6881±0.0314,0.6531±0.0074,0.6179±0.0230,0.5551±0.0110,0.6141±0.0291,0.5579±0.0083,0.5003±0.0195,0.4332±0.0070,0.7830±0.0390,0.7884±0.0256,0.8081±0.0325,0.7733±0.0292,0.2833±0.0271,0.2176±0.0103,0.1400±0.0158,0.0455±0.0127
br,0.2559±0.0232,0.2610±0.0440,0.2225±0.0198,0.1547±0.0251,0.6579±0.0137,0.6365±0.0275,0.5977±0.0147,0.4898±0.0194,0.6468±0.0299,0.6231±0.0444,0.6206±0.0200,0.5807±0.0102,0.6205±0.0208,0.5951±0.0328,0.5758±0.0081,0.4988±0.0174,0.8021±0.0103,0.7881±0.0162,0.7608±0.0045,0.6844±0.0153,0.5396±0.0233,0.5077±0.0293,0.4834±0.0158,0.3997±0.0149,0.6539±0.0184,0.6280±0.0316,0.6044±0.0089,0.5283±0.0186,0.6869±0.0088,0.6659±0.0206,0.6023±0.0203,0.4902±0.0246,0.6338±0.0263,0.6058±0.0432,0.6164±0.0105,0.5832±0.0149,0.4589±0.0658,0.4643±0.0789,0.4919±0.0667,0.2580±0.0232,0.6711±0.0197,0.6461±0.0224,0.6191±0.0120,0.5364±0.0213,0.6951±0.0143,0.6735±0.0125,0.6140±0.0197,0.4945±0.0250,0.6493±0.0302,0.6218±0.0371,0.6247±0.0148,0.5865±0.0207,0.2935±0.0318,0.2412±0.0281,0.2142±0.0371,0.1181±0.0235
cc,0.2334±0.0269,0.2171±0.0311,0.2253±0.0077,0.1810±0.0275,0.6754±0.0205,0.6525±0.0173,0.5806±0.0214,0.5001±0.0398,0.6812±0.0313,0.6659±0.0508,0.6282±0.0258,0.5825±0.0463,0.6475±0.0242,0.6255±0.0311,0.5688±0.0205,0.5012±0.0414,0.8010±0.0155,0.7926±0.0169,0.7518±0.0080,0.6821±0.0252,0.5628±0.0277,0.5356±0.0297,0.4719±0.0212,0.3994±0.0408,0.6609±0.0273,0.6507±0.0290,0.5976±0.0176,0.5164±0.0412,0.6721±0.0188,0.6581±0.0149,0.5920±0.0155,0.4796±0.0342,0.6634±0.0362,0.6528±0.0445,0.6142±0.0269,0.5690±0.0484,0.4740±0.0701,0.4421±0.0737,0.3949±0.0522,0.3494±0.0709,0.6794±0.0296,0.6658±0.0264,0.6104±0.0236,0.5312±0.0374,0.6805±0.0227,0.6679±0.0152,0.5962±0.0203,0.4908±0.0329,0.6787±0.0391,0.6645±0.0421,0.6258±0.0330,0.5793±0.0459,0.3052±0.0362,0.2647±0.0247,0.1787±0.0305,0.1197±0.0298
clr,0.4206±0.0233,0.4179±0.0397,0.3796±0.0461,0.3991±0.0327,0.6377±0.0265,0.5992±0.0284,0.5874±0.0312,0.5152±0.0317,0.5223±0.0346,0.5088±0.0540,0.5190±0.0427,0.4660±0.0257,0.5489±0.0240,0.5246±0.0366,0.5213±0.0261,0.4572±0.0266,0.8058±0.0099,0.7898±0.0139,0.7827±0.0078,0.7386±0.0134,0.4781±0.0246,0.4538±0.0376,0.4444±0.0204,0.3763±0.0246,0.6031±0.0152,0.5801±0.0319,0.5893±0.0150,0.5072±0.0131,0.7754±0.0212,0.7245±0.0251,0.7056±0.0315,0.5831±0.0171,0.5106±0.0216,0.4961±0.0384,0.5171±0.0319,0.4585±0.0226,0.6939±0.0481,0.6577±0.0461,0.5737±0.0532,0.6511±0.0734,0.6257±0.0192,0.6002±0.0285,0.6003±0.0132,0.5281±0.0108,0.7821±0.0096,0.7354±0.0161,0.7053±0.0342,0.6042±0.0219,0.5221±0.0273,0.5081±0.0382,0.5252±0.0355,0.4695±0.0123,0.2598±0.0405,0.2378±0.0453,0.2058±0.0184,0.1417±0.0231
ecc,0.2179±0.0201,0.2272±0.0318,0.1887±0.0444,0.1570±0.0327,0.6686±0.0156,0.6553±0.0166,0.6022±0.0327,0.5370±0.0491,0.6998±0.0211,0.6813±0.0498,0.6577±0.0386,0.6493±0.0479,0.6575±0.0169,0.6349±0.0324,0.5979±0.0351,0.5504±0.0488,0.8078±0.0085,0.8002±0.0126,0.7693±0.0218,0.7210±0.0304,0.5776±0.0175,0.5491±0.0352,0.5098±0.0371,0.4455±0.0497,0.6805±0.0161,0.6572±0.0263,0.6266±0.0292,0.5789±0.0463,0.6891±0.0164,0.6668±0.0106,0.6099±0.0309,0.5397±0.0413,0.6847±0.0208,0.6628±0.0461,0.6512±0.0334,0.6329±0.0515,0.3678±0.0656,0.4992±0.1305,0.3710±0.0693,0.3416±0.0493,0.6940±0.0177,0.6780±0.0266,0.6419±0.0344,0.5897±0.0478,0.6874±0.0197,0.6796±0.0125,0.6211±0.0355,0.5433±0.0434,0.7013±0.0235,0.6784±0.0504,0.6645±0.0362,0.6449±0.0539,0.3389±0.0253,0.2884±0.0486,0.2429±0.0420,0.1317±0.0501
