Algorithm,aabs__0.0,aabs__0.1,aabs__0.2,aabs__0.3,abs__0.0,abs__0.1,abs__0.2,abs__0.3,afrd_pa__0.0,afrd_pa__0.1,afrd_pa__0.2,afrd_pa__0.3,arec__0.0,arec__0.1,arec__0.2,arec__0.3,example_precision_pa__0.0,example_precision_pa__0.1,example_precision_pa__0.2,example_precision_pa__0.3,example_recall_pa__0.0,example_recall_pa__0.1,example_recall_pa__0.2,example_recall_pa__0.3,f1_pa__0.0,f1_pa__0.1,f1_pa__0.2,f1_pa__0.3,hamming_accuracy_pa__0.0,hamming_accuracy_pa__0.1,hamming_accuracy_pa__0.2,hamming_accuracy_pa__0.3,jaccard_pa__0.0,jaccard_pa__0.1,jaccard_pa__0.2,jaccard_pa__0.3,macro_f1_pa__0.0,macro_f1_pa__0.1,macro_f1_pa__0.2,macro_f1_pa__0.3,macro_precision_pa__0.0,macro_precision_pa__0.1,macro_precision_pa__0.2,macro_precision_pa__0.3,macro_recall_pa__0.0,macro_recall_pa__0.1,macro_recall_pa__0.2,macro_recall_pa__0.3,mfrd_pa__0.0,mfrd_pa__0.1,mfrd_pa__0.2,mfrd_pa__0.3,micro_f1_pa__0.0,micro_f1_pa__0.1,micro_f1_pa__0.2,micro_f1_pa__0.3,micro_precision_pa__0.0,micro_precision_pa__0.1,micro_precision_pa__0.2,micro_precision_pa__0.3,micro_recall_pa__0.0,micro_recall_pa__0.1,micro_recall_pa__0.2,micro_recall_pa__0.3,rec__0.0,rec__0.1,rec__0.2,rec__0.3,subset0_1_pa__0.0,subset0_1_pa__0.1,subset0_1_pa__0.2,subset0_1_pa__0.3
PartialOrder__Hamming__2,0.3427±0.0240,0.4362±0.0790,0.5423±0.1348,0.6184±0.0905,0.7483±0.0674,0.8472±0.0775,0.9256±0.0747,0.9381±0.0470,0.5755±0.1061,0.5936±0.1170,0.5553±0.1081,0.4778±0.1070,0.8582±0.0230,0.8730±0.0221,0.8818±0.0348,0.8791±0.0323,0.5108±0.0871,0.5251±0.0679,0.4862±0.0818,0.4287±0.0901,0.5565±0.0911,0.5974±0.0694,0.5724±0.0749,0.5221±0.0919,0.5147±0.0858,0.5420±0.0634,0.5093±0.0763,0.4548±0.0869,0.7841±0.0355,0.7731±0.0335,0.7359±0.0520,0.6821±0.0438,0.4769±0.0823,0.5027±0.0618,0.4703±0.0803,0.4170±0.0882,0.2991±0.0776,0.3571±0.0875,0.3412±0.0727,0.3334±0.0799,0.2629±0.0762,0.3297±0.1027,0.3070±0.0887,0.2807±0.0762,0.3652±0.0836,0.4306±0.0926,0.4339±0.0782,0.4843±0.1317,1.0000±0.0000,0.9947±0.0261,0.9684±0.0451,0.8892±0.1130,0.5674±0.0658,0.6001±0.0583,0.5806±0.0724,0.5257±0.0712,0.4950±0.0721,0.5130±0.0634,0.4767±0.0726,0.4057±0.0709,0.6706±0.0751,0.7284±0.0692,0.7497±0.0866,0.7572±0.0805,0.4157±0.0747,0.4668±0.0746,0.4978±0.1376,0.5033±0.1172,0.3634±0.0752,0.3860±0.0700,0.3561±0.1020,0.3082±0.1062
PartialOrder__Hamming__None,0.3411±0.0234,0.4363±0.0789,0.5421±0.1344,0.6176±0.0912,0.7483±0.0674,0.8472±0.0775,0.9256±0.0747,0.9381±0.0470,0.5902±0.1001,0.6027±0.1149,0.5572±0.1095,0.4795±0.1115,0.8566±0.0258,0.8710±0.0221,0.8805±0.0356,0.8787±0.0316,0.5055±0.0865,0.5195±0.0664,0.4835±0.0812,0.4291±0.0878,0.5700±0.0899,0.6011±0.0705,0.5742±0.0738,0.5313±0.0878,0.5166±0.0847,0.5397±0.0635,0.5081±0.0753,0.4578±0.0839,0.7822±0.0388,0.7696±0.0336,0.7337±0.0513,0.6819±0.0411,0.4743±0.0835,0.4976±0.0612,0.4681±0.0794,0.4179±0.0864,0.3007±0.0773,0.3561±0.0883,0.3402±0.0726,0.3404±0.0762,0.2629±0.0745,0.3275±0.1037,0.3035±0.0877,0.2891±0.0756,0.3721±0.0886,0.4326±0.0935,0.4353±0.0793,0.4966±0.1237,1.0000±0.0000,0.9947±0.0261,0.9671±0.0457,0.8789±0.1142,0.5718±0.0685,0.5979±0.0590,0.5793±0.0714,0.5292±0.0648,0.4935±0.0710,0.5072±0.0624,0.4738±0.0722,0.4064±0.0668,0.6858±0.0874,0.7329±0.0673,0.7522±0.0836,0.7694±0.0692,0.4010±0.0833,0.4551±0.0736,0.4939±0.1370,0.5005±0.1192,0.3476±0.0834,0.3726±0.0683,0.3512±0.1004,0.3043±0.1088
PartialOrder__Subset__2,0.3427±0.0240,0.4362±0.0790,0.5428±0.1346,0.6191±0.0898,0.7483±0.0674,0.8472±0.0775,0.9256±0.0747,0.9381±0.0470,0.5704±0.1002,0.5923±0.1162,0.5558±0.1070,0.4790±0.1085,0.8582±0.0240,0.8728±0.0222,0.8809±0.0349,0.8792±0.0315,0.5134±0.0835,0.5245±0.0682,0.4825±0.0833,0.4289±0.0906,0.5565±0.0933,0.5962±0.0707,0.5677±0.0773,0.5209±0.0928,0.5165±0.0841,0.5412±0.0641,0.5052±0.0782,0.4547±0.0873,0.7841±0.0362,0.7729±0.0336,0.7336±0.0513,0.6819±0.0429,0.4795±0.0791,0.5022±0.0622,0.4666±0.0821,0.4173±0.0886,0.2995±0.0747,0.3569±0.0876,0.3387±0.0715,0.3313±0.0813,0.2640±0.0732,0.3296±0.1027,0.3051±0.0883,0.2791±0.0779,0.3634±0.0814,0.4300±0.0928,0.4307±0.0763,0.4819±0.1311,1.0000±0.0000,0.9947±0.0261,0.9684±0.0451,0.8949±0.1066,0.5675±0.0684,0.5993±0.0594,0.5768±0.0732,0.5252±0.0715,0.4967±0.0707,0.5125±0.0639,0.4738±0.0732,0.4059±0.0712,0.6674±0.0842,0.7271±0.0713,0.7440±0.0877,0.7546±0.0828,0.4204±0.0683,0.4668±0.0746,0.4958±0.1375,0.5043±0.1158,0.3685±0.0683,0.3860±0.0700,0.3535±0.1025,0.3092±0.1063
PartialOrder__Subset__None,0.3411±0.0234,0.4363±0.0795,0.5424±0.1344,0.6178±0.0909,0.7483±0.0674,0.8472±0.0775,0.9256±0.0747,0.9381±0.0470,0.5902±0.1001,0.6018±0.1138,0.5568±0.1095,0.4792±0.1116,0.8566±0.0258,0.8709±0.0226,0.8799±0.0355,0.8789±0.0312,0.5055±0.0865,0.5190±0.0673,0.4809±0.0829,0.4303±0.0878,0.5700±0.0899,0.6011±0.0705,0.5716±0.0759,0.5325±0.0886,0.5166±0.0847,0.5393±0.0640,0.5055±0.0772,0.4590±0.0842,0.7822±0.0388,0.7693±0.0339,0.7320±0.0511,0.6821±0.0410,0.4743±0.0835,0.4971±0.0622,0.4655±0.0810,0.4191±0.0863,0.3007±0.0773,0.3562±0.0883,0.3393±0.0722,0.3398±0.0766,0.2629±0.0745,0.3276±0.1037,0.3029±0.0876,0.2885±0.0762,0.3721±0.0886,0.4326±0.0935,0.4339±0.0788,0.4967±0.1237,1.0000±0.0000,0.9947±0.0261,0.9671±0.0457,0.8812±0.1136,0.5718±0.0685,0.5977±0.0594,0.5769±0.0718,0.5299±0.0649,0.4935±0.0710,0.5070±0.0629,0.4719±0.0729,0.4071±0.0669,0.6858±0.0874,0.7329±0.0673,0.7489±0.0828,0.7698±0.0692,0.4010±0.0833,0.4542±0.0765,0.4920±0.1370,0.5014±0.1178,0.3476±0.0834,0.3716±0.0710,0.3486±0.1014,0.3054±0.1076
PreOrder__Hamming__2,0.2905±0.0279,0.2915±0.0736,0.2530±0.1132,0.2118±0.0805,0.6423±0.0683,0.6557±0.0975,0.6193±0.1654,0.6143±0.1470,0.5031±0.0983,0.5197±0.0828,0.5416±0.1008,0.4361±0.1007,0.8486±0.0225,0.8377±0.0283,0.8135±0.0344,0.7615±0.0326,0.5325±0.1018,0.5221±0.0690,0.4844±0.0775,0.4120±0.0483,0.5366±0.0883,0.5640±0.0583,0.5733±0.0643,0.5625±0.0649,0.5190±0.0909,0.5212±0.0604,0.5003±0.0681,0.4528±0.0486,0.7854±0.0393,0.7697±0.0379,0.7500±0.0299,0.6954±0.0433,0.4874±0.0846,0.4770±0.0630,0.4433±0.0681,0.3856±0.0426,0.3172±0.1060,0.3572±0.0871,0.3461±0.0825,0.3364±0.0724,0.3211±0.1392,0.3715±0.1018,0.3338±0.0917,0.3003±0.0695,0.3496±0.1024,0.3984±0.1008,0.4134±0.0933,0.4538±0.1068,1.0000±0.0000,0.9965±0.0122,0.9668±0.0612,0.8526±0.1602,0.5519±0.0844,0.5538±0.0566,0.5326±0.0647,0.4717±0.0556,0.5207±0.0904,0.5061±0.0623,0.4659±0.0694,0.3811±0.0511,0.5882±0.0785,0.6141±0.0587,0.6267±0.0722,0.6232±0.0742,0.4348±0.0480,0.3854±0.0930,0.3074±0.0941,0.2106±0.0504,0.3916±0.0713,0.3451±0.0835,0.2757±0.0715,0.1974±0.0506
PreOrder__Hamming__None,0.2800±0.0256,0.2847±0.0708,0.2504±0.1119,0.2068±0.0770,0.6326±0.0648,0.6528±0.0997,0.6164±0.1703,0.6143±0.1421,0.5416±0.0889,0.5541±0.0751,0.5693±0.1054,0.4263±0.0769,0.8406±0.0227,0.8309±0.0256,0.8051±0.0368,0.7383±0.0367,0.5130±0.0853,0.5052±0.0547,0.4700±0.0748,0.3897±0.0475,0.5713±0.0931,0.6038±0.0494,0.6143±0.0599,0.6202±0.0751,0.5176±0.0832,0.5264±0.0484,0.5081±0.0635,0.4554±0.0500,0.7777±0.0358,0.7629±0.0312,0.7400±0.0339,0.6685±0.0443,0.4681±0.0752,0.4695±0.0529,0.4420±0.0662,0.3713±0.0435,0.3200±0.1040,0.3597±0.0756,0.3523±0.0834,0.3371±0.0546,0.3167±0.1354,0.3636±0.0892,0.3300±0.0866,0.2779±0.0558,0.3670±0.1041,0.4179±0.0855,0.4400±0.1031,0.5136±0.0941,1.0000±0.0000,0.9950±0.0170,0.9633±0.0626,0.8518±0.1465,0.5591±0.0735,0.5638±0.0517,0.5436±0.0633,0.4745±0.0528,0.5051±0.0705,0.4936±0.0549,0.4564±0.0683,0.3633±0.0466,0.6276±0.0831,0.6608±0.0612,0.6781±0.0660,0.6878±0.0714,0.3623±0.0396,0.3410±0.0874,0.2777±0.1018,0.1557±0.0569,0.3183±0.0553,0.2995±0.0774,0.2487±0.0809,0.1432±0.0570
PreOrder__Subset__2,0.2905±0.0293,0.2913±0.0724,0.2554±0.1126,0.2140±0.0827,0.6423±0.0683,0.6557±0.0988,0.6260±0.1619,0.6153±0.1432,0.4951±0.0976,0.5096±0.0835,0.5328±0.0958,0.4370±0.1004,0.8478±0.0225,0.8385±0.0280,0.8160±0.0317,0.7644±0.0331,0.5373±0.1003,0.5224±0.0744,0.4886±0.0720,0.4173±0.0499,0.5288±0.0818,0.5479±0.0656,0.5616±0.0658,0.5541±0.0632,0.5178±0.0883,0.5159±0.0670,0.4986±0.0649,0.4537±0.0499,0.7842±0.0394,0.7707±0.0402,0.7521±0.0291,0.6984±0.0428,0.4869±0.0848,0.4770±0.0687,0.4455±0.0637,0.3907±0.0449,0.3146±0.1066,0.3563±0.0885,0.3446±0.0810,0.3359±0.0762,0.3206±0.1391,0.3725±0.1038,0.3343±0.0920,0.3003±0.0700,0.3437±0.1047,0.3913±0.0971,0.4067±0.0892,0.4467±0.1070,1.0000±0.0000,0.9965±0.0122,0.9669±0.0666,0.8538±0.1549,0.5447±0.0833,0.5500±0.0628,0.5300±0.0619,0.4713±0.0562,0.5193±0.0902,0.5100±0.0692,0.4686±0.0659,0.3834±0.0518,0.5738±0.0775,0.5993±0.0617,0.6149±0.0710,0.6157±0.0760,0.4396±0.0591,0.3991±0.0902,0.3218±0.0847,0.2270±0.0540,0.3929±0.0851,0.3606±0.0838,0.2892±0.0658,0.2141±0.0538
PreOrder__Subset__None,0.2801±0.0219,0.2883±0.0730,0.2514±0.1119,0.2079±0.0756,0.6472±0.0734,0.6596±0.1014,0.6241±0.1698,0.6191±0.1410,0.5501±0.0953,0.5503±0.0716,0.5687±0.1058,0.4285±0.0827,0.8422±0.0212,0.8311±0.0261,0.8059±0.0374,0.7385±0.0364,0.5213±0.0766,0.5045±0.0568,0.4754±0.0734,0.3900±0.0480,0.5842±0.0821,0.6043±0.0536,0.6231±0.0536,0.6243±0.0720,0.5274±0.0736,0.5268±0.0515,0.5147±0.0605,0.4570±0.0494,0.7801±0.0335,0.7618±0.0330,0.7412±0.0319,0.6684±0.0434,0.4765±0.0668,0.4707±0.0548,0.4477±0.0644,0.3716±0.0448,0.3235±0.1019,0.3643±0.0791,0.3562±0.0815,0.3401±0.0568,0.3200±0.1353,0.3647±0.0925,0.3370±0.0936,0.2837±0.0598,0.3719±0.1016,0.4205±0.0886,0.4450±0.1005,0.5094±0.0915,1.0000±0.0000,0.9950±0.0170,0.9577±0.0643,0.8446±0.1607,0.5682±0.0643,0.5644±0.0525,0.5483±0.0617,0.4769±0.0504,0.5119±0.0637,0.4941±0.0558,0.4597±0.0682,0.3661±0.0457,0.6402±0.0715,0.6613±0.0593,0.6856±0.0632,0.6881±0.0658,0.3623±0.0396,0.3430±0.0879,0.2796±0.1033,0.1518±0.0574,0.3223±0.0502,0.3024±0.0770,0.2510±0.0815,0.1392±0.0579
