Algorithm,aabs__0.0,aabs__0.1,aabs__0.2,aabs__0.3,abs__0.0,abs__0.1,abs__0.2,abs__0.3,afrd_pa__0.0,afrd_pa__0.1,afrd_pa__0.2,afrd_pa__0.3,arec__0.0,arec__0.1,arec__0.2,arec__0.3,example_precision_pa__0.0,example_precision_pa__0.1,example_precision_pa__0.2,example_precision_pa__0.3,example_recall_pa__0.0,example_recall_pa__0.1,example_recall_pa__0.2,example_recall_pa__0.3,f1_pa__0.0,f1_pa__0.1,f1_pa__0.2,f1_pa__0.3,hamming_accuracy_pa__0.0,hamming_accuracy_pa__0.1,hamming_accuracy_pa__0.2,hamming_accuracy_pa__0.3,jaccard_pa__0.0,jaccard_pa__0.1,jaccard_pa__0.2,jaccard_pa__0.3,macro_f1_pa__0.0,macro_f1_pa__0.1,macro_f1_pa__0.2,macro_f1_pa__0.3,macro_precision_pa__0.0,macro_precision_pa__0.1,macro_precision_pa__0.2,macro_precision_pa__0.3,macro_recall_pa__0.0,macro_recall_pa__0.1,macro_recall_pa__0.2,macro_recall_pa__0.3,mfrd_pa__0.0,mfrd_pa__0.1,mfrd_pa__0.2,mfrd_pa__0.3,micro_f1_pa__0.0,micro_f1_pa__0.1,micro_f1_pa__0.2,micro_f1_pa__0.3,micro_precision_pa__0.0,micro_precision_pa__0.1,micro_precision_pa__0.2,micro_precision_pa__0.3,micro_recall_pa__0.0,micro_recall_pa__0.1,micro_recall_pa__0.2,micro_recall_pa__0.3,rec__0.0,rec__0.1,rec__0.2,rec__0.3,subset0_1_pa__0.0,subset0_1_pa__0.1,subset0_1_pa__0.2,subset0_1_pa__0.3
PartialOrder__Hamming__2,0.0838±0.0047,0.1646±0.0236,0.2924±0.0397,0.4328±0.0547,0.2884±0.0147,0.4779±0.0476,0.6877±0.0590,0.8607±0.0512,0.1803±0.0387,0.1754±0.0336,0.1799±0.0321,0.1861±0.0424,0.8305±0.0145,0.8520±0.0111,0.8594±0.0142,0.8605±0.0162,0.6911±0.0102,0.7031±0.0186,0.6802±0.0257,0.6141±0.0312,0.7448±0.0395,0.7586±0.0315,0.7438±0.0320,0.6956±0.0341,0.6932±0.0211,0.7069±0.0213,0.6876±0.0238,0.6291±0.0270,0.8150±0.0160,0.8228±0.0123,0.8014±0.0158,0.7540±0.0152,0.6179±0.0242,0.6379±0.0234,0.6219±0.0254,0.5631±0.0286,0.7044±0.0287,0.7223±0.0207,0.7061±0.0262,0.6613±0.0240,0.6786±0.0132,0.6979±0.0192,0.6657±0.0257,0.5949±0.0294,0.7464±0.0445,0.7691±0.0263,0.7704±0.0407,0.7662±0.0342,0.3826±0.1252,0.4009±0.1269,0.3944±0.1024,0.3913±0.0951,0.7231±0.0236,0.7411±0.0164,0.7296±0.0219,0.6839±0.0206,0.6879±0.0159,0.6992±0.0168,0.6750±0.0241,0.6055±0.0281,0.7632±0.0419,0.7889±0.0239,0.7950±0.0369,0.7871±0.0290,0.3878±0.0416,0.4364±0.0396,0.4492±0.0448,0.4415±0.0623,0.3878±0.0416,0.4274±0.0371,0.4156±0.0404,0.3623±0.0487
PartialOrder__Hamming__None,0.0838±0.0043,0.1647±0.0231,0.2918±0.0392,0.4323±0.0553,0.2867±0.0123,0.4789±0.0454,0.6873±0.0583,0.8603±0.0510,0.1760±0.0386,0.1717±0.0314,0.1763±0.0299,0.1904±0.0442,0.8271±0.0155,0.8486±0.0122,0.8564±0.0152,0.8584±0.0179,0.6829±0.0125,0.6941±0.0199,0.6719±0.0268,0.6103±0.0316,0.7510±0.0433,0.7653±0.0322,0.7522±0.0325,0.7080±0.0382,0.6915±0.0220,0.7046±0.0224,0.6862±0.0255,0.6318±0.0293,0.8113±0.0174,0.8188±0.0136,0.7973±0.0171,0.7507±0.0167,0.6147±0.0233,0.6334±0.0252,0.6181±0.0267,0.5646±0.0309,0.7022±0.0276,0.7206±0.0220,0.7054±0.0272,0.6625±0.0261,0.6702±0.0105,0.6859±0.0216,0.6563±0.0262,0.5879±0.0309,0.7528±0.0469,0.7774±0.0282,0.7805±0.0382,0.7803±0.0350,0.3707±0.1347,0.3794±0.1086,0.3840±0.0945,0.3995±0.1002,0.7210±0.0237,0.7387±0.0182,0.7278±0.0232,0.6848±0.0240,0.6787±0.0142,0.6889±0.0189,0.6652±0.0250,0.5986±0.0301,0.7701±0.0445,0.7968±0.0254,0.8043±0.0344,0.8017±0.0311,0.3777±0.0357,0.4236±0.0429,0.4384±0.0460,0.4398±0.0643,0.3777±0.0357,0.4144±0.0408,0.4041±0.0423,0.3605±0.0498
PartialOrder__Subset__2,0.0840±0.0044,0.1651±0.0240,0.2924±0.0397,0.4332±0.0543,0.2884±0.0147,0.4779±0.0479,0.6873±0.0592,0.8614±0.0508,0.1787±0.0384,0.1751±0.0331,0.1794±0.0302,0.1863±0.0436,0.8308±0.0146,0.8516±0.0112,0.8592±0.0140,0.8602±0.0157,0.6911±0.0107,0.7018±0.0188,0.6797±0.0247,0.6135±0.0321,0.7448±0.0395,0.7554±0.0309,0.7429±0.0311,0.6940±0.0368,0.6935±0.0208,0.7049±0.0211,0.6869±0.0226,0.6281±0.0287,0.8152±0.0162,0.8223±0.0121,0.8012±0.0153,0.7532±0.0164,0.6184±0.0231,0.6364±0.0237,0.6214±0.0242,0.5625±0.0294,0.7045±0.0286,0.7212±0.0211,0.7058±0.0257,0.6604±0.0260,0.6789±0.0121,0.6978±0.0198,0.6657±0.0247,0.5944±0.0307,0.7464±0.0445,0.7671±0.0259,0.7698±0.0411,0.7651±0.0355,0.3850±0.1242,0.4010±0.1333,0.3940±0.0970,0.3930±0.0937,0.7234±0.0235,0.7401±0.0165,0.7292±0.0212,0.6828±0.0222,0.6884±0.0146,0.6989±0.0173,0.6750±0.0233,0.6047±0.0294,0.7632±0.0419,0.7868±0.0231,0.7942±0.0371,0.7858±0.0301,0.3895±0.0393,0.4370±0.0407,0.4495±0.0440,0.4418±0.0616,0.3895±0.0393,0.4281±0.0382,0.4159±0.0399,0.3626±0.0485
PartialOrder__Subset__None,0.0838±0.0043,0.1648±0.0236,0.2918±0.0393,0.4324±0.0552,0.2867±0.0123,0.4776±0.0464,0.6870±0.0582,0.8607±0.0516,0.1769±0.0386,0.1720±0.0311,0.1762±0.0285,0.1921±0.0451,0.8266±0.0150,0.8481±0.0123,0.8563±0.0153,0.8582±0.0179,0.6821±0.0121,0.6927±0.0200,0.6715±0.0267,0.6099±0.0315,0.7501±0.0423,0.7632±0.0320,0.7519±0.0323,0.7078±0.0396,0.6908±0.0213,0.7030±0.0221,0.6858±0.0253,0.6314±0.0299,0.8107±0.0168,0.8181±0.0137,0.7972±0.0172,0.7503±0.0171,0.6139±0.0226,0.6320±0.0252,0.6178±0.0266,0.5643±0.0307,0.7008±0.0266,0.7195±0.0224,0.7051±0.0275,0.6619±0.0261,0.6687±0.0109,0.6850±0.0222,0.6560±0.0266,0.5875±0.0308,0.7514±0.0456,0.7763±0.0289,0.7803±0.0386,0.7797±0.0341,0.3814±0.1256,0.3803±0.1112,0.3867±0.0915,0.4009±0.1009,0.7200±0.0230,0.7377±0.0182,0.7276±0.0236,0.6845±0.0246,0.6778±0.0137,0.6880±0.0191,0.6651±0.0253,0.5982±0.0307,0.7691±0.0436,0.7956±0.0253,0.8041±0.0348,0.8015±0.0308,0.3777±0.0357,0.4229±0.0440,0.4381±0.0460,0.4398±0.0635,0.3777±0.0357,0.4137±0.0420,0.4037±0.0423,0.3605±0.0490
PreOrder__Hamming__2,0.0433±0.0038,0.0534±0.0153,0.0599±0.0203,0.0577±0.0219,0.1720±0.0152,0.1845±0.0440,0.2220±0.0644,0.2350±0.0753,0.2272±0.0250,0.2267±0.0319,0.2323±0.0379,0.2034±0.0432,0.8184±0.0161,0.8180±0.0141,0.8035±0.0143,0.7579±0.0220,0.7051±0.0130,0.7069±0.0195,0.6834±0.0221,0.6113±0.0305,0.6998±0.0334,0.6938±0.0364,0.6830±0.0360,0.6530±0.0425,0.6758±0.0221,0.6724±0.0238,0.6536±0.0210,0.6001±0.0306,0.8102±0.0165,0.8077±0.0162,0.7909±0.0153,0.7428±0.0252,0.5972±0.0281,0.5921±0.0278,0.5667±0.0221,0.5009±0.0325,0.6823±0.0310,0.6765±0.0272,0.6535±0.0226,0.6017±0.0349,0.6939±0.0206,0.6953±0.0241,0.6635±0.0233,0.5840±0.0348,0.6900±0.0399,0.6802±0.0329,0.6657±0.0322,0.6403±0.0439,0.4924±0.1145,0.5020±0.1312,0.5010±0.0925,0.4341±0.1032,0.7018±0.0270,0.6967±0.0234,0.6755±0.0198,0.6189±0.0313,0.6991±0.0220,0.6973±0.0212,0.6675±0.0206,0.5887±0.0308,0.7054±0.0390,0.6967±0.0339,0.6845±0.0317,0.6536±0.0419,0.3625±0.0452,0.3528±0.0405,0.3079±0.0340,0.2152±0.0398,0.3625±0.0452,0.3509±0.0420,0.3070±0.0339,0.2144±0.0398
PreOrder__Hamming__None,0.0436±0.0031,0.0521±0.0146,0.0588±0.0185,0.0597±0.0215,0.1737±0.0170,0.1835±0.0415,0.2237±0.0597,0.2462±0.0719,0.1906±0.0294,0.1872±0.0292,0.1671±0.0327,0.1706±0.0390,0.8128±0.0109,0.8083±0.0154,0.7883±0.0169,0.7277±0.0196,0.6805±0.0050,0.6659±0.0166,0.6332±0.0237,0.5478±0.0238,0.7496±0.0318,0.7545±0.0342,0.7694±0.0315,0.7681±0.0343,0.6867±0.0166,0.6793±0.0221,0.6655±0.0210,0.6105±0.0195,0.8043±0.0114,0.7977±0.0173,0.7751±0.0164,0.7104±0.0190,0.6022±0.0208,0.5900±0.0241,0.5685±0.0249,0.4977±0.0228,0.6917±0.0242,0.6874±0.0253,0.6725±0.0220,0.6200±0.0211,0.6623±0.0097,0.6490±0.0217,0.6125±0.0234,0.5294±0.0229,0.7391±0.0357,0.7478±0.0306,0.7610±0.0287,0.7650±0.0341,0.3938±0.1337,0.3924±0.1009,0.3545±0.0844,0.3667±0.0934,0.7095±0.0206,0.7049±0.0220,0.6879±0.0191,0.6323±0.0211,0.6698±0.0134,0.6548±0.0192,0.6173±0.0217,0.5332±0.0240,0.7549±0.0361,0.7639±0.0310,0.7775±0.0275,0.7783±0.0327,0.3474±0.0375,0.3187±0.0356,0.2715±0.0439,0.1632±0.0370,0.3474±0.0375,0.3171±0.0361,0.2706±0.0430,0.1621±0.0359
PreOrder__Subset__2,0.0438±0.0042,0.0543±0.0150,0.0612±0.0202,0.0592±0.0226,0.1720±0.0152,0.1879±0.0428,0.2281±0.0630,0.2418±0.0797,0.2357±0.0279,0.2443±0.0355,0.2506±0.0392,0.2192±0.0410,0.8178±0.0140,0.8147±0.0139,0.8001±0.0155,0.7555±0.0220,0.7180±0.0174,0.7135±0.0169,0.6886±0.0247,0.6154±0.0301,0.6739±0.0308,0.6648±0.0379,0.6569±0.0382,0.6301±0.0387,0.6693±0.0171,0.6604±0.0239,0.6421±0.0235,0.5903±0.0307,0.8095±0.0143,0.8040±0.0160,0.7870±0.0167,0.7399±0.0242,0.5909±0.0197,0.5800±0.0276,0.5550±0.0246,0.4912±0.0347,0.6752±0.0286,0.6620±0.0308,0.6391±0.0256,0.5889±0.0327,0.7069±0.0276,0.7009±0.0241,0.6639±0.0254,0.5838±0.0344,0.6621±0.0367,0.6486±0.0367,0.6370±0.0353,0.6144±0.0391,0.4876±0.0967,0.5266±0.1241,0.5257±0.0865,0.4653±0.1030,0.6919±0.0231,0.6822±0.0253,0.6617±0.0220,0.6067±0.0307,0.7110±0.0234,0.7025±0.0207,0.6695±0.0227,0.5884±0.0315,0.6751±0.0361,0.6639±0.0378,0.6552±0.0339,0.6271±0.0382,0.3592±0.0228,0.3403±0.0384,0.2978±0.0367,0.2088±0.0479,0.3592±0.0228,0.3385±0.0399,0.2966±0.0373,0.2080±0.0480
PreOrder__Subset__None,0.0450±0.0027,0.0528±0.0143,0.0604±0.0189,0.0606±0.0225,0.1787±0.0160,0.1852±0.0408,0.2284±0.0633,0.2489±0.0767,0.1912±0.0310,0.1855±0.0276,0.1654±0.0299,0.1701±0.0399,0.8136±0.0118,0.8083±0.0149,0.7894±0.0170,0.7289±0.0191,0.6813±0.0052,0.6660±0.0162,0.6344±0.0231,0.5481±0.0235,0.7502±0.0309,0.7542±0.0352,0.7701±0.0326,0.7699±0.0328,0.6873±0.0151,0.6791±0.0218,0.6666±0.0218,0.6115±0.0188,0.8049±0.0126,0.7975±0.0168,0.7759±0.0166,0.7114±0.0180,0.6031±0.0188,0.5900±0.0227,0.5698±0.0259,0.4986±0.0225,0.6934±0.0238,0.6878±0.0241,0.6745±0.0220,0.6217±0.0206,0.6644±0.0126,0.6499±0.0209,0.6144±0.0219,0.5306±0.0229,0.7399±0.0357,0.7475±0.0307,0.7628±0.0300,0.7676±0.0334,0.3835±0.1303,0.3886±0.0993,0.3490±0.0865,0.3686±0.0983,0.7108±0.0201,0.7050±0.0212,0.6893±0.0193,0.6338±0.0206,0.6713±0.0151,0.6552±0.0181,0.6186±0.0213,0.5342±0.0236,0.7559±0.0352,0.7634±0.0313,0.7789±0.0283,0.7806±0.0322,0.3474±0.0346,0.3187±0.0305,0.2729±0.0468,0.1632±0.0371,0.3474±0.0346,0.3170±0.0317,0.2717±0.0457,0.1621±0.0361
