Algorithm,auc_macro__0.0,auc_macro__0.1,auc_macro__0.2,auc_macro__0.3,auc_micro__0.0,auc_micro__0.1,auc_micro__0.2,auc_micro__0.3,auprc_macro__0.0,auprc_macro__0.1,auprc_macro__0.2,auprc_macro__0.3,auprc_micro__0.0,auprc_micro__0.1,auprc_micro__0.2,auprc_micro__0.3,coverage__0.0,coverage__0.1,coverage__0.2,coverage__0.3,lr_ap__0.0,lr_ap__0.1,lr_ap__0.2,lr_ap__0.3,one_error__0.0,one_error__0.1,one_error__0.2,one_error__0.3,ranking_loss__0.0,ranking_loss__0.1,ranking_loss__0.2,ranking_loss__0.3
PartialOrder__Hamming__2,0.8507±0.0152,0.8367±0.0178,0.8174±0.0148,0.7776±0.0243,0.8706±0.0119,0.8553±0.0156,0.8325±0.0148,0.7877±0.0257,0.7395±0.0240,0.7132±0.0239,0.6877±0.0228,0.6219±0.0305,0.7549±0.0258,0.7256±0.0268,0.6964±0.0249,0.6227±0.0314,1.7065±0.1127,1.7744±0.1584,1.9160±0.1469,2.1311±0.1894,0.8124±0.0126,0.8028±0.0160,0.7841±0.0187,0.7418±0.0224,0.2564±0.0273,0.2638±0.0231,0.2823±0.0279,0.3365±0.0351,0.1483±0.0138,0.1587±0.0199,0.1814±0.0196,0.2233±0.0261
PartialOrder__Hamming__None,0.8507±0.0152,0.8367±0.0178,0.8174±0.0148,0.7776±0.0243,0.8706±0.0119,0.8553±0.0156,0.8325±0.0148,0.7877±0.0257,0.7395±0.0240,0.7132±0.0239,0.6877±0.0228,0.6219±0.0305,0.7549±0.0258,0.7256±0.0268,0.6964±0.0249,0.6227±0.0314,1.7065±0.1127,1.7744±0.1584,1.9160±0.1469,2.1311±0.1894,0.8124±0.0126,0.8028±0.0160,0.7841±0.0187,0.7418±0.0224,0.2564±0.0273,0.2638±0.0231,0.2823±0.0279,0.3365±0.0351,0.1483±0.0138,0.1587±0.0199,0.1814±0.0196,0.2233±0.0261
PartialOrder__Subset__2,0.8507±0.0152,0.8367±0.0178,0.8174±0.0148,0.7776±0.0243,0.8706±0.0119,0.8553±0.0156,0.8325±0.0148,0.7877±0.0257,0.7395±0.0240,0.7132±0.0239,0.6877±0.0228,0.6219±0.0305,0.7549±0.0258,0.7256±0.0268,0.6964±0.0249,0.6227±0.0314,1.7065±0.1127,1.7744±0.1584,1.9160±0.1469,2.1311±0.1894,0.8124±0.0126,0.8028±0.0160,0.7841±0.0187,0.7418±0.0224,0.2564±0.0273,0.2638±0.0231,0.2823±0.0279,0.3365±0.0351,0.1483±0.0138,0.1587±0.0199,0.1814±0.0196,0.2233±0.0261
PartialOrder__Subset__None,0.8507±0.0152,0.8367±0.0178,0.8174±0.0148,0.7776±0.0243,0.8706±0.0119,0.8553±0.0156,0.8325±0.0148,0.7877±0.0257,0.7395±0.0240,0.7132±0.0239,0.6877±0.0228,0.6219±0.0305,0.7549±0.0258,0.7256±0.0268,0.6964±0.0249,0.6227±0.0314,1.7065±0.1127,1.7744±0.1584,1.9160±0.1469,2.1311±0.1894,0.8124±0.0126,0.8028±0.0160,0.7841±0.0187,0.7418±0.0224,0.2564±0.0273,0.2638±0.0231,0.2823±0.0279,0.3365±0.0351,0.1483±0.0138,0.1587±0.0199,0.1814±0.0196,0.2233±0.0261
PreOrder__Hamming__2,0.8507±0.0152,0.8367±0.0178,0.8174±0.0148,0.7776±0.0243,0.8706±0.0119,0.8553±0.0156,0.8325±0.0148,0.7877±0.0257,0.7395±0.0240,0.7132±0.0239,0.6877±0.0228,0.6219±0.0305,0.7549±0.0258,0.7256±0.0268,0.6964±0.0249,0.6227±0.0314,1.7065±0.1127,1.7744±0.1584,1.9160±0.1469,2.1311±0.1894,0.8124±0.0126,0.8028±0.0160,0.7841±0.0187,0.7418±0.0224,0.2564±0.0273,0.2638±0.0231,0.2823±0.0279,0.3365±0.0351,0.1483±0.0138,0.1587±0.0199,0.1814±0.0196,0.2233±0.0261
PreOrder__Hamming__None,0.8507±0.0152,0.8367±0.0178,0.8174±0.0148,0.7776±0.0243,0.8706±0.0119,0.8553±0.0156,0.8325±0.0148,0.7877±0.0257,0.7395±0.0240,0.7132±0.0239,0.6877±0.0228,0.6219±0.0305,0.7549±0.0258,0.7256±0.0268,0.6964±0.0249,0.6227±0.0314,1.7065±0.1127,1.7744±0.1584,1.9160±0.1469,2.1311±0.1894,0.8124±0.0126,0.8028±0.0160,0.7841±0.0187,0.7418±0.0224,0.2564±0.0273,0.2638±0.0231,0.2823±0.0279,0.3365±0.0351,0.1483±0.0138,0.1587±0.0199,0.1814±0.0196,0.2233±0.0261
PreOrder__Subset__2,0.8507±0.0152,0.8367±0.0178,0.8174±0.0148,0.7776±0.0243,0.8706±0.0119,0.8553±0.0156,0.8325±0.0148,0.7877±0.0257,0.7395±0.0240,0.7132±0.0239,0.6877±0.0228,0.6219±0.0305,0.7549±0.0258,0.7256±0.0268,0.6964±0.0249,0.6227±0.0314,1.7065±0.1127,1.7744±0.1584,1.9160±0.1469,2.1311±0.1894,0.8124±0.0126,0.8028±0.0160,0.7841±0.0187,0.7418±0.0224,0.2564±0.0273,0.2638±0.0231,0.2823±0.0279,0.3365±0.0351,0.1483±0.0138,0.1587±0.0199,0.1814±0.0196,0.2233±0.0261
PreOrder__Subset__None,0.8507±0.0152,0.8367±0.0178,0.8174±0.0148,0.7776±0.0243,0.8706±0.0119,0.8553±0.0156,0.8325±0.0148,0.7877±0.0257,0.7395±0.0240,0.7132±0.0239,0.6877±0.0228,0.6219±0.0305,0.7549±0.0258,0.7256±0.0268,0.6964±0.0249,0.6227±0.0314,1.7065±0.1127,1.7744±0.1584,1.9160±0.1469,2.1311±0.1894,0.8124±0.0126,0.8028±0.0160,0.7841±0.0187,0.7418±0.0224,0.2564±0.0273,0.2638±0.0231,0.2823±0.0279,0.3365±0.0351,0.1483±0.0138,0.1587±0.0199,0.1814±0.0196,0.2233±0.0261
br,0.8507±0.0152,0.8355±0.0179,0.8155±0.0178,0.7765±0.0160,0.8706±0.0119,0.8553±0.0153,0.8344±0.0166,0.7887±0.0148,0.7395±0.0240,0.7174±0.0218,0.6904±0.0280,0.6238±0.0304,0.7549±0.0258,0.7307±0.0268,0.6993±0.0330,0.6263±0.0345,1.7065±0.1127,1.7915±0.1589,1.9019±0.1623,2.1396±0.1521,0.8124±0.0126,0.8017±0.0158,0.7879±0.0155,0.7413±0.0213,0.2564±0.0273,0.2648±0.0250,0.2766±0.0329,0.3403±0.0404,0.1483±0.0138,0.1618±0.0184,0.1790±0.0174,0.2239±0.0194
cc,0.8486±0.0168,0.8368±0.0153,0.8211±0.0161,0.7769±0.0195,0.8698±0.0122,0.8553±0.0138,0.8380±0.0135,0.7899±0.0177,0.7337±0.0271,0.7195±0.0225,0.6896±0.0240,0.6295±0.0294,0.7514±0.0263,0.7327±0.0250,0.7011±0.0250,0.6333±0.0337,1.6948±0.1344,1.7979±0.1561,1.9009±0.1732,2.1651±0.1496,0.8161±0.0132,0.8020±0.0131,0.7869±0.0146,0.7418±0.0144,0.2514±0.0368,0.2628±0.0299,0.2776±0.0288,0.3288±0.0376,0.1463±0.0145,0.1620±0.0166,0.1784±0.0210,0.2259±0.0171
