Algorithm,afrd__0.0,afrd__0.1,afrd__0.2,afrd__0.3,example_precision__0.0,example_precision__0.1,example_precision__0.2,example_precision__0.3,example_recall__0.0,example_recall__0.1,example_recall__0.2,example_recall__0.3,f1__0.0,f1__0.1,f1__0.2,f1__0.3,hamming_accuracy__0.0,hamming_accuracy__0.1,hamming_accuracy__0.2,hamming_accuracy__0.3,jaccard__0.0,jaccard__0.1,jaccard__0.2,jaccard__0.3,macro_f1__0.0,macro_f1__0.1,macro_f1__0.2,macro_f1__0.3,macro_precision__0.0,macro_precision__0.1,macro_precision__0.2,macro_precision__0.3,macro_recall__0.0,macro_recall__0.1,macro_recall__0.2,macro_recall__0.3,mfrd__0.0,mfrd__0.1,mfrd__0.2,mfrd__0.3,micro_f1__0.0,micro_f1__0.1,micro_f1__0.2,micro_f1__0.3,micro_precision__0.0,micro_precision__0.1,micro_precision__0.2,micro_precision__0.3,micro_recall__0.0,micro_recall__0.1,micro_recall__0.2,micro_recall__0.3,subset0_1__0.0,subset0_1__0.1,subset0_1__0.2,subset0_1__0.3
PartialOrder__Hamming__2,0.3290±0.0052,0.2845±0.0206,0.2316±0.0243,0.1874±0.0294,0.6073±0.0146,0.5663±0.0204,0.5146±0.0184,0.4605±0.0181,0.6564±0.0105,0.6671±0.0102,0.6740±0.0151,0.6532±0.0140,0.5980±0.0083,0.5794±0.0126,0.5528±0.0126,0.5129±0.0139,0.7051±0.0057,0.6799±0.0077,0.6429±0.0079,0.5940±0.0095,0.4522±0.0077,0.4320±0.0112,0.4047±0.0116,0.3658±0.0121,0.5496±0.0115,0.5456±0.0138,0.5316±0.0154,0.5033±0.0145,0.5386±0.0210,0.5102±0.0255,0.4718±0.0216,0.4327±0.0182,0.5769±0.0103,0.5970±0.0092,0.6148±0.0147,0.6110±0.0157,0.6454±0.0421,0.5545±0.0736,0.5232±0.0556,0.4475±0.0647,0.6104±0.0071,0.5953±0.0110,0.5720±0.0107,0.5352±0.0126,0.5856±0.0149,0.5496±0.0205,0.5058±0.0180,0.4575±0.0181,0.6379±0.0131,0.6501±0.0100,0.6591±0.0133,0.6456±0.0130,0.0198±0.0063,0.0100±0.0075,0.0038±0.0038,0.0008±0.0017
PartialOrder__Hamming__None,0.3046±0.0089,0.2675±0.0164,0.2289±0.0252,0.1998±0.0245,0.5904±0.0187,0.5494±0.0200,0.5021±0.0177,0.4535±0.0175,0.6884±0.0078,0.6987±0.0119,0.7024±0.0137,0.6816±0.0137,0.6044±0.0115,0.5847±0.0141,0.5564±0.0128,0.5182±0.0143,0.7019±0.0062,0.6732±0.0096,0.6341±0.0081,0.5854±0.0098,0.4581±0.0113,0.4373±0.0132,0.4080±0.0118,0.3703±0.0121,0.5663±0.0136,0.5578±0.0164,0.5392±0.0153,0.5104±0.0147,0.5340±0.0233,0.5035±0.0254,0.4655±0.0205,0.4289±0.0178,0.6154±0.0065,0.6344±0.0114,0.6467±0.0138,0.6409±0.0151,0.5845±0.0365,0.5571±0.0664,0.5616±0.0626,0.5004±0.0586,0.6206±0.0091,0.6028±0.0130,0.5770±0.0113,0.5408±0.0129,0.5759±0.0171,0.5388±0.0204,0.4966±0.0174,0.4518±0.0177,0.6734±0.0072,0.6848±0.0113,0.6893±0.0123,0.6742±0.0124,0.0142±0.0052,0.0068±0.0050,0.0021±0.0033,0.0004±0.0013
PartialOrder__Subset__2,0.3284±0.0047,0.2831±0.0210,0.2298±0.0241,0.1862±0.0288,0.6066±0.0148,0.5657±0.0205,0.5135±0.0188,0.4602±0.0174,0.6559±0.0101,0.6666±0.0098,0.6729±0.0156,0.6527±0.0139,0.5972±0.0078,0.5789±0.0127,0.5518±0.0133,0.5126±0.0131,0.7051±0.0052,0.6795±0.0081,0.6421±0.0079,0.5937±0.0085,0.4512±0.0070,0.4314±0.0113,0.4038±0.0120,0.3655±0.0113,0.5498±0.0106,0.5452±0.0141,0.5309±0.0158,0.5031±0.0138,0.5390±0.0207,0.5098±0.0256,0.4710±0.0218,0.4325±0.0176,0.5768±0.0092,0.5966±0.0096,0.6142±0.0148,0.6109±0.0156,0.6434±0.0417,0.5512±0.0716,0.5201±0.0528,0.4438±0.0643,0.6102±0.0061,0.5947±0.0113,0.5711±0.0111,0.5349±0.0117,0.5857±0.0146,0.5491±0.0206,0.5049±0.0182,0.4572±0.0173,0.6375±0.0125,0.6494±0.0103,0.6581±0.0130,0.6452±0.0128,0.0189±0.0060,0.0092±0.0071,0.0040±0.0037,0.0008±0.0017
PartialOrder__Subset__None,0.3047±0.0081,0.2674±0.0166,0.2285±0.0251,0.2012±0.0246,0.5898±0.0180,0.5488±0.0197,0.5015±0.0183,0.4534±0.0168,0.6884±0.0072,0.6989±0.0119,0.7025±0.0142,0.6826±0.0134,0.6041±0.0109,0.5844±0.0140,0.5561±0.0136,0.5184±0.0138,0.7017±0.0068,0.6728±0.0095,0.6336±0.0084,0.5851±0.0094,0.4579±0.0107,0.4370±0.0131,0.4077±0.0125,0.3706±0.0117,0.5660±0.0138,0.5578±0.0162,0.5390±0.0163,0.5106±0.0146,0.5337±0.0231,0.5032±0.0250,0.4650±0.0215,0.4287±0.0176,0.6154±0.0075,0.6349±0.0115,0.6470±0.0140,0.6418±0.0153,0.5857±0.0357,0.5575±0.0619,0.5624±0.0617,0.5025±0.0602,0.6206±0.0092,0.6026±0.0130,0.5767±0.0119,0.5411±0.0126,0.5756±0.0168,0.5383±0.0201,0.4961±0.0180,0.4517±0.0173,0.6736±0.0078,0.6850±0.0114,0.6895±0.0117,0.6753±0.0124,0.0142±0.0052,0.0070±0.0054,0.0021±0.0033,0.0004±0.0013
PreOrder__Hamming__2,0.4450±0.0091,0.4163±0.0189,0.3691±0.0225,0.2964±0.0273,0.6644±0.0210,0.6357±0.0219,0.5860±0.0228,0.5160±0.0226,0.5438±0.0097,0.5431±0.0129,0.5410±0.0148,0.5240±0.0176,0.5685±0.0085,0.5546±0.0115,0.5334±0.0147,0.4926±0.0174,0.7253±0.0076,0.7121±0.0070,0.6896±0.0074,0.6466±0.0086,0.4234±0.0074,0.4106±0.0095,0.3887±0.0136,0.3491±0.0147,0.4939±0.0111,0.4930±0.0141,0.4898±0.0165,0.4674±0.0186,0.5953±0.0320,0.5714±0.0348,0.5304±0.0282,0.4731±0.0251,0.4537±0.0077,0.4588±0.0115,0.4690±0.0135,0.4699±0.0177,0.8556±0.0227,0.8027±0.0394,0.7255±0.0518,0.6003±0.0775,0.5790±0.0087,0.5670±0.0111,0.5491±0.0126,0.5113±0.0160,0.6511±0.0190,0.6233±0.0228,0.5797±0.0216,0.5124±0.0232,0.5217±0.0109,0.5206±0.0126,0.5219±0.0118,0.5106±0.0142,0.0245±0.0035,0.0172±0.0056,0.0102±0.0071,0.0017±0.0029
PreOrder__Hamming__None,0.2970±0.0175,0.2698±0.0194,0.2442±0.0233,0.2520±0.0283,0.5927±0.0204,0.5528±0.0189,0.5047±0.0196,0.4521±0.0142,0.6780±0.0122,0.7017±0.0117,0.7229±0.0130,0.7300±0.0165,0.6053±0.0111,0.5919±0.0121,0.5693±0.0145,0.5345±0.0131,0.7096±0.0057,0.6843±0.0066,0.6451±0.0095,0.5865±0.0090,0.4609±0.0103,0.4452±0.0115,0.4211±0.0134,0.3860±0.0111,0.5762±0.0116,0.5705±0.0143,0.5563±0.0170,0.5308±0.0132,0.5511±0.0257,0.5178±0.0238,0.4768±0.0217,0.4339±0.0155,0.6183±0.0101,0.6459±0.0122,0.6743±0.0137,0.6951±0.0162,0.5834±0.0521,0.5496±0.0636,0.5823±0.0806,0.5821±0.0736,0.6267±0.0084,0.6150±0.0102,0.5944±0.0125,0.5605±0.0119,0.5867±0.0180,0.5511±0.0183,0.5074±0.0184,0.4558±0.0148,0.6733±0.0126,0.6962±0.0118,0.7183±0.0113,0.7282±0.0151,0.0142±0.0052,0.0085±0.0057,0.0023±0.0033,0.0006±0.0015
PreOrder__Subset__2,0.4929±0.0118,0.4547±0.0180,0.3974±0.0225,0.3170±0.0259,0.6805±0.0214,0.6472±0.0232,0.5941±0.0255,0.5182±0.0213,0.5006±0.0074,0.5084±0.0117,0.5101±0.0142,0.4971±0.0158,0.5445±0.0078,0.5374±0.0116,0.5188±0.0159,0.4795±0.0160,0.7196±0.0080,0.7096±0.0074,0.6884±0.0073,0.6456±0.0092,0.4000±0.0076,0.3938±0.0099,0.3745±0.0144,0.3377±0.0137,0.4594±0.0127,0.4686±0.0147,0.4720±0.0182,0.4536±0.0187,0.5917±0.0381,0.5719±0.0370,0.5313±0.0308,0.4720±0.0254,0.4053±0.0057,0.4220±0.0109,0.4380±0.0144,0.4440±0.0170,0.8750±0.0359,0.8312±0.0412,0.7498±0.0513,0.6223±0.0802,0.5498±0.0089,0.5466±0.0115,0.5321±0.0140,0.4967±0.0154,0.6576±0.0230,0.6297±0.0251,0.5835±0.0244,0.5118±0.0226,0.4727±0.0077,0.4833±0.0109,0.4894±0.0113,0.4828±0.0134,0.0217±0.0038,0.0179±0.0071,0.0106±0.0075,0.0019±0.0038
PreOrder__Subset__None,0.2971±0.0195,0.2702±0.0190,0.2442±0.0233,0.2495±0.0288,0.5937±0.0200,0.5526±0.0200,0.5041±0.0196,0.4520±0.0148,0.6780±0.0110,0.7006±0.0121,0.7210±0.0123,0.7284±0.0165,0.6062±0.0105,0.5912±0.0132,0.5683±0.0144,0.5340±0.0137,0.7105±0.0059,0.6840±0.0075,0.6445±0.0095,0.5864±0.0097,0.4621±0.0099,0.4445±0.0126,0.4201±0.0136,0.3855±0.0117,0.5769±0.0108,0.5697±0.0153,0.5552±0.0170,0.5307±0.0139,0.5530±0.0254,0.5173±0.0246,0.4761±0.0217,0.4340±0.0161,0.6185±0.0102,0.6447±0.0122,0.6724±0.0141,0.6945±0.0160,0.5955±0.0636,0.5493±0.0676,0.5765±0.0782,0.5789±0.0714,0.6274±0.0080,0.6143±0.0112,0.5935±0.0126,0.5600±0.0125,0.5880±0.0178,0.5508±0.0191,0.5069±0.0184,0.4557±0.0153,0.6731±0.0127,0.6951±0.0114,0.7165±0.0120,0.7270±0.0147,0.0142±0.0052,0.0085±0.0060,0.0026±0.0040,0.0006±0.0015
br,0.4370±0.0170,0.4210±0.0173,0.3731±0.0180,0.3003±0.0278,0.6579±0.0176,0.6369±0.0231,0.5904±0.0278,0.5235±0.0253,0.5193±0.0123,0.5149±0.0135,0.5109±0.0135,0.5009±0.0221,0.5508±0.0089,0.5384±0.0126,0.5162±0.0162,0.4796±0.0192,0.7318±0.0042,0.7187±0.0073,0.6975±0.0076,0.6568±0.0100,0.4129±0.0087,0.4001±0.0114,0.3771±0.0139,0.3419±0.0165,0.5070±0.0092,0.4981±0.0131,0.4944±0.0162,0.4746±0.0148,0.6285±0.0321,0.5943±0.0332,0.5522±0.0277,0.4923±0.0214,0.4544±0.0062,0.4525±0.0113,0.4622±0.0134,0.4664±0.0166,0.8473±0.0304,0.8131±0.0479,0.7270±0.0536,0.6206±0.0595,0.5820±0.0068,0.5681±0.0095,0.5506±0.0141,0.5140±0.0149,0.6685±0.0184,0.6403±0.0203,0.5961±0.0232,0.5279±0.0208,0.5156±0.0078,0.5110±0.0133,0.5119±0.0125,0.5014±0.0169,0.0274±0.0091,0.0221±0.0076,0.0100±0.0066,0.0051±0.0040
cc,0.4474±0.0201,0.4274±0.0180,0.3991±0.0236,0.3174±0.0320,0.6582±0.0228,0.6393±0.0252,0.5981±0.0260,0.5223±0.0248,0.5076±0.0081,0.5062±0.0154,0.4959±0.0211,0.4940±0.0246,0.5439±0.0092,0.5324±0.0136,0.5096±0.0161,0.4758±0.0201,0.7334±0.0045,0.7204±0.0062,0.6993±0.0052,0.6582±0.0078,0.4093±0.0086,0.3956±0.0115,0.3726±0.0137,0.3391±0.0168,0.5022±0.0119,0.4953±0.0144,0.4855±0.0133,0.4682±0.0177,0.6478±0.0372,0.6031±0.0332,0.5592±0.0278,0.4919±0.0243,0.4447±0.0093,0.4448±0.0128,0.4446±0.0161,0.4555±0.0217,0.8498±0.0281,0.8218±0.0322,0.7368±0.0452,0.6458±0.0758,0.5792±0.0083,0.5655±0.0110,0.5435±0.0113,0.5111±0.0162,0.6768±0.0236,0.6471±0.0204,0.6041±0.0212,0.5306±0.0201,0.5067±0.0105,0.5026±0.0133,0.4947±0.0182,0.4936±0.0216,0.0292±0.0055,0.0189±0.0096,0.0119±0.0064,0.0040±0.0059
