Base_Learner,Algorithm,Metric,Mean,Std
LightGBM,CLR,hamming_accuracy,0.91206388001216,0.0037805689972883936
LightGBM,CLR,subset0_1,0.5675180044906414,0.015481406158735183
LightGBM,CLR,f1,0.6224807946923896,0.014516381516292531
