Base_Learner,Algorithm,Metric,Mean,Std
LightGBM,CLR,hamming_accuracy,0.6874672757661185,0.004519505528345848
LightGBM,CLR,subset0_1,0.011318107371307543,0.0022967059415277403
LightGBM,CLR,f1,0.5189837925025635,0.0037819700617387868
