Algorithm,afrd__0.0,afrd__0.1,afrd__0.2,afrd__0.3,example_precision__0.0,example_precision__0.1,example_precision__0.2,example_precision__0.3,example_recall__0.0,example_recall__0.1,example_recall__0.2,example_recall__0.3,f1__0.0,f1__0.1,f1__0.2,f1__0.3,hamming_accuracy__0.0,hamming_accuracy__0.1,hamming_accuracy__0.2,hamming_accuracy__0.3,jaccard__0.0,jaccard__0.1,jaccard__0.2,jaccard__0.3,macro_f1__0.0,macro_f1__0.1,macro_f1__0.2,macro_f1__0.3,macro_precision__0.0,macro_precision__0.1,macro_precision__0.2,macro_precision__0.3,macro_recall__0.0,macro_recall__0.1,macro_recall__0.2,macro_recall__0.3,mfrd__0.0,mfrd__0.1,mfrd__0.2,mfrd__0.3,micro_f1__0.0,micro_f1__0.1,micro_f1__0.2,micro_f1__0.3,micro_precision__0.0,micro_precision__0.1,micro_precision__0.2,micro_precision__0.3,micro_recall__0.0,micro_recall__0.1,micro_recall__0.2,micro_recall__0.3,subset0_1__0.0,subset0_1__0.1,subset0_1__0.2,subset0_1__0.3
PartialOrder__Hamming__2,0.2926±0.0115,0.2921±0.0177,0.3284±0.0201,0.3369±0.0171,0.5323±0.0268,0.2708±0.0242,0.1063±0.0081,0.0645±0.0038,0.8829±0.0159,0.9029±0.0184,0.8838±0.0253,0.8010±0.0381,0.5486±0.0273,0.3538±0.0248,0.1790±0.0115,0.1174±0.0067,0.7369±0.0301,0.7439±0.0244,0.6759±0.0211,0.6411±0.0145,0.5059±0.0282,0.2652±0.0243,0.1053±0.0080,0.0640±0.0038,0.1139±0.0068,0.1118±0.0056,0.0941±0.0054,0.0821±0.0051,0.0722±0.0052,0.0688±0.0040,0.0567±0.0034,0.0498±0.0033,0.4731±0.0390,0.5006±0.0322,0.4834±0.0275,0.4381±0.0381,0.7329±0.0474,0.7797±0.0338,0.7298±0.0414,0.6929±0.0433,0.1542±0.0130,0.1622±0.0120,0.1301±0.0089,0.1095±0.0059,0.0848±0.0078,0.0893±0.0073,0.0703±0.0051,0.0588±0.0032,0.8580±0.0158,0.8897±0.0177,0.8719±0.0239,0.7966±0.0356,0.4090±0.0328,0.0877±0.0218,0.0012±0.0022,0.0000±0.0000
PartialOrder__Hamming__None,0.2917±0.0129,0.2918±0.0183,0.3375±0.0174,0.3529±0.0181,0.5402±0.0278,0.2516±0.0203,0.0946±0.0061,0.0604±0.0033,0.8959±0.0188,0.9105±0.0182,0.8948±0.0235,0.8151±0.0361,0.5599±0.0278,0.3393±0.0218,0.1640±0.0094,0.1110±0.0058,0.7432±0.0306,0.7433±0.0236,0.6624±0.0205,0.6175±0.0138,0.5170±0.0292,0.2479±0.0205,0.0940±0.0061,0.0601±0.0033,0.1170±0.0073,0.1125±0.0054,0.0930±0.0050,0.0799±0.0047,0.0741±0.0055,0.0691±0.0038,0.0558±0.0031,0.0481±0.0030,0.4806±0.0413,0.5081±0.0321,0.4953±0.0293,0.4489±0.0368,0.7412±0.0458,0.7721±0.0418,0.7161±0.0447,0.6746±0.0495,0.1600±0.0140,0.1632±0.0117,0.1270±0.0080,0.1052±0.0054,0.0881±0.0084,0.0898±0.0071,0.0684±0.0046,0.0562±0.0029,0.8744±0.0199,0.8990±0.0178,0.8845±0.0219,0.8116±0.0337,0.4192±0.0340,0.0697±0.0169,0.0006±0.0017,0.0000±0.0000
PartialOrder__Subset__2,0.2925±0.0115,0.2919±0.0179,0.3291±0.0209,0.3353±0.0189,0.5328±0.0261,0.2695±0.0245,0.1057±0.0080,0.0639±0.0037,0.8819±0.0172,0.9005±0.0185,0.8819±0.0255,0.7939±0.0370,0.5489±0.0269,0.3523±0.0249,0.1782±0.0114,0.1163±0.0065,0.7368±0.0303,0.7436±0.0243,0.6756±0.0210,0.6409±0.0146,0.5064±0.0275,0.2636±0.0244,0.1047±0.0078,0.0634±0.0037,0.1139±0.0069,0.1115±0.0056,0.0939±0.0054,0.0814±0.0049,0.0722±0.0053,0.0686±0.0040,0.0566±0.0034,0.0495±0.0031,0.4730±0.0390,0.4995±0.0321,0.4816±0.0287,0.4351±0.0378,0.7329±0.0474,0.7798±0.0342,0.7298±0.0411,0.6933±0.0475,0.1540±0.0133,0.1616±0.0117,0.1296±0.0089,0.1085±0.0057,0.0847±0.0080,0.0889±0.0071,0.0701±0.0051,0.0583±0.0032,0.8571±0.0167,0.8867±0.0178,0.8697±0.0243,0.7890±0.0349,0.4100±0.0317,0.0859±0.0223,0.0012±0.0022,0.0000±0.0000
PartialOrder__Subset__None,0.2929±0.0095,0.2930±0.0187,0.3393±0.0190,0.3525±0.0170,0.5399±0.0270,0.2512±0.0205,0.0944±0.0062,0.0601±0.0032,0.8954±0.0178,0.9099±0.0185,0.8937±0.0237,0.8121±0.0349,0.5595±0.0275,0.3388±0.0223,0.1637±0.0094,0.1104±0.0057,0.7437±0.0305,0.7432±0.0236,0.6620±0.0204,0.6170±0.0135,0.5161±0.0288,0.2474±0.0210,0.0937±0.0061,0.0598±0.0033,0.1168±0.0074,0.1123±0.0055,0.0927±0.0051,0.0796±0.0048,0.0739±0.0056,0.0690±0.0039,0.0557±0.0032,0.0480±0.0030,0.4762±0.0343,0.5076±0.0335,0.4927±0.0292,0.4477±0.0366,0.7419±0.0498,0.7767±0.0387,0.7171±0.0445,0.6729±0.0486,0.1601±0.0141,0.1631±0.0116,0.1267±0.0080,0.1047±0.0052,0.0882±0.0085,0.0898±0.0070,0.0682±0.0046,0.0560±0.0029,0.8735±0.0185,0.8988±0.0183,0.8827±0.0221,0.8083±0.0328,0.4182±0.0337,0.0689±0.0171,0.0006±0.0017,0.0000±0.0000
PreOrder__Hamming__2,0.3052±0.0215,0.2650±0.0255,0.2837±0.0267,0.3052±0.0246,0.5535±0.0253,0.4588±0.0288,0.2255±0.0223,0.0962±0.0079,0.8734±0.0215,0.8940±0.0154,0.8656±0.0236,0.7682±0.0365,0.5590±0.0247,0.5162±0.0273,0.3132±0.0235,0.1657±0.0118,0.7392±0.0305,0.8104±0.0236,0.7949±0.0204,0.7566±0.0080,0.5205±0.0245,0.4432±0.0288,0.2197±0.0219,0.0951±0.0078,0.1129±0.0074,0.1324±0.0090,0.1213±0.0090,0.1003±0.0071,0.0722±0.0057,0.0845±0.0067,0.0770±0.0063,0.0639±0.0048,0.4495±0.0442,0.4758±0.0301,0.4430±0.0307,0.3876±0.0374,0.7326±0.0517,0.8436±0.0287,0.8447±0.0326,0.8208±0.0216,0.1531±0.0133,0.2056±0.0206,0.1875±0.0158,0.1479±0.0095,0.0843±0.0080,0.1166±0.0133,0.1055±0.0098,0.0819±0.0054,0.8431±0.0231,0.8755±0.0155,0.8485±0.0230,0.7621±0.0353,0.4356±0.0275,0.2800±0.0371,0.0497±0.0186,0.0006±0.0017
PreOrder__Hamming__None,0.2997±0.0225,0.2635±0.0262,0.2933±0.0278,0.3286±0.0181,0.5532±0.0289,0.3881±0.0269,0.1486±0.0135,0.0692±0.0045,0.8901±0.0224,0.9054±0.0157,0.8887±0.0196,0.8157±0.0351,0.5662±0.0278,0.4656±0.0252,0.2344±0.0166,0.1257±0.0078,0.7458±0.0313,0.8044±0.0228,0.7564±0.0192,0.6670±0.0063,0.5244±0.0287,0.3789±0.0266,0.1465±0.0130,0.0688±0.0046,0.1171±0.0084,0.1321±0.0084,0.1128±0.0076,0.0874±0.0056,0.0747±0.0063,0.0837±0.0061,0.0701±0.0052,0.0535±0.0036,0.4658±0.0418,0.4907±0.0353,0.4699±0.0320,0.4344±0.0369,0.7460±0.0503,0.8390±0.0284,0.8127±0.0377,0.7309±0.0233,0.1602±0.0148,0.2031±0.0190,0.1666±0.0124,0.1188±0.0067,0.0883±0.0089,0.1148±0.0121,0.0921±0.0075,0.0641±0.0037,0.8661±0.0248,0.8913±0.0160,0.8750±0.0201,0.8105±0.0349,0.4305±0.0355,0.1886±0.0333,0.0110±0.0059,0.0000±0.0000
PreOrder__Subset__2,0.3057±0.0219,0.2664±0.0249,0.2823±0.0262,0.3042±0.0249,0.5535±0.0253,0.4702±0.0300,0.2375±0.0236,0.0988±0.0083,0.8698±0.0235,0.8893±0.0153,0.8587±0.0251,0.7532±0.0377,0.5572±0.0235,0.5235±0.0282,0.3238±0.0250,0.1688±0.0123,0.7390±0.0306,0.8113±0.0238,0.7982±0.0208,0.7616±0.0085,0.5179±0.0225,0.4535±0.0300,0.2309±0.0234,0.0976±0.0082,0.1122±0.0073,0.1319±0.0090,0.1217±0.0096,0.1002±0.0074,0.0718±0.0056,0.0843±0.0068,0.0775±0.0067,0.0642±0.0050,0.4463±0.0460,0.4712±0.0319,0.4381±0.0286,0.3801±0.0385,0.7326±0.0517,0.8454±0.0279,0.8460±0.0336,0.8276±0.0210,0.1522±0.0130,0.2053±0.0210,0.1887±0.0169,0.1480±0.0097,0.0838±0.0078,0.1165±0.0136,0.1064±0.0106,0.0822±0.0056,0.8381±0.0252,0.8696±0.0164,0.8408±0.0247,0.7472±0.0360,0.4305±0.0234,0.2974±0.0384,0.0587±0.0204,0.0006±0.0017
PreOrder__Subset__None,0.3031±0.0162,0.2632±0.0280,0.2934±0.0272,0.3264±0.0217,0.5546±0.0300,0.3874±0.0269,0.1487±0.0144,0.0692±0.0046,0.8865±0.0212,0.9046±0.0149,0.8874±0.0223,0.8116±0.0370,0.5666±0.0282,0.4646±0.0251,0.2341±0.0179,0.1257±0.0079,0.7449±0.0312,0.8036±0.0230,0.7556±0.0198,0.6703±0.0068,0.5263±0.0301,0.3779±0.0263,0.1466±0.0141,0.0688±0.0046,0.1162±0.0082,0.1311±0.0084,0.1123±0.0080,0.0876±0.0058,0.0741±0.0063,0.0830±0.0061,0.0698±0.0053,0.0537±0.0037,0.4587±0.0315,0.4904±0.0355,0.4695±0.0337,0.4325±0.0404,0.7423±0.0489,0.8375±0.0284,0.8076±0.0387,0.7316±0.0250,0.1590±0.0147,0.2022±0.0190,0.1659±0.0131,0.1194±0.0070,0.0877±0.0088,0.1142±0.0122,0.0917±0.0079,0.0645±0.0039,0.8620±0.0229,0.8900±0.0152,0.8736±0.0233,0.8071±0.0367,0.4366±0.0389,0.1878±0.0318,0.0119±0.0066,0.0000±0.0000
br,0.4630±0.0263,0.3942±0.0386,0.3808±0.0417,0.3880±0.0408,0.6406±0.0408,0.6522±0.0338,0.4869±0.0357,0.2204±0.0194,0.5929±0.0407,0.6731±0.0334,0.6546±0.0390,0.5734±0.0409,0.6063±0.0403,0.6395±0.0334,0.5147±0.0353,0.2820±0.0233,0.9864±0.0012,0.9824±0.0016,0.9612±0.0039,0.8981±0.0046,0.5849±0.0402,0.6017±0.0342,0.4501±0.0370,0.2069±0.0192,0.2191±0.0194,0.2603±0.0224,0.2080±0.0209,0.1273±0.0100,0.2826±0.0246,0.2826±0.0247,0.1907±0.0195,0.0984±0.0077,0.1925±0.0181,0.2604±0.0264,0.2702±0.0325,0.2500±0.0291,1.0000±0.0000,1.0000±0.0000,0.9936±0.0047,0.9542±0.0141,0.7021±0.0315,0.6735±0.0283,0.4778±0.0324,0.2350±0.0173,0.8881±0.0170,0.6914±0.0316,0.3822±0.0337,0.1484±0.0114,0.5816±0.0397,0.6574±0.0341,0.6399±0.0378,0.5653±0.0427,0.5205±0.0416,0.4972±0.0386,0.2894±0.0454,0.0597±0.0127
cc,0.4460±0.0192,0.4161±0.0339,0.4230±0.0388,0.4435±0.0383,0.6769±0.0283,0.6378±0.0292,0.5098±0.0432,0.2945±0.0275,0.6260±0.0269,0.6430±0.0353,0.5920±0.0439,0.5196±0.0429,0.6403±0.0271,0.6191±0.0322,0.5119±0.0425,0.3323±0.0303,0.9869±0.0012,0.9819±0.0016,0.9676±0.0037,0.9264±0.0042,0.6181±0.0274,0.5869±0.0318,0.4642±0.0409,0.2696±0.0280,0.2319±0.0188,0.2399±0.0172,0.1970±0.0220,0.1274±0.0140,0.2836±0.0157,0.2661±0.0194,0.1978±0.0230,0.1093±0.0113,0.2094±0.0183,0.2378±0.0210,0.2294±0.0345,0.2004±0.0319,1.0000±0.0000,1.0000±0.0000,0.9961±0.0036,0.9759±0.0085,0.7207±0.0276,0.6573±0.0277,0.5006±0.0425,0.2784±0.0196,0.8773±0.0278,0.6915±0.0333,0.4389±0.0448,0.1913±0.0140,0.6119±0.0291,0.6274±0.0333,0.5843±0.0454,0.5130±0.0461,0.5522±0.0298,0.4978±0.0330,0.3395±0.0401,0.1311±0.0250
