Algorithm,aabs__0.0,aabs__0.1,aabs__0.2,aabs__0.3,abs__0.0,abs__0.1,abs__0.2,abs__0.3,afrd_pa__0.0,afrd_pa__0.1,afrd_pa__0.2,afrd_pa__0.3,arec__0.0,arec__0.1,arec__0.2,arec__0.3,example_precision_pa__0.0,example_precision_pa__0.1,example_precision_pa__0.2,example_precision_pa__0.3,example_recall_pa__0.0,example_recall_pa__0.1,example_recall_pa__0.2,example_recall_pa__0.3,f1_pa__0.0,f1_pa__0.1,f1_pa__0.2,f1_pa__0.3,hamming_accuracy_pa__0.0,hamming_accuracy_pa__0.1,hamming_accuracy_pa__0.2,hamming_accuracy_pa__0.3,jaccard_pa__0.0,jaccard_pa__0.1,jaccard_pa__0.2,jaccard_pa__0.3,macro_f1_pa__0.0,macro_f1_pa__0.1,macro_f1_pa__0.2,macro_f1_pa__0.3,macro_precision_pa__0.0,macro_precision_pa__0.1,macro_precision_pa__0.2,macro_precision_pa__0.3,macro_recall_pa__0.0,macro_recall_pa__0.1,macro_recall_pa__0.2,macro_recall_pa__0.3,mfrd_pa__0.0,mfrd_pa__0.1,mfrd_pa__0.2,mfrd_pa__0.3,micro_f1_pa__0.0,micro_f1_pa__0.1,micro_f1_pa__0.2,micro_f1_pa__0.3,micro_precision_pa__0.0,micro_precision_pa__0.1,micro_precision_pa__0.2,micro_precision_pa__0.3,micro_recall_pa__0.0,micro_recall_pa__0.1,micro_recall_pa__0.2,micro_recall_pa__0.3,rec__0.0,rec__0.1,rec__0.2,rec__0.3,subset0_1_pa__0.0,subset0_1_pa__0.1,subset0_1_pa__0.2,subset0_1_pa__0.3
PartialOrder__Hamming__2,0.2589±0.0305,0.2318±0.0254,0.2190±0.0227,0.1118±0.0198,0.4836±0.0179,0.7356±0.0315,0.7700±0.0215,0.5880±0.0287,0.2382±0.0282,0.1947±0.0327,0.2459±0.0231,0.3072±0.0217,0.9924±0.0008,0.9737±0.0025,0.8932±0.0069,0.7519±0.0079,0.8626±0.0158,0.6461±0.0274,0.2590±0.0200,0.0914±0.0087,0.8507±0.0150,0.8697±0.0164,0.8419±0.0292,0.7706±0.0365,0.8456±0.0164,0.7007±0.0228,0.3595±0.0226,0.1574±0.0125,0.9897±0.0013,0.9658±0.0031,0.8633±0.0084,0.7206±0.0059,0.8214±0.0193,0.6279±0.0263,0.2543±0.0194,0.0906±0.0087,0.3138±0.0174,0.2854±0.0187,0.1658±0.0109,0.0992±0.0074,0.3251±0.0145,0.2405±0.0215,0.1145±0.0080,0.0630±0.0051,0.3158±0.0181,0.3950±0.0368,0.4086±0.0367,0.3967±0.0382,1.0000±0.0000,0.9948±0.0048,0.9239±0.0232,0.7854±0.0370,0.8417±0.0182,0.6324±0.0240,0.2965±0.0188,0.1449±0.0095,0.8460±0.0188,0.4937±0.0260,0.1791±0.0131,0.0798±0.0054,0.8375±0.0189,0.8809±0.0179,0.8636±0.0251,0.7887±0.0360,0.7730±0.0217,0.4587±0.0397,0.0661±0.0139,0.0027±0.0036,0.7489±0.0292,0.4381±0.0397,0.0585±0.0121,0.0022±0.0036
PartialOrder__Hamming__None,0.2528±0.0309,0.2273±0.0249,0.2134±0.0225,0.1071±0.0193,0.4755±0.0188,0.7300±0.0338,0.7698±0.0208,0.5837±0.0265,0.2300±0.0311,0.1901±0.0327,0.2515±0.0238,0.3209±0.0206,0.9926±0.0009,0.9686±0.0026,0.8741±0.0075,0.7236±0.0081,0.8633±0.0194,0.6007±0.0235,0.2277±0.0184,0.0849±0.0081,0.8661±0.0168,0.8773±0.0160,0.8546±0.0267,0.7859±0.0342,0.8529±0.0191,0.6682±0.0208,0.3267±0.0212,0.1474±0.0115,0.9901±0.0015,0.9594±0.0030,0.8400±0.0089,0.6905±0.0058,0.8271±0.0223,0.5863±0.0236,0.2244±0.0182,0.0843±0.0080,0.3205±0.0136,0.2727±0.0191,0.1555±0.0098,0.0945±0.0064,0.3320±0.0130,0.2220±0.0214,0.1052±0.0072,0.0592±0.0043,0.3258±0.0168,0.4059±0.0378,0.4219±0.0358,0.4103±0.0376,1.0000±0.0000,0.9926±0.0056,0.9024±0.0282,0.7615±0.0446,0.8486±0.0204,0.5934±0.0230,0.2669±0.0166,0.1346±0.0082,0.8408±0.0198,0.4450±0.0231,0.1575±0.0112,0.0734±0.0046,0.8568±0.0227,0.8912±0.0185,0.8773±0.0227,0.8047±0.0341,0.7730±0.0278,0.4002±0.0319,0.0505±0.0151,0.0027±0.0036,0.7497±0.0352,0.3787±0.0311,0.0433±0.0123,0.0022±0.0036
PartialOrder__Subset__2,0.2591±0.0307,0.2321±0.0253,0.2194±0.0226,0.1123±0.0198,0.4836±0.0179,0.7362±0.0318,0.7712±0.0219,0.5912±0.0301,0.2382±0.0282,0.1953±0.0325,0.2471±0.0253,0.3060±0.0238,0.9924±0.0008,0.9736±0.0024,0.8933±0.0070,0.7522±0.0076,0.8632±0.0166,0.6454±0.0272,0.2586±0.0204,0.0908±0.0087,0.8495±0.0165,0.8672±0.0163,0.8401±0.0294,0.7634±0.0361,0.8454±0.0172,0.6991±0.0228,0.3590±0.0232,0.1564±0.0124,0.9897±0.0013,0.9657±0.0031,0.8633±0.0085,0.7209±0.0055,0.8215±0.0195,0.6265±0.0261,0.2539±0.0198,0.0901±0.0086,0.3140±0.0172,0.2848±0.0189,0.1658±0.0112,0.0985±0.0072,0.3255±0.0142,0.2403±0.0216,0.1147±0.0082,0.0627±0.0050,0.3157±0.0182,0.3938±0.0368,0.4069±0.0369,0.3935±0.0372,1.0000±0.0000,0.9948±0.0052,0.9244±0.0222,0.7850±0.0424,0.8419±0.0189,0.6309±0.0239,0.2962±0.0192,0.1438±0.0094,0.8474±0.0188,0.4927±0.0258,0.1790±0.0134,0.0792±0.0053,0.8365±0.0201,0.8778±0.0179,0.8613±0.0255,0.7808±0.0355,0.7740±0.0199,0.4577±0.0384,0.0661±0.0140,0.0027±0.0036,0.7500±0.0271,0.4370±0.0384,0.0585±0.0127,0.0022±0.0036
PartialOrder__Subset__None,0.2522±0.0308,0.2275±0.0250,0.2137±0.0226,0.1073±0.0194,0.4765±0.0178,0.7311±0.0329,0.7704±0.0218,0.5871±0.0300,0.2346±0.0258,0.1898±0.0322,0.2523±0.0269,0.3197±0.0209,0.9925±0.0008,0.9686±0.0026,0.8740±0.0079,0.7234±0.0084,0.8605±0.0193,0.5999±0.0230,0.2282±0.0190,0.0845±0.0081,0.8645±0.0176,0.8769±0.0167,0.8532±0.0272,0.7836±0.0337,0.8504±0.0189,0.6678±0.0209,0.3267±0.0216,0.1469±0.0115,0.9899±0.0014,0.9594±0.0030,0.8398±0.0092,0.6901±0.0058,0.8238±0.0218,0.5859±0.0236,0.2247±0.0182,0.0839±0.0080,0.3203±0.0138,0.2726±0.0190,0.1554±0.0103,0.0943±0.0068,0.3315±0.0126,0.2219±0.0213,0.1052±0.0076,0.0591±0.0046,0.3258±0.0170,0.4047±0.0388,0.4212±0.0365,0.4099±0.0375,1.0000±0.0000,0.9918±0.0062,0.9014±0.0284,0.7596±0.0456,0.8467±0.0192,0.5931±0.0233,0.2665±0.0170,0.1341±0.0083,0.8377±0.0188,0.4448±0.0231,0.1573±0.0114,0.0732±0.0047,0.8560±0.0218,0.8909±0.0191,0.8755±0.0229,0.8014±0.0334,0.7679±0.0263,0.4004±0.0315,0.0513±0.0146,0.0025±0.0033,0.7442±0.0348,0.3783±0.0309,0.0439±0.0118,0.0020±0.0032
PreOrder__Hamming__2,0.2562±0.0311,0.1681±0.0239,0.1167±0.0215,0.0282±0.0080,0.4417±0.0235,0.4519±0.0374,0.4632±0.0439,0.2689±0.0430,0.2607±0.0339,0.2119±0.0331,0.2540±0.0275,0.3010±0.0263,0.9923±0.0010,0.9769±0.0021,0.9106±0.0061,0.7846±0.0083,0.8683±0.0172,0.6872±0.0239,0.3173±0.0219,0.1055±0.0101,0.8423±0.0232,0.8638±0.0184,0.8338±0.0224,0.7623±0.0373,0.8437±0.0217,0.7277±0.0194,0.4144±0.0220,0.1790±0.0145,0.9896±0.0014,0.9723±0.0026,0.8988±0.0066,0.7784±0.0078,0.8190±0.0253,0.6620±0.0220,0.3080±0.0213,0.1043±0.0100,0.3068±0.0131,0.2967±0.0222,0.1793±0.0109,0.1070±0.0085,0.3217±0.0121,0.2560±0.0256,0.1271±0.0082,0.0695±0.0059,0.3070±0.0156,0.3919±0.0343,0.3961±0.0385,0.3774±0.0421,1.0000±0.0000,0.9973±0.0040,0.9509±0.0170,0.8466±0.0237,0.8390±0.0214,0.6627±0.0208,0.3353±0.0192,0.1628±0.0121,0.8560±0.0196,0.5364±0.0245,0.2094±0.0142,0.0912±0.0071,0.8229±0.0255,0.8678±0.0157,0.8429±0.0230,0.7603±0.0358,0.7700±0.0303,0.5037±0.0352,0.0980±0.0210,0.0012±0.0030,0.7453±0.0369,0.4880±0.0350,0.0939±0.0187,0.0012±0.0030
PreOrder__Hamming__None,0.2492±0.0317,0.1648±0.0237,0.1140±0.0210,0.0281±0.0077,0.4376±0.0232,0.4501±0.0398,0.4718±0.0463,0.2947±0.0458,0.2436±0.0298,0.2010±0.0360,0.2547±0.0280,0.3204±0.0192,0.9918±0.0011,0.9676±0.0026,0.8695±0.0073,0.6949±0.0088,0.8576±0.0206,0.5956±0.0221,0.2189±0.0156,0.0760±0.0067,0.8601±0.0250,0.8755±0.0203,0.8575±0.0198,0.8101±0.0360,0.8447±0.0241,0.6635±0.0204,0.3179±0.0173,0.1361±0.0107,0.9891±0.0017,0.9613±0.0030,0.8526±0.0077,0.6861±0.0075,0.8156±0.0275,0.5793±0.0218,0.2150±0.0150,0.0755±0.0067,0.3183±0.0128,0.2740±0.0227,0.1540±0.0096,0.0919±0.0065,0.3278±0.0142,0.2226±0.0243,0.1037±0.0070,0.0570±0.0043,0.3261±0.0177,0.4109±0.0415,0.4242±0.0382,0.4256±0.0408,1.0000±0.0000,0.9922±0.0071,0.9127±0.0209,0.7546±0.0247,0.8358±0.0222,0.5885±0.0233,0.2631±0.0149,0.1273±0.0084,0.8230±0.0195,0.4412±0.0240,0.1550±0.0101,0.0691±0.0047,0.8491±0.0273,0.8848±0.0169,0.8705±0.0201,0.8091±0.0353,0.7546±0.0325,0.3853±0.0302,0.0401±0.0136,0.0000±0.0000,0.7292±0.0398,0.3667±0.0292,0.0363±0.0119,0.0000±0.0000
PreOrder__Subset__2,0.2563±0.0313,0.1684±0.0239,0.1176±0.0214,0.0289±0.0079,0.4417±0.0235,0.4525±0.0375,0.4677±0.0454,0.2761±0.0427,0.2640±0.0377,0.2159±0.0338,0.2555±0.0268,0.3009±0.0272,0.9922±0.0010,0.9781±0.0020,0.9148±0.0057,0.7903±0.0084,0.8683±0.0172,0.7009±0.0236,0.3335±0.0222,0.1086±0.0105,0.8383±0.0253,0.8591±0.0182,0.8265±0.0244,0.7469±0.0389,0.8415±0.0227,0.7363±0.0191,0.4283±0.0228,0.1826±0.0151,0.9895±0.0014,0.9736±0.0025,0.9035±0.0064,0.7841±0.0080,0.8162±0.0261,0.6743±0.0220,0.3232±0.0221,0.1072±0.0105,0.3042±0.0134,0.2990±0.0237,0.1821±0.0118,0.1071±0.0089,0.3214±0.0122,0.2608±0.0269,0.1302±0.0087,0.0699±0.0061,0.3034±0.0158,0.3869±0.0363,0.3903±0.0361,0.3693±0.0437,1.0000±0.0000,0.9978±0.0039,0.9542±0.0167,0.8539±0.0222,0.8361±0.0223,0.6722±0.0203,0.3440±0.0201,0.1636±0.0123,0.8559±0.0197,0.5514±0.0239,0.2167±0.0149,0.0919±0.0072,0.8173±0.0276,0.8616±0.0167,0.8349±0.0250,0.7451±0.0367,0.7659±0.0305,0.5244±0.0363,0.1119±0.0214,0.0012±0.0030,0.7409±0.0363,0.5092±0.0366,0.1079±0.0194,0.0012±0.0030
PreOrder__Subset__None,0.2504±0.0316,0.1655±0.0238,0.1152±0.0211,0.0293±0.0078,0.4407±0.0269,0.4495±0.0389,0.4773±0.0438,0.3078±0.0441,0.2487±0.0259,0.2008±0.0359,0.2547±0.0273,0.3183±0.0233,0.9923±0.0010,0.9675±0.0026,0.8697±0.0076,0.6994±0.0090,0.8629±0.0189,0.5947±0.0217,0.2199±0.0160,0.0761±0.0067,0.8591±0.0226,0.8749±0.0188,0.8561±0.0223,0.8050±0.0375,0.8482±0.0218,0.6623±0.0196,0.3185±0.0180,0.1363±0.0107,0.9896±0.0015,0.9610±0.0030,0.8528±0.0082,0.6903±0.0078,0.8201±0.0252,0.5774±0.0216,0.2158±0.0154,0.0756±0.0067,0.3204±0.0142,0.2743±0.0219,0.1541±0.0101,0.0923±0.0068,0.3323±0.0132,0.2226±0.0236,0.1038±0.0072,0.0574±0.0045,0.3252±0.0175,0.4118±0.0423,0.4244±0.0389,0.4223±0.0433,1.0000±0.0000,0.9919±0.0075,0.9115±0.0215,0.7591±0.0244,0.8431±0.0213,0.5873±0.0225,0.2631±0.0158,0.1284±0.0087,0.8411±0.0184,0.4402±0.0232,0.1551±0.0106,0.0698±0.0049,0.8453±0.0258,0.8835±0.0161,0.8691±0.0234,0.8055±0.0370,0.7607±0.0301,0.3814±0.0303,0.0415±0.0147,0.0000±0.0000,0.7359±0.0394,0.3626±0.0306,0.0374±0.0126,0.0000±0.0000
