Algorithm,afrd__0.0,afrd__0.1,afrd__0.2,afrd__0.3,example_precision__0.0,example_precision__0.1,example_precision__0.2,example_precision__0.3,example_recall__0.0,example_recall__0.1,example_recall__0.2,example_recall__0.3,f1__0.0,f1__0.1,f1__0.2,f1__0.3,hamming_accuracy__0.0,hamming_accuracy__0.1,hamming_accuracy__0.2,hamming_accuracy__0.3,jaccard__0.0,jaccard__0.1,jaccard__0.2,jaccard__0.3,macro_f1__0.0,macro_f1__0.1,macro_f1__0.2,macro_f1__0.3,macro_precision__0.0,macro_precision__0.1,macro_precision__0.2,macro_precision__0.3,macro_recall__0.0,macro_recall__0.1,macro_recall__0.2,macro_recall__0.3,mfrd__0.0,mfrd__0.1,mfrd__0.2,mfrd__0.3,micro_f1__0.0,micro_f1__0.1,micro_f1__0.2,micro_f1__0.3,micro_precision__0.0,micro_precision__0.1,micro_precision__0.2,micro_precision__0.3,micro_recall__0.0,micro_recall__0.1,micro_recall__0.2,micro_recall__0.3,subset0_1__0.0,subset0_1__0.1,subset0_1__0.2,subset0_1__0.3
PartialOrder__Hamming__2,0.6059±0.0175,0.5673±0.0077,0.5020±0.0287,0.3648±0.0269,0.6832±0.0080,0.6461±0.0099,0.5834±0.0033,0.4928±0.0129,0.7094±0.0100,0.7194±0.0086,0.7362±0.0052,0.7308±0.0069,0.6727±0.0061,0.6570±0.0048,0.6257±0.0032,0.5662±0.0103,0.8049±0.0058,0.7860±0.0033,0.7451±0.0025,0.6756±0.0070,0.5721±0.0065,0.5474±0.0066,0.5024±0.0043,0.4276±0.0103,0.4585±0.0137,0.4590±0.0074,0.4526±0.0089,0.4405±0.0130,0.5074±0.0173,0.4537±0.0125,0.4049±0.0079,0.3692±0.0134,0.4665±0.0107,0.4875±0.0054,0.5207±0.0129,0.5678±0.0148,0.9992±0.0017,0.9888±0.0055,0.9642±0.0102,0.8649±0.0124,0.6848±0.0071,0.6683±0.0047,0.6336±0.0036,0.5757±0.0093,0.6700±0.0082,0.6296±0.0115,0.5607±0.0059,0.4766±0.0124,0.7004±0.0111,0.7123±0.0098,0.7284±0.0037,0.7273±0.0066,0.2292±0.0210,0.1721±0.0171,0.0910±0.0109,0.0236±0.0065
PartialOrder__Hamming__None,0.5914±0.0173,0.5389±0.0079,0.4617±0.0290,0.3518±0.0243,0.6561±0.0082,0.6083±0.0108,0.5357±0.0066,0.4579±0.0121,0.7459±0.0097,0.7639±0.0080,0.7796±0.0028,0.7741±0.0088,0.6748±0.0044,0.6534±0.0063,0.6122±0.0057,0.5552±0.0110,0.7950±0.0044,0.7682±0.0049,0.7147±0.0034,0.6426±0.0080,0.5691±0.0062,0.5361±0.0082,0.4794±0.0065,0.4110±0.0105,0.4737±0.0109,0.4707±0.0095,0.4596±0.0070,0.4417±0.0122,0.4844±0.0125,0.4275±0.0140,0.3854±0.0070,0.3559±0.0111,0.5071±0.0120,0.5372±0.0038,0.5819±0.0105,0.6187±0.0189,1.0000±0.0000,0.9935±0.0048,0.9786±0.0108,0.9049±0.0122,0.6853±0.0045,0.6640±0.0063,0.6215±0.0048,0.5661±0.0102,0.6401±0.0059,0.5915±0.0118,0.5192±0.0068,0.4475±0.0115,0.7376±0.0089,0.7572±0.0080,0.7741±0.0038,0.7703±0.0076,0.1870±0.0284,0.1150±0.0190,0.0389±0.0088,0.0070±0.0028
PartialOrder__Subset__2,0.6069±0.0164,0.5676±0.0054,0.5000±0.0289,0.3597±0.0263,0.6845±0.0065,0.6463±0.0093,0.5813±0.0037,0.4907±0.0128,0.7082±0.0104,0.7187±0.0096,0.7349±0.0076,0.7293±0.0074,0.6730±0.0058,0.6568±0.0053,0.6238±0.0042,0.5643±0.0104,0.8052±0.0055,0.7860±0.0034,0.7435±0.0026,0.6741±0.0066,0.5730±0.0060,0.5473±0.0065,0.5002±0.0048,0.4251±0.0105,0.4585±0.0132,0.4584±0.0066,0.4509±0.0098,0.4400±0.0123,0.5101±0.0160,0.4528±0.0116,0.4029±0.0086,0.3688±0.0126,0.4653±0.0110,0.4867±0.0055,0.5193±0.0142,0.5679±0.0156,0.9992±0.0017,0.9880±0.0056,0.9583±0.0165,0.8492±0.0099,0.6848±0.0069,0.6680±0.0048,0.6316±0.0042,0.5739±0.0092,0.6711±0.0072,0.6298±0.0111,0.5587±0.0063,0.4749±0.0119,0.6991±0.0114,0.7114±0.0101,0.7266±0.0043,0.7253±0.0076,0.2338±0.0205,0.1725±0.0180,0.0902±0.0110,0.0219±0.0066
PartialOrder__Subset__None,0.5911±0.0170,0.5390±0.0072,0.4604±0.0289,0.3485±0.0257,0.6557±0.0076,0.6076±0.0113,0.5347±0.0062,0.4563±0.0117,0.7445±0.0097,0.7634±0.0072,0.7790±0.0035,0.7736±0.0095,0.6740±0.0040,0.6528±0.0063,0.6113±0.0053,0.5540±0.0109,0.7946±0.0040,0.7676±0.0050,0.7136±0.0031,0.6411±0.0077,0.5682±0.0055,0.5351±0.0083,0.4786±0.0061,0.4097±0.0103,0.4728±0.0108,0.4701±0.0097,0.4588±0.0069,0.4416±0.0121,0.4842±0.0118,0.4269±0.0144,0.3843±0.0068,0.3557±0.0109,0.5059±0.0121,0.5367±0.0035,0.5814±0.0103,0.6199±0.0192,1.0000±0.0000,0.9935±0.0048,0.9786±0.0108,0.9034±0.0111,0.6845±0.0041,0.6633±0.0063,0.6205±0.0044,0.5649±0.0102,0.6396±0.0056,0.5907±0.0120,0.5180±0.0065,0.4462±0.0112,0.7363±0.0086,0.7566±0.0076,0.7736±0.0029,0.7701±0.0082,0.1870±0.0284,0.1146±0.0191,0.0389±0.0088,0.0070±0.0028
PreOrder__Hamming__2,0.6565±0.0152,0.6366±0.0105,0.6071±0.0077,0.4915±0.0275,0.7075±0.0062,0.6917±0.0114,0.6520±0.0020,0.5734±0.0087,0.6579±0.0139,0.6590±0.0117,0.6593±0.0061,0.6589±0.0093,0.6575±0.0091,0.6514±0.0066,0.6320±0.0032,0.5899±0.0071,0.8122±0.0066,0.8049±0.0033,0.7843±0.0036,0.7386±0.0034,0.5591±0.0097,0.5475±0.0080,0.5187±0.0045,0.4618±0.0067,0.4303±0.0168,0.4300±0.0071,0.4197±0.0035,0.4277±0.0087,0.5453±0.0340,0.5182±0.0139,0.4474±0.0076,0.4033±0.0087,0.4143±0.0128,0.4188±0.0100,0.4236±0.0046,0.4623±0.0128,0.9983±0.0017,0.9957±0.0024,0.9819±0.0197,0.9156±0.0415,0.6770±0.0097,0.6687±0.0064,0.6463±0.0032,0.6013±0.0061,0.7062±0.0058,0.6878±0.0110,0.6416±0.0027,0.5584±0.0093,0.6503±0.0151,0.6510±0.0130,0.6510±0.0059,0.6516±0.0085,0.2346±0.0188,0.2015±0.0263,0.1432±0.0109,0.0637±0.0080
PreOrder__Hamming__None,0.5882±0.0208,0.5437±0.0101,0.4723±0.0293,0.3874±0.0152,0.6545±0.0070,0.6030±0.0095,0.5245±0.0065,0.4367±0.0067,0.7429±0.0117,0.7634±0.0084,0.7953±0.0041,0.8148±0.0066,0.6736±0.0050,0.6506±0.0058,0.6099±0.0052,0.5500±0.0048,0.7954±0.0045,0.7663±0.0045,0.7075±0.0048,0.6172±0.0038,0.5675±0.0061,0.5313±0.0067,0.4745±0.0067,0.4030±0.0049,0.4710±0.0107,0.4669±0.0095,0.4598±0.0053,0.4444±0.0035,0.4885±0.0177,0.4245±0.0123,0.3795±0.0057,0.3476±0.0042,0.5042±0.0128,0.5363±0.0093,0.5978±0.0104,0.6635±0.0188,0.9989±0.0014,0.9926±0.0012,0.9879±0.0079,0.9552±0.0110,0.6850±0.0052,0.6622±0.0057,0.6202±0.0061,0.5621±0.0037,0.6412±0.0052,0.5886±0.0100,0.5108±0.0062,0.4299±0.0054,0.7354±0.0125,0.7571±0.0067,0.7893±0.0076,0.8121±0.0081,0.1820±0.0174,0.1014±0.0185,0.0285±0.0072,0.0021±0.0026
PreOrder__Subset__2,0.6784±0.0079,0.6725±0.0175,0.6311±0.0061,0.5136±0.0212,0.7152±0.0084,0.7060±0.0124,0.6690±0.0052,0.5830±0.0074,0.6285±0.0147,0.6237±0.0162,0.6263±0.0056,0.6181±0.0078,0.6427±0.0105,0.6364±0.0113,0.6222±0.0054,0.5767±0.0055,0.8087±0.0063,0.8040±0.0050,0.7872±0.0046,0.7416±0.0035,0.5425±0.0110,0.5315±0.0128,0.5097±0.0078,0.4489±0.0037,0.4169±0.0108,0.4120±0.0124,0.4075±0.0053,0.4153±0.0062,0.5597±0.0517,0.5178±0.0213,0.4567±0.0061,0.4081±0.0062,0.3918±0.0070,0.3876±0.0130,0.3959±0.0045,0.4304±0.0115,0.9917±0.0065,0.9958±0.0029,0.9806±0.0205,0.9110±0.0602,0.6625±0.0098,0.6548±0.0102,0.6373±0.0057,0.5894±0.0053,0.7109±0.0091,0.7010±0.0122,0.6580±0.0052,0.5678±0.0086,0.6204±0.0142,0.6146±0.0153,0.6179±0.0070,0.6128±0.0090,0.2189±0.0151,0.1924±0.0226,0.1456±0.0141,0.0633±0.0025
PreOrder__Subset__None,0.5869±0.0209,0.5413±0.0101,0.4723±0.0297,0.3837±0.0141,0.6543±0.0072,0.6033±0.0102,0.5242±0.0074,0.4371±0.0074,0.7426±0.0126,0.7634±0.0070,0.7941±0.0048,0.8135±0.0066,0.6732±0.0058,0.6507±0.0062,0.6091±0.0058,0.5502±0.0059,0.7951±0.0049,0.7664±0.0052,0.7065±0.0059,0.6182±0.0044,0.5672±0.0066,0.5313±0.0077,0.4736±0.0072,0.4027±0.0058,0.4716±0.0123,0.4683±0.0089,0.4584±0.0060,0.4442±0.0050,0.4941±0.0285,0.4272±0.0121,0.3784±0.0062,0.3479±0.0053,0.5045±0.0139,0.5370±0.0077,0.5946±0.0122,0.6631±0.0138,0.9989±0.0014,0.9921±0.0020,0.9888±0.0090,0.9597±0.0174,0.6846±0.0058,0.6624±0.0062,0.6190±0.0072,0.5622±0.0048,0.6407±0.0049,0.5888±0.0105,0.5098±0.0075,0.4305±0.0062,0.7352±0.0133,0.7570±0.0057,0.7878±0.0082,0.8102±0.0067,0.1820±0.0167,0.1022±0.0195,0.0294±0.0060,0.0017±0.0024
br,0.5258±0.0123,0.4537±0.0081,0.3624±0.0113,0.2597±0.0277,0.6676±0.0093,0.6112±0.0105,0.5370±0.0077,0.4568±0.0121,0.6208±0.0053,0.6070±0.0088,0.6018±0.0034,0.5805±0.0103,0.6129±0.0061,0.5795±0.0082,0.5385±0.0051,0.4841±0.0103,0.7910±0.0032,0.7600±0.0024,0.7149±0.0032,0.6567±0.0071,0.5037±0.0066,0.4593±0.0071,0.4106±0.0061,0.3473±0.0095,0.4488±0.0055,0.4475±0.0066,0.4283±0.0022,0.4031±0.0141,0.4923±0.0096,0.4520±0.0114,0.4099±0.0049,0.3731±0.0141,0.4294±0.0045,0.4479±0.0053,0.4644±0.0085,0.4777±0.0276,0.9987±0.0025,0.9143±0.0547,0.7814±0.0885,0.6451±0.1108,0.6399±0.0051,0.6026±0.0066,0.5570±0.0043,0.5018±0.0112,0.6685±0.0082,0.6039±0.0113,0.5257±0.0070,0.4475±0.0131,0.6137±0.0059,0.6014±0.0030,0.5923±0.0026,0.5714±0.0111,0.1477±0.0200,0.0865±0.0080,0.0410±0.0154,0.0070±0.0028
cc,0.5305±0.0139,0.4606±0.0096,0.3706±0.0244,0.2583±0.0116,0.6539±0.0071,0.6180±0.0103,0.5367±0.0110,0.4549±0.0075,0.5989±0.0106,0.6189±0.0107,0.5972±0.0153,0.5688±0.0144,0.5984±0.0088,0.5894±0.0095,0.5360±0.0119,0.4782±0.0093,0.7866±0.0032,0.7664±0.0056,0.7187±0.0063,0.6572±0.0045,0.5056±0.0067,0.4844±0.0091,0.4157±0.0113,0.3451±0.0102,0.4439±0.0049,0.4519±0.0086,0.4310±0.0101,0.4009±0.0067,0.4820±0.0061,0.4571±0.0122,0.4138±0.0079,0.3722±0.0074,0.4224±0.0069,0.4507±0.0081,0.4640±0.0195,0.4759±0.0067,0.9975±0.0016,0.9508±0.0338,0.8243±0.0917,0.6098±0.0907,0.6286±0.0064,0.6136±0.0079,0.5596±0.0097,0.4989±0.0091,0.6641±0.0056,0.6146±0.0127,0.5319±0.0124,0.4473±0.0075,0.5968±0.0094,0.6127±0.0076,0.5907±0.0132,0.5641±0.0156,0.2271±0.0103,0.1514±0.0158,0.0554±0.0135,0.0083±0.0013
clr,0.7269±0.0187,0.6575±0.0142,0.6017±0.0150,0.5187±0.0115,0.7270±0.0083,0.6994±0.0111,0.6703±0.0106,0.5945±0.0164,0.5320±0.0104,0.6151±0.0073,0.6088±0.0046,0.5444±0.0101,0.5837±0.0061,0.6248±0.0045,0.6059±0.0062,0.5319±0.0106,0.7991±0.0035,0.8021±0.0021,0.7865±0.0048,0.7436±0.0051,0.4714±0.0071,0.5151±0.0053,0.4918±0.0081,0.4087±0.0104,0.3721±0.0131,0.4138±0.0027,0.4202±0.0088,0.3953±0.0055,0.5846±0.0437,0.5281±0.0118,0.4755±0.0113,0.4205±0.0123,0.3236±0.0107,0.3874±0.0056,0.3999±0.0085,0.3779±0.0079,1.0000±0.0000,0.9996±0.0008,0.9915±0.0040,0.9627±0.0114,0.6146±0.0053,0.6510±0.0034,0.6308±0.0076,0.5595±0.0078,0.7328±0.0091,0.6980±0.0128,0.6616±0.0129,0.5831±0.0139,0.5294±0.0104,0.6102±0.0069,0.6030±0.0084,0.5380±0.0115,0.1043±0.0112,0.1494±0.0205,0.1208±0.0163,0.0468±0.0106
