Algorithm,auc_macro__0.0,auc_macro__0.1,auc_macro__0.2,auc_macro__0.3,auc_micro__0.0,auc_micro__0.1,auc_micro__0.2,auc_micro__0.3,auprc_macro__0.0,auprc_macro__0.1,auprc_macro__0.2,auprc_macro__0.3,auprc_micro__0.0,auprc_micro__0.1,auprc_micro__0.2,auprc_micro__0.3,coverage__0.0,coverage__0.1,coverage__0.2,coverage__0.3,lr_ap__0.0,lr_ap__0.1,lr_ap__0.2,lr_ap__0.3,one_error__0.0,one_error__0.1,one_error__0.2,one_error__0.3,ranking_loss__0.0,ranking_loss__0.1,ranking_loss__0.2,ranking_loss__0.3
PartialOrder__Hamming__2,nan±nan,nan±nan,nan±nan,nan±nan,0.9145±0.0131,0.8573±0.0278,0.8003±0.0312,0.7199±0.0362,0.5426±0.0351,0.3925±0.0497,0.3020±0.0431,0.2091±0.0366,0.6009±0.0742,0.4646±0.0744,0.3195±0.0616,0.1763±0.0497,1.7860±0.3241,2.3247±0.3497,3.0245±0.4238,3.8856±0.4841,0.8423±0.0078,0.8009±0.0108,0.7429±0.0182,0.6790±0.0260,0.6248±0.0529,0.6642±0.0500,0.7352±0.0507,0.8164±0.0464,0.0702±0.0090,0.0935±0.0098,0.1279±0.0150,0.1697±0.0192
PartialOrder__Hamming__None,nan±nan,nan±nan,nan±nan,nan±nan,0.9145±0.0131,0.8573±0.0278,0.8003±0.0312,0.7199±0.0362,0.5426±0.0351,0.3925±0.0497,0.3020±0.0431,0.2091±0.0366,0.6009±0.0742,0.4646±0.0744,0.3195±0.0616,0.1763±0.0497,1.7860±0.3241,2.3247±0.3497,3.0245±0.4238,3.8856±0.4841,0.8423±0.0078,0.8009±0.0108,0.7429±0.0182,0.6790±0.0260,0.6248±0.0529,0.6642±0.0500,0.7352±0.0507,0.8164±0.0464,0.0702±0.0090,0.0935±0.0098,0.1279±0.0150,0.1697±0.0192
PartialOrder__Subset__2,nan±nan,nan±nan,nan±nan,nan±nan,0.9145±0.0131,0.8573±0.0278,0.8003±0.0312,0.7199±0.0362,0.5426±0.0351,0.3925±0.0497,0.3020±0.0431,0.2091±0.0366,0.6009±0.0742,0.4646±0.0744,0.3195±0.0616,0.1763±0.0497,1.7860±0.3241,2.3247±0.3497,3.0245±0.4238,3.8856±0.4841,0.8423±0.0078,0.8009±0.0108,0.7429±0.0182,0.6790±0.0260,0.6248±0.0529,0.6642±0.0500,0.7352±0.0507,0.8164±0.0464,0.0702±0.0090,0.0935±0.0098,0.1279±0.0150,0.1697±0.0192
PartialOrder__Subset__None,nan±nan,nan±nan,nan±nan,nan±nan,0.9145±0.0131,0.8573±0.0278,0.8003±0.0312,0.7199±0.0362,0.5426±0.0351,0.3925±0.0497,0.3020±0.0431,0.2091±0.0366,0.6009±0.0742,0.4646±0.0744,0.3195±0.0616,0.1763±0.0497,1.7860±0.3241,2.3247±0.3497,3.0245±0.4238,3.8856±0.4841,0.8423±0.0078,0.8009±0.0108,0.7429±0.0182,0.6790±0.0260,0.6248±0.0529,0.6642±0.0500,0.7352±0.0507,0.8164±0.0464,0.0702±0.0090,0.0935±0.0098,0.1279±0.0150,0.1697±0.0192
PreOrder__Hamming__2,nan±nan,nan±nan,nan±nan,nan±nan,0.9145±0.0131,0.8573±0.0278,0.8003±0.0312,0.7199±0.0362,0.5426±0.0351,0.3925±0.0497,0.3020±0.0431,0.2091±0.0366,0.6009±0.0742,0.4646±0.0744,0.3195±0.0616,0.1763±0.0497,1.7860±0.3241,2.3247±0.3497,3.0245±0.4238,3.8856±0.4841,0.8423±0.0078,0.8009±0.0108,0.7429±0.0182,0.6790±0.0260,0.6248±0.0529,0.6642±0.0500,0.7352±0.0507,0.8164±0.0464,0.0702±0.0090,0.0935±0.0098,0.1279±0.0150,0.1697±0.0192
PreOrder__Hamming__None,nan±nan,nan±nan,nan±nan,nan±nan,0.9145±0.0131,0.8573±0.0278,0.8003±0.0312,0.7199±0.0362,0.5426±0.0351,0.3925±0.0497,0.3020±0.0431,0.2091±0.0366,0.6009±0.0742,0.4646±0.0744,0.3195±0.0616,0.1763±0.0497,1.7860±0.3241,2.3247±0.3497,3.0245±0.4238,3.8856±0.4841,0.8423±0.0078,0.8009±0.0108,0.7429±0.0182,0.6790±0.0260,0.6248±0.0529,0.6642±0.0500,0.7352±0.0507,0.8164±0.0464,0.0702±0.0090,0.0935±0.0098,0.1279±0.0150,0.1697±0.0192
PreOrder__Subset__2,nan±nan,nan±nan,nan±nan,nan±nan,0.9145±0.0131,0.8573±0.0278,0.8003±0.0312,0.7199±0.0362,0.5426±0.0351,0.3925±0.0497,0.3020±0.0431,0.2091±0.0366,0.6009±0.0742,0.4646±0.0744,0.3195±0.0616,0.1763±0.0497,1.7860±0.3241,2.3247±0.3497,3.0245±0.4238,3.8856±0.4841,0.8423±0.0078,0.8009±0.0108,0.7429±0.0182,0.6790±0.0260,0.6248±0.0529,0.6642±0.0500,0.7352±0.0507,0.8164±0.0464,0.0702±0.0090,0.0935±0.0098,0.1279±0.0150,0.1697±0.0192
PreOrder__Subset__None,nan±nan,nan±nan,nan±nan,nan±nan,0.9145±0.0131,0.8573±0.0278,0.8003±0.0312,0.7199±0.0362,0.5426±0.0351,0.3925±0.0497,0.3020±0.0431,0.2091±0.0366,0.6009±0.0742,0.4646±0.0744,0.3195±0.0616,0.1763±0.0497,1.7860±0.3241,2.3247±0.3497,3.0245±0.4238,3.8856±0.4841,0.8423±0.0078,0.8009±0.0108,0.7429±0.0182,0.6790±0.0260,0.6248±0.0529,0.6642±0.0500,0.7352±0.0507,0.8164±0.0464,0.0702±0.0090,0.0935±0.0098,0.1279±0.0150,0.1697±0.0192
br,nan±nan,nan±nan,nan±nan,nan±nan,0.9145±0.0131,0.8583±0.0267,0.7987±0.0315,0.7226±0.0312,0.5426±0.0351,0.3946±0.0527,0.2923±0.0387,0.1952±0.0282,0.6009±0.0742,0.4573±0.0686,0.3156±0.0611,0.1881±0.0483,1.7860±0.3241,2.3029±0.2811,3.0691±0.3935,3.8344±0.4791,0.8423±0.0078,0.7952±0.0123,0.7454±0.0168,0.6821±0.0229,0.6248±0.0529,0.6806±0.0536,0.7284±0.0552,0.8124±0.0426,0.0702±0.0090,0.0938±0.0087,0.1275±0.0128,0.1666±0.0157
cc,nan±nan,nan±nan,nan±nan,nan±nan,0.9172±0.0128,0.8562±0.0264,0.8081±0.0262,0.7270±0.0302,0.5569±0.0359,0.3854±0.0616,0.2807±0.0326,0.1974±0.0381,0.5988±0.0779,0.4495±0.0779,0.3214±0.0514,0.1669±0.0370,1.7364±0.2897,2.3318±0.3029,2.9160±0.3514,3.8105±0.5082,0.8412±0.0074,0.7942±0.0133,0.7502±0.0153,0.6794±0.0281,0.6233±0.0633,0.6763±0.0593,0.7259±0.0430,0.8202±0.0391,0.0678±0.0041,0.0952±0.0094,0.1202±0.0090,0.1649±0.0188
