Algorithm,aabs__0.0,aabs__0.1,aabs__0.2,aabs__0.3,abs__0.0,abs__0.1,abs__0.2,abs__0.3,afrd_pa__0.0,afrd_pa__0.1,afrd_pa__0.2,afrd_pa__0.3,arec__0.0,arec__0.1,arec__0.2,arec__0.3,example_precision_pa__0.0,example_precision_pa__0.1,example_precision_pa__0.2,example_precision_pa__0.3,example_recall_pa__0.0,example_recall_pa__0.1,example_recall_pa__0.2,example_recall_pa__0.3,f1_pa__0.0,f1_pa__0.1,f1_pa__0.2,f1_pa__0.3,hamming_accuracy_pa__0.0,hamming_accuracy_pa__0.1,hamming_accuracy_pa__0.2,hamming_accuracy_pa__0.3,jaccard_pa__0.0,jaccard_pa__0.1,jaccard_pa__0.2,jaccard_pa__0.3,macro_f1_pa__0.0,macro_f1_pa__0.1,macro_f1_pa__0.2,macro_f1_pa__0.3,macro_precision_pa__0.0,macro_precision_pa__0.1,macro_precision_pa__0.2,macro_precision_pa__0.3,macro_recall_pa__0.0,macro_recall_pa__0.1,macro_recall_pa__0.2,macro_recall_pa__0.3,mfrd_pa__0.0,mfrd_pa__0.1,mfrd_pa__0.2,mfrd_pa__0.3,micro_f1_pa__0.0,micro_f1_pa__0.1,micro_f1_pa__0.2,micro_f1_pa__0.3,micro_precision_pa__0.0,micro_precision_pa__0.1,micro_precision_pa__0.2,micro_precision_pa__0.3,micro_recall_pa__0.0,micro_recall_pa__0.1,micro_recall_pa__0.2,micro_recall_pa__0.3,rec__0.0,rec__0.1,rec__0.2,rec__0.3,subset0_1_pa__0.0,subset0_1_pa__0.1,subset0_1_pa__0.2,subset0_1_pa__0.3
PartialOrder__Hamming__2,0.7709±0.0498,0.7533±0.0457,0.6376±0.0389,0.3674±0.0265,0.9116±0.0223,0.9451±0.0221,0.9470±0.0244,0.8843±0.0266,0.3254±0.0535,0.2934±0.0881,0.2867±0.0443,0.2894±0.0515,0.9881±0.0024,0.9738±0.0053,0.9176±0.0087,0.7894±0.0105,0.8232±0.0615,0.5821±0.0860,0.2547±0.0487,0.1134±0.0215,0.7456±0.0418,0.6122±0.0881,0.4005±0.0722,0.3011±0.0447,0.7624±0.0474,0.5750±0.0798,0.2924±0.0529,0.1552±0.0262,0.9471±0.0079,0.8927±0.0158,0.7722±0.0144,0.6670±0.0137,0.7086±0.0432,0.5207±0.0740,0.2348±0.0452,0.1044±0.0182,0.4797±0.0591,0.4347±0.0565,0.2839±0.0362,0.1720±0.0262,0.5256±0.0861,0.4013±0.0519,0.2047±0.0326,0.1105±0.0202,0.4698±0.0444,0.5327±0.0770,0.5731±0.0714,0.5407±0.0671,1.0000±0.0000,0.9653±0.0894,0.8407±0.1145,0.7402±0.1197,0.7839±0.0363,0.6451±0.0561,0.3821±0.0480,0.2047±0.0366,0.8205±0.0517,0.5603±0.0677,0.2595±0.0408,0.1223±0.0250,0.7517±0.0332,0.7678±0.0623,0.7363±0.0408,0.6444±0.0392,0.8419±0.0233,0.7085±0.0445,0.3265±0.0488,0.0195±0.0120,0.5185±0.0476,0.3492±0.0708,0.0833±0.0310,0.0041±0.0059
PartialOrder__Hamming__None,0.7709±0.0498,0.7533±0.0457,0.6380±0.0391,0.3674±0.0266,0.9116±0.0223,0.9457±0.0220,0.9479±0.0244,0.8871±0.0284,0.3203±0.0534,0.2823±0.0785,0.2843±0.0463,0.2806±0.0428,0.9879±0.0025,0.9728±0.0053,0.9139±0.0098,0.7809±0.0104,0.8215±0.0613,0.5735±0.0858,0.2487±0.0475,0.1110±0.0206,0.7492±0.0440,0.6180±0.0890,0.4032±0.0737,0.3067±0.0448,0.7633±0.0485,0.5728±0.0792,0.2882±0.0524,0.1535±0.0255,0.9463±0.0087,0.8886±0.0166,0.7619±0.0147,0.6535±0.0129,0.7102±0.0443,0.5173±0.0726,0.2300±0.0445,0.1027±0.0175,0.4846±0.0576,0.4373±0.0537,0.2805±0.0365,0.1705±0.0254,0.5311±0.0881,0.3974±0.0525,0.2000±0.0326,0.1085±0.0194,0.4750±0.0403,0.5466±0.0715,0.5827±0.0741,0.5580±0.0594,1.0000±0.0000,0.9595±0.0891,0.8199±0.1179,0.7168±0.1158,0.7827±0.0386,0.6401±0.0562,0.3744±0.0476,0.2016±0.0355,0.8119±0.0529,0.5470±0.0678,0.2515±0.0396,0.1196±0.0239,0.7564±0.0328,0.7791±0.0573,0.7441±0.0422,0.6582±0.0400,0.8434±0.0216,0.7057±0.0428,0.3237±0.0487,0.0192±0.0120,0.5230±0.0421,0.3428±0.0678,0.0795±0.0298,0.0038±0.0059
PartialOrder__Subset__2,0.7709±0.0498,0.7533±0.0457,0.6378±0.0390,0.3678±0.0263,0.9116±0.0223,0.9451±0.0221,0.9476±0.0238,0.8850±0.0274,0.3223±0.0509,0.2929±0.0877,0.2893±0.0417,0.2888±0.0541,0.9882±0.0022,0.9738±0.0051,0.9178±0.0089,0.7893±0.0104,0.8242±0.0621,0.5819±0.0855,0.2546±0.0496,0.1127±0.0215,0.7469±0.0421,0.6120±0.0880,0.3995±0.0724,0.3011±0.0451,0.7636±0.0479,0.5747±0.0793,0.2921±0.0537,0.1547±0.0264,0.9476±0.0081,0.8926±0.0153,0.7727±0.0149,0.6665±0.0133,0.7100±0.0438,0.5204±0.0732,0.2347±0.0463,0.1038±0.0182,0.4857±0.0561,0.4346±0.0560,0.2835±0.0358,0.1715±0.0263,0.5388±0.0884,0.4013±0.0514,0.2048±0.0322,0.1102±0.0201,0.4733±0.0396,0.5326±0.0770,0.5691±0.0718,0.5404±0.0680,1.0000±0.0000,0.9664±0.0832,0.8415±0.1146,0.7405±0.1197,0.7864±0.0362,0.6445±0.0549,0.3824±0.0491,0.2042±0.0366,0.8232±0.0529,0.5598±0.0673,0.2600±0.0417,0.1220±0.0250,0.7540±0.0315,0.7671±0.0615,0.7352±0.0412,0.6426±0.0391,0.8419±0.0233,0.7088±0.0433,0.3265±0.0502,0.0192±0.0120,0.5185±0.0476,0.3498±0.0690,0.0833±0.0328,0.0038±0.0055
PartialOrder__Subset__None,0.7709±0.0498,0.7533±0.0457,0.6382±0.0391,0.3678±0.0263,0.9116±0.0223,0.9457±0.0220,0.9479±0.0250,0.8871±0.0286,0.3203±0.0534,0.2825±0.0785,0.2860±0.0438,0.2812±0.0448,0.9879±0.0025,0.9728±0.0053,0.9139±0.0098,0.7808±0.0104,0.8215±0.0613,0.5734±0.0857,0.2482±0.0480,0.1108±0.0206,0.7492±0.0440,0.6178±0.0889,0.4022±0.0738,0.3077±0.0456,0.7633±0.0485,0.5727±0.0791,0.2875±0.0527,0.1536±0.0256,0.9463±0.0087,0.8885±0.0166,0.7618±0.0150,0.6532±0.0126,0.7102±0.0443,0.5172±0.0724,0.2296±0.0452,0.1026±0.0177,0.4846±0.0576,0.4370±0.0540,0.2796±0.0358,0.1708±0.0257,0.5311±0.0881,0.3969±0.0528,0.1992±0.0320,0.1086±0.0194,0.4750±0.0403,0.5465±0.0715,0.5810±0.0720,0.5610±0.0610,1.0000±0.0000,0.9608±0.0830,0.8191±0.1183,0.7161±0.1139,0.7827±0.0386,0.6397±0.0561,0.3740±0.0481,0.2020±0.0356,0.8119±0.0529,0.5466±0.0678,0.2513±0.0400,0.1198±0.0239,0.7564±0.0328,0.7785±0.0564,0.7436±0.0417,0.6600±0.0419,0.8434±0.0216,0.7060±0.0425,0.3237±0.0500,0.0189±0.0120,0.5230±0.0421,0.3434±0.0676,0.0796±0.0315,0.0035±0.0055
PreOrder__Hamming__2,0.7601±0.0496,0.7165±0.0497,0.5428±0.0460,0.1759±0.0274,0.8713±0.0238,0.8744±0.0368,0.8527±0.0420,0.6459±0.0587,0.3715±0.0510,0.3552±0.0646,0.3421±0.0419,0.3176±0.0510,0.9857±0.0039,0.9713±0.0050,0.9089±0.0092,0.7721±0.0096,0.8346±0.0403,0.5849±0.0818,0.2465±0.0390,0.1163±0.0215,0.7181±0.0315,0.5699±0.0735,0.3555±0.0600,0.2881±0.0369,0.7458±0.0311,0.5508±0.0697,0.2697±0.0427,0.1550±0.0256,0.9406±0.0080,0.8976±0.0126,0.8003±0.0119,0.7232±0.0120,0.6833±0.0294,0.4872±0.0622,0.2107±0.0326,0.1031±0.0179,0.4747±0.0498,0.4215±0.0531,0.2667±0.0344,0.1662±0.0223,0.5451±0.0551,0.4197±0.0722,0.2007±0.0337,0.1091±0.0183,0.4543±0.0580,0.4764±0.0701,0.4877±0.0517,0.4805±0.0640,1.0000±0.0000,0.9901±0.0171,0.9069±0.0567,0.8234±0.0643,0.7562±0.0313,0.6243±0.0511,0.3613±0.0452,0.1963±0.0325,0.8323±0.0349,0.5753±0.0675,0.2542±0.0408,0.1195±0.0225,0.6939±0.0373,0.6890±0.0558,0.6372±0.0459,0.5600±0.0381,0.8248±0.0359,0.6763±0.0350,0.2608±0.0441,0.0043±0.0058,0.4743±0.0407,0.2922±0.0559,0.0589±0.0187,0.0025±0.0042
PreOrder__Hamming__None,0.7570±0.0504,0.7113±0.0488,0.5330±0.0455,0.1670±0.0256,0.8682±0.0277,0.8726±0.0371,0.8512±0.0398,0.6561±0.0573,0.3518±0.0596,0.3307±0.0609,0.3058±0.0362,0.2641±0.0399,0.9856±0.0034,0.9682±0.0044,0.8939±0.0104,0.7241±0.0108,0.8280±0.0379,0.5582±0.0782,0.2130±0.0351,0.1018±0.0175,0.7328±0.0313,0.5868±0.0813,0.3727±0.0651,0.3292±0.0459,0.7531±0.0282,0.5447±0.0701,0.2527±0.0411,0.1475±0.0240,0.9404±0.0061,0.8884±0.0143,0.7725±0.0112,0.6688±0.0106,0.6922±0.0238,0.4772±0.0608,0.1910±0.0302,0.0946±0.0160,0.4900±0.0375,0.4267±0.0540,0.2650±0.0349,0.1644±0.0233,0.5485±0.0510,0.4068±0.0734,0.1896±0.0307,0.1031±0.0171,0.4744±0.0516,0.5054±0.0671,0.5454±0.0617,0.5649±0.0591,1.0000±0.0000,0.9660±0.0572,0.8664±0.0640,0.7566±0.0748,0.7608±0.0264,0.6138±0.0503,0.3450±0.0427,0.1889±0.0318,0.8131±0.0348,0.5401±0.0641,0.2320±0.0355,0.1110±0.0207,0.7159±0.0335,0.7178±0.0545,0.6836±0.0390,0.6438±0.0410,0.8264±0.0349,0.6614±0.0298,0.2363±0.0496,0.0031±0.0044,0.4838±0.0294,0.2693±0.0497,0.0404±0.0205,0.0012±0.0028
PreOrder__Subset__2,0.7601±0.0496,0.7169±0.0496,0.5440±0.0459,0.1776±0.0277,0.8713±0.0238,0.8744±0.0368,0.8552±0.0408,0.6518±0.0591,0.3754±0.0482,0.3594±0.0674,0.3452±0.0434,0.3280±0.0540,0.9856±0.0039,0.9715±0.0049,0.9100±0.0092,0.7750±0.0097,0.8369±0.0383,0.5890±0.0821,0.2491±0.0395,0.1174±0.0216,0.7158±0.0296,0.5661±0.0721,0.3530±0.0578,0.2835±0.0355,0.7453±0.0284,0.5507±0.0690,0.2705±0.0417,0.1547±0.0251,0.9403±0.0077,0.8983±0.0122,0.8024±0.0114,0.7262±0.0117,0.6832±0.0276,0.4873±0.0610,0.2116±0.0318,0.1030±0.0176,0.4738±0.0500,0.4183±0.0534,0.2676±0.0326,0.1649±0.0214,0.5486±0.0544,0.4175±0.0646,0.2026±0.0328,0.1088±0.0178,0.4508±0.0580,0.4704±0.0713,0.4846±0.0485,0.4694±0.0637,1.0000±0.0000,0.9923±0.0146,0.9094±0.0546,0.8286±0.0622,0.7543±0.0291,0.6241±0.0496,0.3623±0.0431,0.1951±0.0313,0.8341±0.0324,0.5791±0.0675,0.2560±0.0399,0.1190±0.0217,0.6894±0.0363,0.6833±0.0534,0.6320±0.0431,0.5503±0.0373,0.8264±0.0359,0.6760±0.0344,0.2617±0.0435,0.0047±0.0058,0.4788±0.0420,0.2916±0.0520,0.0600±0.0186,0.0028±0.0043
PreOrder__Subset__None,0.7576±0.0497,0.7125±0.0491,0.5347±0.0452,0.1699±0.0259,0.8713±0.0243,0.8732±0.0365,0.8536±0.0409,0.6682±0.0560,0.3532±0.0591,0.3301±0.0613,0.3076±0.0335,0.2646±0.0358,0.9856±0.0036,0.9684±0.0043,0.8945±0.0104,0.7257±0.0107,0.8274±0.0377,0.5578±0.0771,0.2139±0.0360,0.1020±0.0180,0.7328±0.0353,0.5864±0.0773,0.3707±0.0650,0.3280±0.0474,0.7532±0.0310,0.5442±0.0670,0.2532±0.0419,0.1475±0.0247,0.9407±0.0069,0.8885±0.0133,0.7730±0.0114,0.6695±0.0103,0.6932±0.0278,0.4769±0.0579,0.1918±0.0316,0.0947±0.0165,0.4891±0.0424,0.4252±0.0540,0.2628±0.0340,0.1644±0.0242,0.5520±0.0537,0.4048±0.0736,0.1884±0.0304,0.1033±0.0179,0.4748±0.0569,0.5049±0.0683,0.5393±0.0589,0.5636±0.0562,1.0000±0.0000,0.9629±0.0621,0.8728±0.0682,0.7515±0.0883,0.7618±0.0296,0.6139±0.0475,0.3449±0.0428,0.1891±0.0328,0.8153±0.0340,0.5402±0.0619,0.2323±0.0358,0.1112±0.0213,0.7162±0.0394,0.7182±0.0536,0.6809±0.0404,0.6406±0.0442,0.8279±0.0351,0.6626±0.0288,0.2372±0.0515,0.0031±0.0044,0.4860±0.0333,0.2689±0.0467,0.0417±0.0223,0.0012±0.0028
