Base_Learner,Algorithm,Metric,Mean,Std
LightGBM,CLR,hamming_accuracy,0.9108725289706885,0.0004820087124652822
LightGBM,CLR,subset0_1,0.019427402862985686,0.005213721384041702
LightGBM,CLR,f1,0.022154055896387182,0.005923022221193855
