Base_Learner,Algorithm,Metric,Mean,Std
RF,CLR,hamming_accuracy,0.7686545126525186,0.009909615952314217
RF,CLR,subset0_1,0.14977923372738927,0.030933882063815595
RF,CLR,f1,0.3497673645729477,0.02787408589049325
XGBoost,CLR,hamming_accuracy,0.7846740730190382,0.011831283588905821
XGBoost,CLR,subset0_1,0.21218914684517873,0.03712757580599244
XGBoost,CLR,f1,0.4831297535963535,0.03905708903183354
ETC,CLR,hamming_accuracy,0.7587822247543086,0.01398529203288997
ETC,CLR,subset0_1,0.1258595641646489,0.03295761387860888
ETC,CLR,f1,0.31258130370792386,0.03769996386257253
LightGBM,CLR,hamming_accuracy,0.7847813701751888,0.013646372318496917
LightGBM,CLR,subset0_1,0.20543227460475716,0.036140534581087715
LightGBM,CLR,f1,0.4625285097089681,0.038143611163601036
