Base_Learner,Algorithm,Metric,Mean,Std
LightGBM,CLR,hamming_accuracy,0.7099730458221024,0.0012129380053907957
LightGBM,CLR,subset0_1,0.016037735849056604,0.0028301886792452824
LightGBM,CLR,f1,0.5331022850282888,0.005701291466742031
