Base_Learner,Algorithm,Algorithm_Metric,Algorithm_Height,Algorithm_Order,Prediction_Type,Metric,Mean,Std
RF,,,,,BinaryVector,hamming_accuracy,0.974324902610617,0.0006877350476358
RF,,,,,BinaryVector,subset0_1,0.05318681318681318,0.012417775368235831
RF,,,,,BinaryVector,f1,0.07584336298622012,0.012329395866490437
RF,,,,,BinaryVector,jaccard,0.0700514564800279,0.011693550912429043
RF,,,,,BinaryVector,macro_f1,0.018907814387911295,0.0036858635037311923
RF,,,,,BinaryVector,micro_f1,0.15011093771696338,0.024254364481367925
RF,,,,,BinaryVector,macro_precision,0.06720723104056436,0.016289989484078497
RF,,,,,BinaryVector,micro_precision,0.8923760808671294,0.04796573132280491
RF,,,,,BinaryVector,macro_recall,0.01155897099393311,0.0023888339618007006
RF,,,,,BinaryVector,micro_recall,0.0821229267810422,0.014317869040480352
RF,,,,,BinaryVector,example_precision,0.08742543171114599,0.014662416880083004
RF,,,,,BinaryVector,example_recall,0.07056427699284842,0.011998427898389065
RF,,,,,BinaryVector,mfrd,1.0,0.0
RF,,,,,BinaryVector,afrd,0.6458661544831896,0.03640385465846778
RF,,,,,ScoreVector,ranking_loss,0.0359796467046111,0.009202323184241173
RF,,,,,ScoreVector,one_error,0.1768864468864469,0.02594849558171696
RF,,,,,ScoreVector,coverage,2.446624803767661,0.3672877322170251
RF,,,,,ScoreVector,lr_ap,0.8532078215627985,0.01744464699951744
RF,,,,,ScoreVector,auc_macro,,
RF,,,,,ScoreVector,auc_micro,0.9589055374422002,0.006602718008307884
RF,,,,,ScoreVector,auprc_macro,0.39890237242197524,0.028188621078247135
RF,,,,,ScoreVector,auprc_micro,0.7579135920309292,0.020732623701196908
