Base_Learner,Algorithm,Algorithm_Metric,Algorithm_Height,Algorithm_Order,Prediction_Type,Metric,Mean,Std
RF,,,,,BinaryVector,hamming_accuracy,0.9733097970812256,0.0031721153362261117
RF,,,,,BinaryVector,subset0_1,0.40468655154369443,0.04320993660312623
RF,,,,,BinaryVector,f1,0.5496996772217433,0.04172700401089553
RF,,,,,BinaryVector,jaccard,0.5100673169321521,0.04189724378892011
RF,,,,,BinaryVector,macro_f1,0.19353132318742045,0.021244291106778217
RF,,,,,BinaryVector,micro_f1,0.5523845481449788,0.04037366253121882
RF,,,,,BinaryVector,macro_precision,0.19899089644497828,0.021100724039094704
RF,,,,,BinaryVector,micro_precision,0.518809689214692,0.05176253431384807
RF,,,,,BinaryVector,macro_recall,0.20918409340001426,0.028031944594712768
RF,,,,,BinaryVector,micro_recall,0.5930806285456767,0.03944218394310964
RF,,,,,BinaryVector,example_precision,0.5581490187003532,0.04173172635986265
RF,,,,,BinaryVector,example_recall,0.6032135007849293,0.04251005708151375
RF,,,,,BinaryVector,mfrd,0.9989733016124768,0.002514028580388313
RF,,,,,BinaryVector,afrd,0.4425212110476053,0.03573924282665339
RF,,,,,ScoreVector,ranking_loss,0.05317614841345263,0.010776720583635109
RF,,,,,ScoreVector,one_error,0.23640711669283096,0.024239821781680312
RF,,,,,ScoreVector,coverage,3.2706342229199366,0.49217952293973866
RF,,,,,ScoreVector,lr_ap,0.795294044371581,0.019907132647343798
RF,,,,,ScoreVector,auc_macro,,
RF,,,,,ScoreVector,auc_micro,0.9372937524545446,0.010094578273040949
RF,,,,,ScoreVector,auprc_macro,0.25741996561895,0.02451998103384524
RF,,,,,ScoreVector,auprc_micro,0.5871356428043069,0.0441115809806525
