,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999829716,0.9997112677594805,0.03838582327881179
PartialOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999829716,0.9997112677594805,0.03838582327881179
PartialOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999829716,0.9997112677594805,0.03838582327881179
PartialOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999829716,0.9997112677594805,0.03838582327881179
PreOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999829716,0.9997112677594805,0.03838582327881179
PreOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999829716,0.9997112677594805,0.03838582327881179
PreOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999829716,0.9997112677594805,0.03838582327881179
PreOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999829716,0.9997112677594805,0.03838582327881179
br,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999829716,0.9997112677594805,0.03838582327881179
cc,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999978,0.9999999997022853,0.9994304270851965,0.03151665331235953
clr,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999978,1.0,0.9999999999995828,0.9998623848316938,0.04651498158028311
ecc,0.9999999999829716,0.9999999999829716,0.9999999999829716,0.9999999999829716,0.9999999999829716,0.9999999999829716,0.9999999999829716,0.9999999999829716,0.9999999999829716,0.9999999997022853,0.9999999999995828,1.0,0.9999905817962828,0.08020635130393916
lp,0.9997112677594805,0.9997112677594805,0.9997112677594805,0.9997112677594805,0.9997112677594805,0.9997112677594805,0.9997112677594805,0.9997112677594805,0.9997112677594805,0.9994304270851965,0.9998623848316938,0.9999905817962828,1.0,0.4008046928405046
mlknn,0.03838582327881179,0.03838582327881179,0.03838582327881179,0.03838582327881179,0.03838582327881179,0.03838582327881179,0.03838582327881179,0.03838582327881179,0.03838582327881179,0.03151665331235953,0.04651498158028311,0.08020635130393916,0.4008046928405046,1.0
