,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None
PartialOrder__Hamming__2,1.0,0.9999767068243322,0.9995111282241793,0.9995111282241793,0.020314000464026538,0.373135592352829,0.001675104890278556,0.34359272781772465
PartialOrder__Hamming__None,0.9999767068243322,1.0,0.9999995101840434,0.9999995101840434,0.057448172118480856,0.6006251102335034,0.00623501691790973,0.5672704055757916
PartialOrder__Subset__2,0.9995111282241793,0.9999995101840434,1.0,1.0,0.09727402758875536,0.7285069115747342,0.012452422542421071,0.6978367345597007
PartialOrder__Subset__None,0.9995111282241793,0.9999995101840434,1.0,1.0,0.09727402758875536,0.7285069115747342,0.012452422542421071,0.6978367345597007
PreOrder__Hamming__2,0.020314000464026538,0.057448172118480856,0.09727402758875536,0.09727402758875536,1.0,0.9444128391714839,0.9976628390369632,0.955621445016523
PreOrder__Hamming__None,0.373135592352829,0.6006251102335034,0.7285069115747342,0.7285069115747342,0.9444128391714839,1.0,0.600625110233503,0.9999999999693384
PreOrder__Subset__2,0.001675104890278556,0.00623501691790973,0.012452422542421071,0.012452422542421071,0.9976628390369632,0.600625110233503,1.0,0.6336636334448122
PreOrder__Subset__None,0.34359272781772465,0.5672704055757916,0.6978367345597007,0.6978367345597007,0.955621445016523,0.9999999999693384,0.6336636334448122,1.0
