algorithm,avg_rank
clr,1.25
ecc,1.75
cc,5.75
lp,7.875
PartialOrder__Hamming__2,8.0625
PartialOrder__Hamming__None,8.0625
PartialOrder__Subset__2,8.0625
PartialOrder__Subset__None,8.0625
PreOrder__Subset__None,8.0625
PreOrder__Subset__2,8.0625
PreOrder__Hamming__None,8.0625
PreOrder__Hamming__2,8.0625
br,9.875
mlknn,14.0
