,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None
PartialOrder__Hamming__2,1.0,0.9998717625678498,0.9997402346156786,0.9999999999693384,0.049969168553686605,0.003606688911133693,0.08568039810365558,0.027748664202612128
PartialOrder__Hamming__None,0.9998717625678498,1.0,0.9999999999693384,0.9999421542682614,0.012452422542421071,0.0006060957281330825,0.023776690079980733,0.00623501691790973
PartialOrder__Subset__2,0.9997402346156786,0.9999999999693384,1.0,0.9998717625678498,0.010518479264265634,0.0004908557391839485,0.020314000464026538,0.005209085063094365
PartialOrder__Subset__None,0.9999999999693384,0.9999421542682614,0.9998717625678498,1.0,0.043330960700129206,0.00298916397343274,0.07522808279555193,0.023776690079980733
PreOrder__Hamming__2,0.049969168553686605,0.012452422542421071,0.010518479264265634,0.043330960700129206,1.0,0.9946029241564981,0.9999995101840434,0.9999995101840434
PreOrder__Hamming__None,0.003606688911133693,0.0006060957281330825,0.0004908557391839485,0.00298916397343274,0.9946029241564981,1.0,0.9795725028178316,0.9991346443675294
PreOrder__Subset__2,0.08568039810365558,0.023776690079980733,0.020314000464026538,0.07522808279555193,0.9999995101840434,0.9795725028178316,1.0,0.9999421542682614
PreOrder__Subset__None,0.027748664202612128,0.00623501691790973,0.005209085063094365,0.023776690079980733,0.9999995101840434,0.9991346443675294,0.9999421542682614,1.0
