algorithm,avg_rank
PreOrder__Hamming__None,1.8333333333333333
PreOrder__Hamming__2,1.9444444444444444
PreOrder__Subset__2,3.0555555555555554
PreOrder__Subset__None,3.1666666666666665
PartialOrder__Subset__None,6.0
PartialOrder__Subset__2,6.222222222222222
PartialOrder__Hamming__2,6.777777777777778
PartialOrder__Hamming__None,7.0
