algorithm,avg_rank
clr,1.25
ecc,1.75
PartialOrder__Hamming__2,7.625
PartialOrder__Hamming__None,7.625
PreOrder__Hamming__2,7.625
PreOrder__Hamming__None,7.625
PartialOrder__Subset__2,7.625
PartialOrder__Subset__None,7.625
PreOrder__Subset__None,7.625
PreOrder__Subset__2,7.625
br,8.875
cc,9.0
lp,9.125
mlknn,14.0
