,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None
PartialOrder__Hamming__2,1.0,0.9946029241564981,0.9997402346156786,0.9889701192635673,0.043330960700129206,0.06584257959247275,0.08568039810365546,0.07522808279555182
PartialOrder__Hamming__None,0.9946029241564981,1.0,0.9999919077551657,0.9999999960951349,0.00298916397343274,0.005209085063094365,0.007442772515657836,0.00623501691790973
PartialOrder__Subset__2,0.9997402346156786,0.9999919077551657,1.0,0.9999421542682614,0.008860192636935715,0.014700606216242806,0.020314000464026538,0.017305581809114567
PartialOrder__Subset__None,0.9889701192635673,0.9999999960951349,0.9999421542682614,1.0,0.0020370819272206298,0.003606688911133693,0.005209085063094365,0.004340257284988547
PreOrder__Hamming__2,0.043330960700129206,0.00298916397343274,0.008860192636935715,0.0020370819272206298,1.0,0.9999999338418616,0.9999976994786531,0.9999995101840434
PreOrder__Hamming__None,0.06584257959247275,0.005209085063094365,0.014700606216242806,0.003606688911133693,0.9999999338418616,1.0,0.9999999960951349,0.9999999999693384
PreOrder__Subset__2,0.08568039810365546,0.007442772515657836,0.020314000464026538,0.005209085063094365,0.9999976994786531,0.9999999960951349,1.0,0.9999999999693384
PreOrder__Subset__None,0.07522808279555182,0.00623501691790973,0.017305581809114567,0.004340257284988547,0.9999995101840434,0.9999999999693384,0.9999999999693384,1.0
