,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975245186835158,0.9999944539027681,0.12165239270087158,0.21978219162798152,0.9999999999995828,0.12165239270087158
PartialOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975245186835158,0.9999944539027681,0.12165239270087158,0.21978219162798152,0.9999999999995828,0.12165239270087158
PartialOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975245186835158,0.9999944539027681,0.12165239270087158,0.21978219162798152,0.9999999999995828,0.12165239270087158
PartialOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975245186835158,0.9999944539027681,0.12165239270087158,0.21978219162798152,0.9999999999995828,0.12165239270087158
PreOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975245186835158,0.9999944539027681,0.12165239270087158,0.21978219162798152,0.9999999999995828,0.12165239270087158
PreOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975245186835158,0.9999944539027681,0.12165239270087158,0.21978219162798152,0.9999999999995828,0.12165239270087158
PreOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975245186835158,0.9999944539027681,0.12165239270087158,0.21978219162798152,0.9999999999995828,0.12165239270087158
PreOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975245186835158,0.9999944539027681,0.12165239270087158,0.21978219162798152,0.9999999999995828,0.12165239270087158
br,0.9975245186835158,0.9975245186835158,0.9975245186835158,0.9975245186835158,0.9975245186835158,0.9975245186835158,0.9975245186835158,0.9975245186835158,1.0,0.9999998869625356,0.0023225320242084013,0.00615830108418447,0.9995915124698332,0.8202124659188528
cc,0.9999944539027681,0.9999944539027681,0.9999944539027681,0.9999944539027681,0.9999944539027681,0.9999944539027681,0.9999944539027681,0.9999944539027681,0.9999998869625356,1.0,0.015204362605239607,0.03480400222536839,0.9999998869625356,0.4871661863379778
clr,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.0023225320242084013,0.015204362605239607,1.0,0.9999999999829716,0.07348940567576567,9.880623030866786e-08
ecc,0.21978219162798152,0.21978219162798152,0.21978219162798152,0.21978219162798152,0.21978219162798152,0.21978219162798152,0.21978219162798152,0.21978219162798152,0.00615830108418447,0.03480400222536839,0.9999999999829716,1.0,0.14229106593968943,4.2723715720782707e-07
lp,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9995915124698332,0.9999998869625356,0.07348940567576567,0.14229106593968943,1.0,0.1912751188151609
mlknn,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.8202124659188528,0.4871661863379778,9.880623030866786e-08,4.2723715720782707e-07,0.1912751188151609,1.0
