algorithm,avg_rank
PartialOrder__Subset__2,1.2222222222222223
PartialOrder__Hamming__2,1.7777777777777777
PartialOrder__Hamming__None,3.3333333333333335
PartialOrder__Subset__None,4.111111111111111
PreOrder__Hamming__2,5.555555555555555
PreOrder__Subset__2,5.666666666666667
PreOrder__Hamming__None,7.055555555555555
PreOrder__Subset__None,7.277777777777778
