,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None
PartialOrder__Hamming__2,1.0,0.9963871293212371,0.9999976994786531,0.9313870580640958,0.9991346443675294,0.15642518383877357,0.4353217242738816,0.12416849024311871
PartialOrder__Hamming__None,0.9963871293212371,1.0,0.9795725028178317,0.9997402346156786,0.9999999338418616,0.5672704055757923,0.8806785654552003,0.5005570118809244
PartialOrder__Subset__2,0.9999976994786531,0.9795725028178317,1.0,0.8370127106198056,0.992178853761316,0.08568039810365569,0.28822774909592186,0.06584257959247275
PartialOrder__Subset__None,0.9313870580640958,0.9997402346156786,0.8370127106198056,1.0,0.9985457494455156,0.8598141215994577,0.9889701192635673,0.8123533421878928
PreOrder__Hamming__2,0.9991346443675294,0.9999999338418616,0.992178853761316,0.9985457494455156,1.0,0.46764987264841784,0.8123533421878928,0.4037608445736258
PreOrder__Hamming__None,0.15642518383877357,0.5672704055757923,0.08568039810365569,0.8598141215994577,0.46764987264841784,1.0,0.9995111282241793,0.9999999960951349
PreOrder__Subset__2,0.4353217242738816,0.8806785654552003,0.28822774909592186,0.9889701192635673,0.8123533421878928,0.9995111282241793,1.0,0.9985457494455156
PreOrder__Subset__None,0.12416849024311871,0.5005570118809244,0.06584257959247275,0.8123533421878928,0.4037608445736258,0.9999999960951349,0.9985457494455156,1.0
