,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,0.9999999999995828,0.9999999494723731,0.9999999999999978,0.9999999999829716,0.9994304270851965,1.0,0.9975245186835158,0.28485955398145046,0.28485955398145046,0.06144670058040813,0.1912751188151609,0.8798852374795941,0.3212582042915939
PartialOrder__Hamming__None,0.9999999999995828,1.0,0.9999968271609319,1.0,0.9999999787302003,0.9967908374888784,0.9999999999829716,0.9898314189634262,0.4008046928405046,0.4008046928405046,0.10341407454071638,0.28485955398145046,0.9430586072825576,0.44333466887770245
PartialOrder__Subset__2,0.9999999494723731,0.9999968271609319,1.0,0.9999990582611465,0.9999999999969489,0.999999514605018,0.9999999916402995,0.9999905817962828,0.09514625666984788,0.09514625666984788,0.013635141678232654,0.05607470701154926,0.5991280490098098,0.11224263012656566
PartialOrder__Subset__None,0.9999999999999978,1.0,0.9999990582611465,1.0,0.9999999969648584,0.9981107738071993,0.9999999999995828,0.993412019440266,0.35999673810951527,0.35999673810951527,0.08741773927893404,0.25099429041743515,0.9254505839929961,0.4008046928405046
PreOrder__Hamming__2,0.9999999999829716,0.9999999787302003,0.9999999999969489,0.9999999969648584,1.0,0.9999748732092666,0.9999999999995828,0.9997990318849446,0.16546468171002138,0.16546468171002138,0.02850415934017192,0.10341407454071638,0.7476495877387992,0.1912751188151609
PreOrder__Hamming__None,0.9994304270851965,0.9967908374888784,0.999999514605018,0.9981107738071993,0.9999748732092666,1.0,0.9997112677594805,0.9999999999999605,0.016934174540013225,0.016934174540013225,0.0015829973677482512,0.008717159246060202,0.23505184480831076,0.020931544274429448
PreOrder__Subset__2,1.0,0.9999999999829716,0.9999999916402995,0.9999999999995828,0.9999999999995828,0.9997112677594805,1.0,0.9985742647247772,0.25099429041743515,0.25099429041743515,0.05110500189348255,0.16546468171002138,0.8517792631878888,0.28485955398145046
PreOrder__Subset__None,0.9975245186835158,0.9898314189634262,0.9999905817962828,0.993412019440266,0.9997990318849446,0.9999999999999605,0.9985742647247772,1.0,0.009765539145886182,0.009765539145886182,0.000818456431732395,0.00485765593309051,0.16546468171002138,0.012213559769016724
br,0.28485955398145046,0.4008046928405046,0.09514625666984788,0.35999673810951527,0.16546468171002138,0.016934174540013225,0.25099429041743515,0.009765539145886182,1.0,1.0,0.9999982412543745,0.9999999999995828,0.9997990318849446,1.0
cc,0.28485955398145046,0.4008046928405046,0.09514625666984788,0.35999673810951527,0.16546468171002138,0.016934174540013225,0.25099429041743515,0.009765539145886182,1.0,1.0,0.9999982412543745,0.9999999999995828,0.9997990318849446,1.0
clr,0.06144670058040813,0.10341407454071638,0.013635141678232654,0.08741773927893404,0.02850415934017192,0.0015829973677482512,0.05110500189348255,0.000818456431732395,0.9999982412543745,0.9999982412543745,1.0,0.9999999787302003,0.9690125423075124,0.9999944539027681
ecc,0.1912751188151609,0.28485955398145046,0.05607470701154926,0.25099429041743515,0.10341407454071638,0.008717159246060202,0.16546468171002138,0.00485765593309051,0.9999999999995828,0.9999999999995828,0.9999999787302003,1.0,0.9985742647247772,0.9999999999829716
lp,0.8798852374795941,0.9430586072825576,0.5991280490098098,0.9254505839929961,0.7476495877387992,0.23505184480831076,0.8517792631878888,0.16546468171002138,0.9997990318849446,0.9997990318849446,0.9690125423075124,0.9985742647247772,1.0,0.9999073889320093
mlknn,0.3212582042915939,0.44333466887770245,0.11224263012656566,0.4008046928405046,0.1912751188151609,0.020931544274429448,0.28485955398145046,0.012213559769016724,1.0,1.0,0.9999944539027681,0.9999999999829716,0.9999073889320093,1.0
