,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998869625356,0.9999982412543745,0.4008046928405046,0.1912751188151609,0.9848135790459124,0.12165239270087158
PartialOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998869625356,0.9999982412543745,0.4008046928405046,0.1912751188151609,0.9848135790459124,0.12165239270087158
PartialOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998869625356,0.9999982412543745,0.4008046928405046,0.1912751188151609,0.9848135790459124,0.12165239270087158
PartialOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998869625356,0.9999982412543745,0.4008046928405046,0.1912751188151609,0.9848135790459124,0.12165239270087158
PreOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998869625356,0.9999982412543745,0.4008046928405046,0.1912751188151609,0.9848135790459124,0.12165239270087158
PreOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998869625356,0.9999982412543745,0.4008046928405046,0.1912751188151609,0.9848135790459124,0.12165239270087158
PreOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998869625356,0.9999982412543745,0.4008046928405046,0.1912751188151609,0.9848135790459124,0.12165239270087158
PreOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999998869625356,0.9999982412543745,0.4008046928405046,0.1912751188151609,0.9848135790459124,0.12165239270087158
br,0.9999998869625356,0.9999998869625356,0.9999998869625356,0.9999998869625356,0.9999998869625356,0.9999998869625356,0.9999998869625356,0.9999998869625356,1.0,0.9985742647247772,0.7476495877387992,0.4871661863379778,0.8517792631878888,0.02850415934017192
cc,0.9999982412543745,0.9999982412543745,0.9999982412543745,0.9999982412543745,0.9999982412543745,0.9999982412543745,0.9999982412543745,0.9999982412543745,0.9985742647247772,1.0,0.10341407454071638,0.03480400222536839,0.9999603737648747,0.44333466887770245
clr,0.4008046928405046,0.4008046928405046,0.4008046928405046,0.4008046928405046,0.4008046928405046,0.4008046928405046,0.4008046928405046,0.4008046928405046,0.7476495877387992,0.10341407454071638,1.0,0.9999999969648584,0.0077724816297968236,2.458297694962752e-06
ecc,0.1912751188151609,0.1912751188151609,0.1912751188151609,0.1912751188151609,0.1912751188151609,0.1912751188151609,0.1912751188151609,0.1912751188151609,0.4871661863379778,0.03480400222536839,0.9999999969648584,1.0,0.0018006517478416084,2.9786173627588397e-07
lp,0.9848135790459124,0.9848135790459124,0.9848135790459124,0.9848135790459124,0.9848135790459124,0.9848135790459124,0.9848135790459124,0.9848135790459124,0.8517792631878888,0.9999603737648747,0.0077724816297968236,0.0018006517478416084,1.0,0.9254505839929961
mlknn,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.12165239270087158,0.02850415934017192,0.44333466887770245,2.458297694962752e-06,2.9786173627588397e-07,0.9254505839929961,1.0
