,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,1.0,0.9999999787302003,1.0,0.6213692419263186,0.44333466887770245,0.9153793148254069,0.643388986510271,0.9999968271609319,0.9967908374888784,0.4651166784152555,0.9981107738071993,0.9999999999999605,0.999999999922727
PartialOrder__Hamming__None,1.0,1.0,0.9999997601718112,0.9999999999999978,0.686471066532405,0.5094205407151863,0.9430586072825576,0.7073906644652708,0.999999514605018,0.9985742647247772,0.4008046928405046,0.9992166671806773,0.9999999999829716,0.9999999999995828
PartialOrder__Subset__2,0.9999999787302003,0.9999997601718112,1.0,0.9999999916402995,0.3212582042915939,0.1912751188151609,0.686471066532405,0.34035006873809137,0.9989366386561562,0.9506510076394046,0.7668648862211358,0.9635873619835709,0.999999999922727,0.9999905817962828
PartialOrder__Subset__None,1.0,0.9999999999999978,0.9999999916402995,1.0,0.5991280490098098,0.42187906883600523,0.904435500537061,0.6213692419263186,0.9999944539027681,0.9958819669439543,0.4871661863379778,0.9975245186835158,0.9999999999999978,0.9999999997022853
PreOrder__Hamming__2,0.6213692419263186,0.686471066532405,0.3212582042915939,0.5991280490098098,1.0,0.9999999999829716,0.9999997601718112,1.0,0.9506510076394046,0.9989366386561562,0.00031150086762454787,0.9981107738071993,0.5094205407151863,0.8031927740413913
PreOrder__Hamming__None,0.44333466887770245,0.5094205407151863,0.1912751188151609,0.42187906883600523,0.9999999999829716,1.0,0.9999748732092666,0.999999999922727,0.8662735320762012,0.9917800457531145,9.73628296455642e-05,0.9875240026372438,0.34035006873809137,0.643388986510271
PreOrder__Subset__2,0.9153793148254069,0.9430586072825576,0.686471066532405,0.904435500537061,0.9999997601718112,0.9999748732092666,1.0,0.9999998869625356,0.9985742647247772,0.999999514605018,0.0029830009976998806,0.9999982412543745,0.8517792631878888,0.977999276231552
PreOrder__Subset__None,0.643388986510271,0.7073906644652708,0.34035006873809137,0.6213692419263186,1.0,0.999999999922727,0.9999998869625356,1.0,0.9574809186251434,0.9992166671806773,0.00035866488246716344,0.9985742647247772,0.5318137731112567,0.8202124659188528
br,0.9999968271609319,0.999999514605018,0.9989366386561562,0.9999944539027681,0.9506510076394046,0.8662735320762012,0.9985742647247772,0.9574809186251434,1.0,0.999999514605018,0.12165239270087158,0.9999998869625356,0.9999603737648747,0.9999999969648584
cc,0.9967908374888784,0.9985742647247772,0.9506510076394046,0.9958819669439543,0.9989366386561562,0.9917800457531145,0.999999514605018,0.9992166671806773,0.999999514605018,1.0,0.02322920779196591,1.0,0.9898314189634262,0.9997990318849446
clr,0.4651166784152555,0.4008046928405046,0.7668648862211358,0.4871661863379778,0.00031150086762454787,9.73628296455642e-05,0.0029830009976998806,0.00035866488246716344,0.12165239270087158,0.02322920779196591,1.0,0.02850415934017192,0.5767394235048646,0.28485955398145046
ecc,0.9981107738071993,0.9992166671806773,0.9635873619835709,0.9975245186835158,0.9981107738071993,0.9875240026372438,0.9999982412543745,0.9985742647247772,0.9999998869625356,1.0,0.02850415934017192,1.0,0.993412019440266,0.9999073889320093
lp,0.9999999999999605,0.9999999999829716,0.999999999922727,0.9999999999999978,0.5094205407151863,0.34035006873809137,0.8517792631878888,0.5318137731112567,0.9999603737648747,0.9898314189634262,0.5767394235048646,0.993412019440266,1.0,0.9999999787302003
mlknn,0.999999999922727,0.9999999999995828,0.9999905817962828,0.9999999997022853,0.8031927740413913,0.643388986510271,0.977999276231552,0.8202124659188528,0.9999999969648584,0.9997990318849446,0.28485955398145046,0.9999073889320093,0.9999999787302003,1.0
