algorithm,avg_rank
clr,1.25
ecc,1.875
br,6.5
cc,7.25
PartialOrder__Hamming__2,7.8125
PartialOrder__Hamming__None,7.8125
PartialOrder__Subset__2,7.8125
PartialOrder__Subset__None,7.8125
PreOrder__Subset__None,7.8125
PreOrder__Subset__2,7.8125
PreOrder__Hamming__None,7.8125
PreOrder__Hamming__2,7.8125
lp,11.625
mlknn,14.0
