,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,0.9999073889320093,0.9999999997022853,0.9999603737648747,0.7668648862211358,0.9999905817962828,0.34035006873809137,0.9994304270851965,0.008717159246060202,0.013635141678232654,3.909726357054222e-05,0.020931544274429448,0.42187906883600523,0.03151665331235953
PartialOrder__Hamming__None,0.9999073889320093,1.0,0.9975245186835158,1.0,0.2051897386198851,0.9635873619835709,0.03838582327881179,0.8662735320762012,0.0002342723104022948,0.00041256244528586894,3.56890776487262e-07,0.0007151011561215004,0.05607470701154926,0.0012196257645202824
PartialOrder__Subset__2,0.9999999997022853,0.9975245186835158,1.0,0.9985742647247772,0.9153793148254069,0.9999999916402995,0.5542770893980762,0.9999905817962828,0.02574768462765753,0.03838582327881179,0.00017550464692950296,0.05607470701154926,0.643388986510271,0.08020635130393916
PartialOrder__Subset__None,0.9999603737648747,1.0,0.9985742647247772,1.0,0.23505184480831076,0.9738010855703088,0.04651498158028311,0.8926061973377406,0.00031150086762454787,0.0005442489538346473,5.109935572455981e-07,0.0009357997397816398,0.06724390012647263,0.0015829973677482512
PreOrder__Hamming__2,0.7668648862211358,0.2051897386198851,0.9153793148254069,0.23505184480831076,1.0,0.9898314189634262,0.9999982412543745,0.9992166671806773,0.8517792631878888,0.904435500537061,0.12165239270087158,0.9430586072825576,0.9999998869625356,0.9690125423075124
PreOrder__Hamming__None,0.9999905817962828,0.9635873619835709,0.9999999916402995,0.9738010855703088,0.9898314189634262,1.0,0.8202124659188528,0.9999999997022853,0.08741773927893404,0.12165239270087158,0.0010688760521145868,0.16546468171002138,0.8798852374795941,0.21978219162798152
PreOrder__Subset__2,0.34035006873809137,0.03838582327881179,0.5542770893980762,0.04651498158028311,0.9999982412543745,0.8202124659188528,1.0,0.9430586072825576,0.993412019440266,0.9975245186835158,0.44333466887770245,0.9992166671806773,0.9999999999999978,0.9997990318849446
PreOrder__Subset__None,0.9994304270851965,0.8662735320762012,0.9999905817962828,0.8926061973377406,0.9992166671806773,0.9999999997022853,0.9430586072825576,1.0,0.1912751188151609,0.25099429041743515,0.003814896806707102,0.3212582042915939,0.9690125423075124,0.4008046928405046
br,0.008717159246060202,0.0002342723104022948,0.02574768462765753,0.00031150086762454787,0.8517792631878888,0.08741773927893404,0.993412019440266,0.1912751188151609,1.0,0.9999999999999978,0.9958819669439543,0.9999999999829716,0.9848135790459124,0.9999999969648584
cc,0.013635141678232654,0.00041256244528586894,0.03838582327881179,0.0005442489538346473,0.904435500537061,0.12165239270087158,0.9975245186835158,0.25099429041743515,0.9999999999999978,1.0,0.9898314189634262,0.9999999999999978,0.993412019440266,0.9999999999829716
clr,3.909726357054222e-05,3.56890776487262e-07,0.00017550464692950296,5.109935572455981e-07,0.12165239270087158,0.0010688760521145868,0.44333466887770245,0.003814896806707102,0.9958819669439543,0.9898314189634262,1.0,0.977999276231552,0.35999673810951527,0.9574809186251434
ecc,0.020931544274429448,0.0007151011561215004,0.05607470701154926,0.0009357997397816398,0.9430586072825576,0.16546468171002138,0.9992166671806773,0.3212582042915939,0.9999999999829716,0.9999999999999978,0.977999276231552,1.0,0.9975245186835158,0.9999999999999978
lp,0.42187906883600523,0.05607470701154926,0.643388986510271,0.06724390012647263,0.9999998869625356,0.8798852374795941,0.9999999999999978,0.9690125423075124,0.9848135790459124,0.993412019440266,0.35999673810951527,0.9975245186835158,1.0,0.9992166671806773
mlknn,0.03151665331235953,0.0012196257645202824,0.08020635130393916,0.0015829973677482512,0.9690125423075124,0.21978219162798152,0.9997990318849446,0.4008046928405046,0.9999999969648584,0.9999999999829716,0.9574809186251434,0.9999999999999978,0.9992166671806773,1.0
