,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,0.9999999999829716,0.9999999999829716,0.9999999999995828,0.9995915124698332,0.8031927740413913,0.9999990582611465,0.9848135790459124,0.8926061973377406,0.9506510076394046,0.08020635130393916,0.9738010855703088,0.9816543100839611,0.9999999989956464
PartialOrder__Hamming__None,0.9999999999829716,1.0,1.0,1.0,0.9958819669439543,0.643388986510271,0.9999388186168536,0.9430586072825576,0.9635873619835709,0.9875240026372438,0.1535537635198505,0.994767017559539,0.9346686211151921,0.9999990582611465
PartialOrder__Subset__2,0.9999999999829716,1.0,1.0,1.0,0.9958819669439543,0.643388986510271,0.9999388186168536,0.9430586072825576,0.9635873619835709,0.9875240026372438,0.1535537635198505,0.994767017559539,0.9346686211151921,0.9999990582611465
PartialOrder__Subset__None,0.9999999999995828,1.0,1.0,1.0,0.9975245186835158,0.686471066532405,0.9999748732092666,0.9574809186251434,0.9506510076394046,0.9816543100839611,0.13166261418706426,0.9917800457531145,0.9506510076394046,0.9999997601718112
PreOrder__Hamming__2,0.9995915124698332,0.9958819669439543,0.9958819669439543,0.9975245186835158,1.0,0.9994304270851965,0.9999999916402995,0.9999999787302003,0.26760109203991544,0.3801619723942722,0.002633534062933429,0.4651166784152555,0.9999999494723731,0.9999968271609319
PreOrder__Hamming__None,0.8031927740413913,0.643388986510271,0.643388986510271,0.686471066532405,0.9994304270851965,1.0,0.9848135790459124,0.9999990582611465,0.015204362605239607,0.02850415934017192,2.4463367783944534e-05,0.042282471135990485,0.999999514605018,0.9430586072825576
PreOrder__Subset__2,0.9999990582611465,0.9999388186168536,0.9999388186168536,0.9999748732092666,0.9999999916402995,0.9848135790459124,1.0,0.9999388186168536,0.5318137731112567,0.665113714458678,0.012213559769016724,0.7476495877387992,0.9999073889320093,0.9999999999829716
PreOrder__Subset__None,0.9848135790459124,0.9430586072825576,0.9430586072825576,0.9574809186251434,0.9999999787302003,0.9999990582611465,0.9999388186168536,1.0,0.09514625666984788,0.1535537635198505,0.00041256244528586894,0.2051897386198851,1.0,0.9989366386561562
br,0.8926061973377406,0.9635873619835709,0.9635873619835709,0.9506510076394046,0.26760109203991544,0.015204362605239607,0.5318137731112567,0.09514625666984788,1.0,0.9999999999995828,0.977999276231552,0.9999999997022853,0.08741773927893404,0.7073906644652708
cc,0.9506510076394046,0.9875240026372438,0.9875240026372438,0.9816543100839611,0.3801619723942722,0.02850415934017192,0.665113714458678,0.1535537635198505,0.9999999999995828,1.0,0.9430586072825576,0.9999999999999978,0.14229106593968943,0.8202124659188528
clr,0.08020635130393916,0.1535537635198505,0.1535537635198505,0.13166261418706426,0.002633534062933429,2.4463367783944534e-05,0.012213559769016724,0.00041256244528586894,0.977999276231552,0.9430586072825576,1.0,0.904435500537061,0.00035866488246716344,0.02850415934017192
ecc,0.9738010855703088,0.994767017559539,0.994767017559539,0.9917800457531145,0.4651166784152555,0.042282471135990485,0.7476495877387992,0.2051897386198851,0.9999999997022853,0.9999999999999978,0.904435500537061,1.0,0.1912751188151609,0.8798852374795941
lp,0.9816543100839611,0.9346686211151921,0.9346686211151921,0.9506510076394046,0.9999999494723731,0.999999514605018,0.9999073889320093,1.0,0.08741773927893404,0.14229106593968943,0.00035866488246716344,0.1912751188151609,1.0,0.9985742647247772
mlknn,0.9999999989956464,0.9999990582611465,0.9999990582611465,0.9999997601718112,0.9999968271609319,0.9430586072825576,0.9999999999829716,0.9989366386561562,0.7073906644652708,0.8202124659188528,0.02850415934017192,0.8798852374795941,0.9985742647247772,1.0
