,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None
PartialOrder__Hamming__2,1.0,0.8806785654552002,0.9997402346156786,0.46764987264841784,0.023776690079980733,0.00013149427791714352,0.017305581809114567,5.205323289547703e-05
PartialOrder__Hamming__None,0.8806785654552002,1.0,0.6006251102335034,0.9976628390369632,0.5338373074420206,0.02774866420261224,0.4676498726484175,0.014700606216242806
PartialOrder__Subset__2,0.9997402346156786,0.6006251102335034,1.0,0.19443148034892332,0.004340257284988547,1.2071188413620426e-05,0.00298916397343274,4.347378305458172e-06
PartialOrder__Subset__None,0.46764987264841784,0.9976628390369632,0.19443148034892332,1.0,0.9164563040689869,0.17469207901181716,0.8806785654552001,0.11008084161353904
PreOrder__Hamming__2,0.023776690079980733,0.5338373074420206,0.004340257284988547,0.9164563040689869,1.0,0.899562133311402,0.9999999960951349,0.8123533421878928
PreOrder__Hamming__None,0.00013149427791714352,0.02774866420261224,1.2071188413620426e-05,0.17469207901181716,0.899562133311402,1.0,0.9313870580640959,0.9999995101840434
PreOrder__Subset__2,0.017305581809114567,0.4676498726484175,0.00298916397343274,0.8806785654552001,0.9999999960951349,0.9313870580640959,1.0,0.8598141215994577
PreOrder__Subset__None,5.205323289547703e-05,0.014700606216242806,4.347378305458172e-06,0.11008084161353904,0.8123533421878928,0.9999995101840434,0.8598141215994577,1.0
