algorithm,avg_rank
clr,1.375
ecc,2.125
cc,3.5
br,3.75
mlknn,6.375
PreOrder__Hamming__2,7.125
lp,7.125
PreOrder__Subset__2,7.375
PreOrder__Hamming__None,8.25
PreOrder__Subset__None,8.5
PartialOrder__Hamming__2,11.4375
PartialOrder__Subset__2,12.0625
PartialOrder__Hamming__None,12.875
PartialOrder__Subset__None,13.125
