algorithm,avg_rank
PreOrder__Subset__None,3.0
PreOrder__Hamming__None,3.3125
PartialOrder__Subset__2,4.75
PartialOrder__Hamming__2,5.75
PartialOrder__Hamming__None,5.8125
PartialOrder__Subset__None,6.1875
PreOrder__Hamming__2,6.3125
PreOrder__Subset__2,6.625
lp,7.0
mlknn,9.375
cc,10.0
ecc,11.375
br,11.5
clr,14.0
