algorithm,avg_rank
ecc,1.5
clr,3.25
cc,6.625
PartialOrder__Hamming__2,7.75
PreOrder__Hamming__2,7.75
PartialOrder__Hamming__None,7.75
PartialOrder__Subset__2,7.75
PartialOrder__Subset__None,7.75
PreOrder__Subset__None,7.75
PreOrder__Subset__2,7.75
PreOrder__Hamming__None,7.75
lp,8.75
br,8.875
mlknn,14.0
