,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999999922727,0.09514625666984788,0.17803546244937374,0.9999905817962828,0.1535537635198505
PartialOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999999922727,0.09514625666984788,0.17803546244937374,0.9999905817962828,0.1535537635198505
PartialOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999999922727,0.09514625666984788,0.17803546244937374,0.9999905817962828,0.1535537635198505
PartialOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999999922727,0.09514625666984788,0.17803546244937374,0.9999905817962828,0.1535537635198505
PreOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999999922727,0.09514625666984788,0.17803546244937374,0.9999905817962828,0.1535537635198505
PreOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999999922727,0.09514625666984788,0.17803546244937374,0.9999905817962828,0.1535537635198505
PreOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999999922727,0.09514625666984788,0.17803546244937374,0.9999905817962828,0.1535537635198505
PreOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999999922727,0.09514625666984788,0.17803546244937374,0.9999905817962828,0.1535537635198505
br,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999829716,0.08741773927893404,0.16546468171002138,0.9999944539027681,0.16546468171002138
cc,0.999999999922727,0.999999999922727,0.999999999922727,0.999999999922727,0.999999999922727,0.999999999922727,0.999999999922727,0.999999999922727,0.9999999999829716,1.0,0.042282471135990485,0.08741773927893404,0.9999999787302003,0.28485955398145046
clr,0.09514625666984788,0.09514625666984788,0.09514625666984788,0.09514625666984788,0.09514625666984788,0.09514625666984788,0.09514625666984788,0.09514625666984788,0.08741773927893404,0.042282471135990485,1.0,0.9999999999829716,0.009765539145886182,9.880623030866786e-08
ecc,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.16546468171002138,0.08741773927893404,0.9999999999829716,1.0,0.02322920779196591,4.2723715720782707e-07
lp,0.9999905817962828,0.9999905817962828,0.9999905817962828,0.9999905817962828,0.9999905817962828,0.9999905817962828,0.9999905817962828,0.9999905817962828,0.9999944539027681,0.9999999787302003,0.009765539145886182,0.02322920779196591,1.0,0.5767394235048646
mlknn,0.1535537635198505,0.1535537635198505,0.1535537635198505,0.1535537635198505,0.1535537635198505,0.1535537635198505,0.1535537635198505,0.1535537635198505,0.16546468171002138,0.28485955398145046,9.880623030866786e-08,4.2723715720782707e-07,0.5767394235048646,1.0
