algorithm,avg_rank
PreOrder__Hamming__None,2.1875
PreOrder__Subset__None,3.0625
lp,4.875
PreOrder__Hamming__2,5.375
PartialOrder__Hamming__None,6.1875
PartialOrder__Subset__None,6.375
PartialOrder__Hamming__2,6.75
PreOrder__Subset__2,6.875
PartialOrder__Subset__2,7.6875
mlknn,8.5
ecc,10.75
cc,11.125
br,11.375
clr,13.875
