,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,0.9999073889320093,0.9999999997022853,0.9975245186835158,0.9153793148254069,0.9816543100839611,0.9254505839929961,0.9995915124698332,0.013635141678232654,0.009765539145886182,0.42187906883600523,0.000818456431732395,0.8364179611477944,0.9635873619835709
PartialOrder__Hamming__None,0.9999073889320093,1.0,0.999999514605018,0.9999999997022853,0.3801619723942722,0.5991280490098098,0.4008046928405046,0.8798852374795941,0.00041256244528586894,0.0002702730302780454,0.05607470701154926,1.2923084329319323e-05,0.26760109203991544,0.5094205407151863
PartialOrder__Subset__2,0.9999999997022853,0.999999514605018,1.0,0.9999073889320093,0.7668648862211358,0.9153793148254069,0.7853957753690319,0.993412019440266,0.00430716933051456,0.0029830009976998806,0.23505184480831076,0.000202869011248219,0.643388986510271,0.8662735320762012
PartialOrder__Subset__None,0.9975245186835158,0.9999999997022853,0.9999073889320093,1.0,0.2051897386198851,0.3801619723942722,0.21978219162798152,0.7073906644652708,9.73628296455642e-05,6.196068596697746e-05,0.020931544274429448,2.458297694962752e-06,0.13166261418706426,0.3027525196037477
PreOrder__Hamming__2,0.9153793148254069,0.3801619723942722,0.7668648862211358,0.2051897386198851,1.0,0.9999999997022853,1.0,0.9999748732092666,0.7476495877387992,0.686471066532405,0.9999603737648747,0.26760109203991544,0.9999999999995828,0.9999999999995828
PreOrder__Hamming__None,0.9816543100839611,0.5991280490098098,0.9153793148254069,0.3801619723942722,0.9999999997022853,1.0,0.999999999922727,0.9999999494723731,0.5318137731112567,0.4651166784152555,0.9985742647247772,0.13166261418706426,0.9999998869625356,0.9999999999999978
PreOrder__Subset__2,0.9254505839929961,0.4008046928405046,0.7853957753690319,0.21978219162798152,1.0,0.999999999922727,1.0,0.9999844263185558,0.7278048800674135,0.665113714458678,0.9999388186168536,0.25099429041743515,0.9999999999969489,0.9999999999999605
PreOrder__Subset__None,0.9995915124698332,0.8798852374795941,0.993412019440266,0.7073906644652708,0.9999748732092666,0.9999999494723731,0.9999844263185558,1.0,0.23505184480831076,0.1912751188151609,0.9635873619835709,0.03480400222536839,0.9997112677594805,0.9999990582611465
br,0.013635141678232654,0.00041256244528586894,0.00430716933051456,9.73628296455642e-05,0.7476495877387992,0.5318137731112567,0.7278048800674135,0.23505184480831076,1.0,1.0,0.993412019440266,0.9999905817962828,0.8517792631878888,0.6213692419263186
cc,0.009765539145886182,0.0002702730302780454,0.0029830009976998806,6.196068596697746e-05,0.686471066532405,0.4651166784152555,0.665113714458678,0.1912751188151609,1.0,1.0,0.9875240026372438,0.9999982412543745,0.8031927740413913,0.5542770893980762
clr,0.42187906883600523,0.05607470701154926,0.23505184480831076,0.020931544274429448,0.9999603737648747,0.9985742647247772,0.9999388186168536,0.9635873619835709,0.993412019440266,0.9875240026372438,1.0,0.8031927740413913,0.9999982412543745,0.9995915124698332
ecc,0.000818456431732395,1.2923084329319323e-05,0.000202869011248219,2.458297694962752e-06,0.26760109203991544,0.13166261418706426,0.25099429041743515,0.03480400222536839,0.9999905817962828,0.9999982412543745,0.8031927740413913,1.0,0.3801619723942722,0.17803546244937374
lp,0.8364179611477944,0.26760109203991544,0.643388986510271,0.13166261418706426,0.9999999999995828,0.9999998869625356,0.9999999999969489,0.9997112677594805,0.8517792631878888,0.8031927740413913,0.9999982412543745,0.3801619723942722,1.0,0.9999999969648584
mlknn,0.9635873619835709,0.5094205407151863,0.8662735320762012,0.3027525196037477,0.9999999999995828,0.9999999999999978,0.9999999999999605,0.9999990582611465,0.6213692419263186,0.5542770893980762,0.9995915124698332,0.17803546244937374,0.9999999969648584,1.0
