algorithm,avg_rank
PreOrder__Hamming__None,3.125
lp,4.25
PreOrder__Subset__None,4.3125
PreOrder__Hamming__2,5.1875
PreOrder__Subset__2,6.0
mlknn,6.5
PartialOrder__Hamming__2,7.1875
PartialOrder__Subset__None,7.5625
PartialOrder__Hamming__None,7.6875
PartialOrder__Subset__2,7.6875
ecc,10.25
cc,10.5
br,10.875
clr,13.875
