algorithm,avg_rank
clr,2.7142857142857144
ecc,3.4285714285714284
cc,5.571428571428571
PartialOrder__Hamming__2,7.785714285714286
PreOrder__Hamming__2,7.785714285714286
PartialOrder__Hamming__None,7.785714285714286
PartialOrder__Subset__2,7.785714285714286
PartialOrder__Subset__None,7.785714285714286
PreOrder__Subset__None,7.785714285714286
PreOrder__Subset__2,7.785714285714286
PreOrder__Hamming__None,7.785714285714286
lp,8.285714285714286
br,8.714285714285714
mlknn,14.0
