,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999999999995828,0.06144670058040813,0.14229106593968943,0.9999999999999978,0.21978219162798152
PartialOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999999999995828,0.06144670058040813,0.14229106593968943,0.9999999999999978,0.21978219162798152
PartialOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999999999995828,0.06144670058040813,0.14229106593968943,0.9999999999999978,0.21978219162798152
PartialOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999999999995828,0.06144670058040813,0.14229106593968943,0.9999999999999978,0.21978219162798152
PreOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999999999995828,0.06144670058040813,0.14229106593968943,0.9999999999999978,0.21978219162798152
PreOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999999999995828,0.06144670058040813,0.14229106593968943,0.9999999999999978,0.21978219162798152
PreOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999999999995828,0.06144670058040813,0.14229106593968943,0.9999999999999978,0.21978219162798152
PreOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999999999995828,0.06144670058040813,0.14229106593968943,0.9999999999999978,0.21978219162798152
br,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,1.0,0.9999999999829716,0.1912751188151609,0.35999673810951527,0.9999999997022853,0.07348940567576567
cc,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999995828,0.9999999999829716,1.0,0.10341407454071638,0.21978219162798152,1.0,0.14229106593968943
clr,0.06144670058040813,0.06144670058040813,0.06144670058040813,0.06144670058040813,0.06144670058040813,0.06144670058040813,0.06144670058040813,0.06144670058040813,0.1912751188151609,0.10341407454071638,1.0,0.9999999997022853,0.08741773927893404,9.880623030866786e-08
ecc,0.14229106593968943,0.14229106593968943,0.14229106593968943,0.14229106593968943,0.14229106593968943,0.14229106593968943,0.14229106593968943,0.14229106593968943,0.35999673810951527,0.21978219162798152,0.9999999997022853,1.0,0.1912751188151609,6.106244073711409e-07
lp,0.9999999999999978,0.9999999999999978,0.9999999999999978,0.9999999999999978,0.9999999999999978,0.9999999999999978,0.9999999999999978,0.9999999999999978,0.9999999997022853,1.0,0.08741773927893404,0.1912751188151609,1.0,0.16546468171002138
mlknn,0.21978219162798152,0.21978219162798152,0.21978219162798152,0.21978219162798152,0.21978219162798152,0.21978219162798152,0.21978219162798152,0.21978219162798152,0.07348940567576567,0.14229106593968943,9.880623030866786e-08,6.106244073711409e-07,0.16546468171002138,1.0
