,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999998869625356,0.07348940567576567,0.14229106593968943,1.0,0.1912751188151609
PartialOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999998869625356,0.07348940567576567,0.14229106593968943,1.0,0.1912751188151609
PartialOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999998869625356,0.07348940567576567,0.14229106593968943,1.0,0.1912751188151609
PartialOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999998869625356,0.07348940567576567,0.14229106593968943,1.0,0.1912751188151609
PreOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999998869625356,0.07348940567576567,0.14229106593968943,1.0,0.1912751188151609
PreOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999998869625356,0.07348940567576567,0.14229106593968943,1.0,0.1912751188151609
PreOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999998869625356,0.07348940567576567,0.14229106593968943,1.0,0.1912751188151609
PreOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999787302003,0.9999998869625356,0.07348940567576567,0.14229106593968943,1.0,0.1912751188151609
br,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,0.9999999787302003,1.0,0.9997990318849446,0.018838359625398482,0.042282471135990485,0.9999999969648584,0.44333466887770245
cc,0.9999998869625356,0.9999998869625356,0.9999998869625356,0.9999998869625356,0.9999998869625356,0.9999998869625356,0.9999998869625356,0.9999998869625356,0.9997990318849446,1.0,0.25099429041743515,0.4008046928405046,0.999999514605018,0.05110500189348255
clr,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.07348940567576567,0.018838359625398482,0.25099429041743515,1.0,0.9999999999829716,0.06144670058040813,9.880623030866786e-08
ecc,0.14229106593968943,0.14229106593968943,0.14229106593968943,0.14229106593968943,0.14229106593968943,0.14229106593968943,0.14229106593968943,0.14229106593968943,0.042282471135990485,0.4008046928405046,0.9999999999829716,1.0,0.12165239270087158,4.2723715720782707e-07
lp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999969648584,0.999999514605018,0.06144670058040813,0.12165239270087158,1.0,0.21978219162798152
mlknn,0.1912751188151609,0.1912751188151609,0.1912751188151609,0.1912751188151609,0.1912751188151609,0.1912751188151609,0.1912751188151609,0.1912751188151609,0.44333466887770245,0.05110500189348255,9.880623030866786e-08,4.2723715720782707e-07,0.21978219162798152,1.0
