,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,0.9997990318849446,0.9999999999999978,0.9997990318849446,0.21978219162798152,0.8202124659188528,0.17803546244937374,0.7073906644652708,0.9999999969648584,1.0,0.44333466887770245,0.9999982412543745,0.42187906883600523,0.977999276231552
PartialOrder__Hamming__None,0.9997990318849446,1.0,0.9992166671806773,1.0,0.015204362605239607,0.21978219162798152,0.010927476248342782,0.14229106593968943,0.993412019440266,0.9999073889320093,0.9574809186251434,0.9999999997022853,0.04651498158028311,0.5318137731112567
PartialOrder__Subset__2,0.9999999999999978,0.9992166671806773,1.0,0.9992166671806773,0.28485955398145046,0.8798852374795941,0.23505184480831076,0.7853957753690319,0.9999999999829716,0.9999999999995828,0.35999673810951527,0.9999844263185558,0.5094205407151863,0.9898314189634262
PartialOrder__Subset__None,0.9997990318849446,1.0,0.9992166671806773,1.0,0.015204362605239607,0.21978219162798152,0.010927476248342782,0.14229106593968943,0.993412019440266,0.9999073889320093,0.9574809186251434,0.9999999997022853,0.04651498158028311,0.5318137731112567
PreOrder__Hamming__2,0.21978219162798152,0.015204362605239607,0.28485955398145046,0.015204362605239607,1.0,0.9997990318849446,1.0,0.9999844263185558,0.44333466887770245,0.1912751188151609,1.2923084329319323e-05,0.042282471135990485,0.9999999989956464,0.9848135790459124
PreOrder__Hamming__None,0.8202124659188528,0.21978219162798152,0.8798852374795941,0.21978219162798152,0.9997990318849446,1.0,0.9994304270851965,0.9999999999995828,0.9574809186251434,0.7853957753690319,0.0010688760521145868,0.4008046928405046,0.9999990582611465,0.9999998869625356
PreOrder__Subset__2,0.17803546244937374,0.010927476248342782,0.23505184480831076,0.010927476248342782,1.0,0.9994304270851965,1.0,0.9999388186168536,0.3801619723942722,0.1535537635198505,7.930580060988568e-06,0.03151665331235953,0.9999999787302003,0.9738010855703088
PreOrder__Subset__None,0.7073906644652708,0.14229106593968943,0.7853957753690319,0.14229106593968943,0.9999844263185558,0.9999999999995828,0.9999388186168536,1.0,0.904435500537061,0.665113714458678,0.00047408903612045084,0.28485955398145046,0.9999999916402995,0.9999944539027681
br,0.9999999969648584,0.993412019440266,0.9999999999829716,0.993412019440266,0.44333466887770245,0.9574809186251434,0.3801619723942722,0.904435500537061,1.0,0.9999999787302003,0.21978219162798152,0.9995915124698332,0.686471066532405,0.9985742647247772
cc,1.0,0.9999073889320093,0.9999999999995828,0.9999073889320093,0.1912751188151609,0.7853957753690319,0.1535537635198505,0.665113714458678,0.9999999787302003,1.0,0.4871661863379778,0.999999514605018,0.3801619723942722,0.9690125423075124
clr,0.44333466887770245,0.9574809186251434,0.35999673810951527,0.9574809186251434,1.2923084329319323e-05,0.0010688760521145868,7.930580060988568e-06,0.00047408903612045084,0.21978219162798152,0.4871661863379778,1.0,0.8517792631878888,7.21030938759526e-05,0.0077724816297968236
ecc,0.9999982412543745,0.9999999997022853,0.9999844263185558,0.9999999997022853,0.042282471135990485,0.4008046928405046,0.03151665331235953,0.28485955398145046,0.9995915124698332,0.999999514605018,0.8517792631878888,1.0,0.11224263012656566,0.7476495877387992
lp,0.42187906883600523,0.04651498158028311,0.5094205407151863,0.04651498158028311,0.9999999989956464,0.9999990582611465,0.9999999787302003,0.9999999916402995,0.686471066532405,0.3801619723942722,7.21030938759526e-05,0.11224263012656566,1.0,0.9989366386561562
mlknn,0.977999276231552,0.5318137731112567,0.9898314189634262,0.5318137731112567,0.9848135790459124,0.9999998869625356,0.9738010855703088,0.9999944539027681,0.9985742647247772,0.9690125423075124,0.0077724816297968236,0.7476495877387992,0.9989366386561562,1.0
