,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,0.9999944539027681,0.9999999997022853,0.9999844263185558,0.7476495877387992,0.9999388186168536,0.28485955398145046,0.9998623848316938,0.016934174540013225,0.008717159246060202,2.8628445352563148e-05,0.020931544274429448,0.17803546244937374,0.02574768462765753
PartialOrder__Hamming__None,0.9999944539027681,1.0,0.9995915124698332,1.0,0.28485955398145046,0.9738010855703088,0.05110500189348255,0.9635873619835709,0.0012196257645202824,0.0005442489538346473,7.290290152672796e-07,0.0015829973677482512,0.02574768462765753,0.00204608855044619
PartialOrder__Subset__2,0.9999999997022853,0.9995915124698332,1.0,0.9992166671806773,0.904435500537061,0.9999997601718112,0.4871661863379778,0.9999990582611465,0.04651498158028311,0.02574768462765753,0.00013097103884962547,0.05607470701154926,0.34035006873809137,0.06724390012647263
PartialOrder__Subset__None,0.9999844263185558,1.0,0.9992166671806773,1.0,0.25099429041743515,0.9635873619835709,0.042282471135990485,0.9506510076394046,0.0009357997397816398,0.00041256244528586894,5.109935572455981e-07,0.0012196257645202824,0.020931544274429448,0.0015829973677482512
PreOrder__Hamming__2,0.7476495877387992,0.28485955398145046,0.904435500537061,0.25099429041743515,1.0,0.994767017559539,0.9999944539027681,0.9967908374888784,0.9346686211151921,0.8662735320762012,0.11224263012656566,0.9506510076394046,0.9998623848316938,0.9635873619835709
PreOrder__Hamming__None,0.9999388186168536,0.9738010855703088,0.9999997601718112,0.9635873619835709,0.994767017559539,1.0,0.8364179611477944,1.0,0.1912751188151609,0.12165239270087158,0.001390203355165598,0.21978219162798152,0.7073906644652708,0.25099429041743515
PreOrder__Subset__2,0.28485955398145046,0.05110500189348255,0.4871661863379778,0.042282471135990485,0.9999944539027681,0.8364179611477944,1.0,0.8662735320762012,0.9994304270851965,0.9967908374888784,0.4651166784152555,0.9997112677594805,0.9999999999969489,0.9998623848316938
PreOrder__Subset__None,0.9998623848316938,0.9635873619835709,0.9999990582611465,0.9506510076394046,0.9967908374888784,1.0,0.8662735320762012,1.0,0.21978219162798152,0.14229106593968943,0.0018006517478416084,0.25099429041743515,0.7476495877387992,0.28485955398145046
br,0.016934174540013225,0.0012196257645202824,0.04651498158028311,0.0009357997397816398,0.9346686211151921,0.1912751188151609,0.9994304270851965,0.21978219162798152,1.0,0.9999999999995828,0.977999276231552,1.0,0.9999603737648747,0.9999999999999978
cc,0.008717159246060202,0.0005442489538346473,0.02574768462765753,0.00041256244528586894,0.8662735320762012,0.12165239270087158,0.9967908374888784,0.14229106593968943,0.9999999999995828,1.0,0.993412019440266,0.9999999999829716,0.9995915124698332,0.9999999997022853
clr,2.8628445352563148e-05,7.290290152672796e-07,0.00013097103884962547,5.109935572455981e-07,0.11224263012656566,0.001390203355165598,0.4651166784152555,0.0018006517478416084,0.977999276231552,0.993412019440266,1.0,0.9690125423075124,0.6213692419263186,0.9574809186251434
ecc,0.020931544274429448,0.0015829973677482512,0.05607470701154926,0.0012196257645202824,0.9506510076394046,0.21978219162798152,0.9997112677594805,0.25099429041743515,1.0,0.9999999999829716,0.9690125423075124,1.0,0.9999844263185558,1.0
lp,0.17803546244937374,0.02574768462765753,0.34035006873809137,0.020931544274429448,0.9998623848316938,0.7073906644652708,0.9999999999969489,0.7476495877387992,0.9999603737648747,0.9995915124698332,0.6213692419263186,0.9999844263185558,1.0,0.9999944539027681
mlknn,0.02574768462765753,0.00204608855044619,0.06724390012647263,0.0015829973677482512,0.9635873619835709,0.25099429041743515,0.9998623848316938,0.28485955398145046,0.9999999999999978,0.9999999997022853,0.9574809186251434,1.0,0.9999944539027681,1.0
