,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999494723731,0.42187906883600523,0.2051897386198851,0.9999388186168536,0.1535537635198505
PartialOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999494723731,0.42187906883600523,0.2051897386198851,0.9999388186168536,0.1535537635198505
PartialOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999494723731,0.42187906883600523,0.2051897386198851,0.9999388186168536,0.1535537635198505
PartialOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999494723731,0.42187906883600523,0.2051897386198851,0.9999388186168536,0.1535537635198505
PreOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999494723731,0.42187906883600523,0.2051897386198851,0.9999388186168536,0.1535537635198505
PreOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999494723731,0.42187906883600523,0.2051897386198851,0.9999388186168536,0.1535537635198505
PreOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999494723731,0.42187906883600523,0.2051897386198851,0.9999388186168536,0.1535537635198505
PreOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999494723731,0.42187906883600523,0.2051897386198851,0.9999388186168536,0.1535537635198505
br,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999969648584,0.4871661863379778,0.25099429041743515,0.9997990318849446,0.12165239270087158
cc,0.9999999494723731,0.9999999494723731,0.9999999494723731,0.9999999494723731,0.9999999494723731,0.9999999494723731,0.9999999494723731,0.9999999494723731,0.9999999969648584,1.0,0.7476495877387992,0.4871661863379778,0.993412019440266,0.042282471135990485
clr,0.42187906883600523,0.42187906883600523,0.42187906883600523,0.42187906883600523,0.42187906883600523,0.42187906883600523,0.42187906883600523,0.42187906883600523,0.4871661863379778,0.7476495877387992,1.0,0.9999999969648584,0.06144670058040813,4.8269246730736626e-06
ecc,0.2051897386198851,0.2051897386198851,0.2051897386198851,0.2051897386198851,0.2051897386198851,0.2051897386198851,0.2051897386198851,0.2051897386198851,0.25099429041743515,0.4871661863379778,0.9999999969648584,1.0,0.018838359625398482,6.106244073711409e-07
lp,0.9999388186168536,0.9999388186168536,0.9999388186168536,0.9999388186168536,0.9999388186168536,0.9999388186168536,0.9999388186168536,0.9999388186168536,0.9997990318849446,0.993412019440266,0.06144670058040813,0.018838359625398482,1.0,0.665113714458678
mlknn,0.1535537635198505,0.1535537635198505,0.1535537635198505,0.1535537635198505,0.1535537635198505,0.1535537635198505,0.1535537635198505,0.1535537635198505,0.12165239270087158,0.042282471135990485,4.8269246730736626e-06,6.106244073711409e-07,0.665113714458678,1.0
