,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None
PartialOrder__Hamming__2,1.0,0.8598141215994575,0.9997402346156786,0.7579426666595214,0.020314000464026538,2.5334675643695626e-05,0.014700606216242806,6.586052825241495e-05
PartialOrder__Hamming__None,0.8598141215994575,1.0,0.5672704055757918,0.9999995101840434,0.5338373074420206,0.010518479264265634,0.4676498726484175,0.020314000464026538
PartialOrder__Subset__2,0.9997402346156786,0.5672704055757918,1.0,0.4353217242738816,0.003606688911133693,1.9723624019585273e-06,0.002470853477340218,5.631527590810315e-06
PartialOrder__Subset__None,0.7579426666595214,0.9999995101840434,0.4353217242738816,1.0,0.6661463221588554,0.020314000464026538,0.6006251102335034,0.03746090710086236
PreOrder__Hamming__2,0.020314000464026538,0.5338373074420206,0.003606688911133693,0.6661463221588554,1.0,0.7579426666595213,0.9999999960951349,0.8598141215994575
PreOrder__Hamming__None,2.5334675643695626e-05,0.010518479264265634,1.9723624019585273e-06,0.020314000464026538,0.7579426666595213,1.0,0.8123533421878928,0.9999995101840434
PreOrder__Subset__2,0.014700606216242806,0.4676498726484175,0.002470853477340218,0.6006251102335034,0.9999999960951349,0.8123533421878928,1.0,0.899562133311402
PreOrder__Subset__None,6.586052825241495e-05,0.020314000464026538,5.631527590810315e-06,0.03746090710086236,0.8598141215994575,0.9999995101840434,0.899562133311402,1.0
