,PartialOrder__Hamming__2,PartialOrder__Hamming__None,PartialOrder__Subset__2,PartialOrder__Subset__None,PreOrder__Hamming__2,PreOrder__Hamming__None,PreOrder__Subset__2,PreOrder__Subset__None,br,cc,clr,ecc,lp,mlknn
PartialOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9898314189634262,0.9999999969648584,0.17803546244937374,0.9506510076394046,0.16546468171002138
PartialOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9898314189634262,0.9999999969648584,0.17803546244937374,0.9506510076394046,0.16546468171002138
PartialOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9898314189634262,0.9999999969648584,0.17803546244937374,0.9506510076394046,0.16546468171002138
PartialOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9898314189634262,0.9999999969648584,0.17803546244937374,0.9506510076394046,0.16546468171002138
PreOrder__Hamming__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9898314189634262,0.9999999969648584,0.17803546244937374,0.9506510076394046,0.16546468171002138
PreOrder__Hamming__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9898314189634262,0.9999999969648584,0.17803546244937374,0.9506510076394046,0.16546468171002138
PreOrder__Subset__2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9898314189634262,0.9999999969648584,0.17803546244937374,0.9506510076394046,0.16546468171002138
PreOrder__Subset__None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9898314189634262,0.9999999969648584,0.17803546244937374,0.9506510076394046,0.16546468171002138
br,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9898314189634262,0.9999999969648584,0.17803546244937374,0.9506510076394046,0.16546468171002138
cc,0.9898314189634262,0.9898314189634262,0.9898314189634262,0.9898314189634262,0.9898314189634262,0.9898314189634262,0.9898314189634262,0.9898314189634262,0.9898314189634262,1.0,0.9254505839929961,0.9506510076394046,0.999999999922727,0.0018006517478416084
clr,0.9999999969648584,0.9999999969648584,0.9999999969648584,0.9999999969648584,0.9999999969648584,0.9999999969648584,0.9999999969648584,0.9999999969648584,0.9999999969648584,0.9254505839929961,1.0,0.06724390012647263,0.8031927740413913,0.35999673810951527
ecc,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.17803546244937374,0.9506510076394046,0.06724390012647263,1.0,0.9898314189634262,5.109935572455981e-07
lp,0.9506510076394046,0.9506510076394046,0.9506510076394046,0.9506510076394046,0.9506510076394046,0.9506510076394046,0.9506510076394046,0.9506510076394046,0.9506510076394046,0.999999999922727,0.8031927740413913,0.9898314189634262,1.0,0.0005442489538346473
mlknn,0.16546468171002138,0.16546468171002138,0.16546468171002138,0.16546468171002138,0.16546468171002138,0.16546468171002138,0.16546468171002138,0.16546468171002138,0.16546468171002138,0.0018006517478416084,0.35999673810951527,5.109935572455981e-07,0.0005442489538346473,1.0
